Item	Subject	Block	Stimuli	Context	Correct	Response	RT	RT_log	Lg_Heard	Main_Context	Group
A12344	BE_72	Block1	Stim33	E	1	ML	672	2.827369273	Eng	ML	nonsw
A12345	BE_72	Block1	Stim34	E	1	ML	2389	3.37821615	Eng	ML	nonsw
A12346	BE_72	Block1	Stim35	E	1	ML	401	2.603144373	Eng	ML	nonsw
A12347	BE_72	Block1	Stim37	E	1	ML	863	2.936010796	Eng	ML	nonsw
A12348	BE_72	Block1	Stim38	E	1	ML	1427	3.154423973	Eng	ML	nonsw
A12349	BE_72	Block1	Stim39	E	1	ML	747	2.873320602	Eng	ML	nonsw
A12350	BE_72	Block1	Stim40	E	1	ML	422	2.625312451	Eng	ML	nonsw
A12351	BE_72	Block1	Stim10	S	1	ML	774	2.888740961	Sp	ML	nonsw
A12352	BE_72	Block1	Stim11	S	1	ML	2776	3.443419462	Sp	ML	nonsw
A12353	BE_72	Block1	Stim12	S	1	ML	486	2.686636269	Sp	ML	nonsw
A12354	BE_72	Block1	Stim19	S	1	ML	740	2.86923172	Sp	ML	nonsw
A12355	BE_72	Block1	Stim20	S	1	ML	1778	3.249931757	Sp	ML	nonsw
A12356	BE_72	Block1	Stim25	S	1	ML	1167	3.067070856	Sp	ML	nonsw
A12357	BE_72	Block1	Stim31	S	1	ML	3658	3.563243701	Sp	ML	nonsw
A12358	BE_72	Block1	Stim07	S	1	ML	3668	3.564429327	Sp	ML	nonsw
A12359	BE_72	Block1	Stim08	S	1	ML	1921	3.283527365	Sp	ML	nonsw
A12360	BE_72	Block1	Stim09	S	1	ML	863	2.936010796	Sp	ML	nonsw
A12361	BE_72	Block2	Stim01	CSES	0	ML	1110	3.045322979	Eng	CS	nonsw
A12362	BE_72	Block2	Stim17	CSES	0	ML	1072	3.030194785	Eng	CS	nonsw
A12363	BE_72	Block2	Stim02	CSES	0	ML	844	2.926342447	Eng	CS	nonsw
A12364	BE_72	Block2	Stim21	CSES	0	ML	3089	3.489817908	Eng	CS	nonsw
A12365	BE_72	Block2	Stim26	CSES	0	ML	321	2.506505032	Eng	CS	nonsw
A12366	BE_72	Block2	Stim27	CSES	0	ML	2686	3.429106008	Eng	CS	nonsw
A12367	BE_72	Block2	Stim28	CSES	0	ML	363	2.559906625	Eng	CS	nonsw
A12368	BE_72	Block2	Stim29	CSES	0	ML	542	2.733999287	Eng	CS	nonsw
A12369	BE_72	Block2	Stim03	CSES	0	ML	300	2.477121255	Eng	CS	nonsw
A12370	BE_72	Block2	Stim32	CSES	0	ML	462	2.664641976	Eng	CS	nonsw
A12371	BE_72	Block2	Stim13	CSSE	0	ML	1781	3.250663919	Sp	CS	nonsw
A12372	BE_72	Block2	Stim18	CSSE	1	CS	1946	3.289142836	Sp	CS	nonsw
A12373	BE_72	Block2	Stim22	CSSE	0	ML	2376	3.375846436	Sp	CS	nonsw
A12374	BE_72	Block2	Stim23	CSSE	0	ML	2286	3.359076226	Sp	CS	nonsw
A12375	BE_72	Block2	Stim24	CSSE	0	ML	1132	3.053846427	Sp	CS	nonsw
A12376	BE_72	Block2	Stim30	CSSE	0	ML	1783	3.251151343	Sp	CS	nonsw
A12377	BE_72	Block2	Stim36	CSSE	0	ML	1912	3.281487888	Sp	CS	nonsw
A12378	BE_72	Block2	Stim04	CSSE	0	ML	2371	3.374931554	Sp	CS	nonsw
A12379	BE_72	Block2	Stim05	CSSE	0	ML	905	2.956648579	Sp	CS	nonsw
A12380	BE_72	Block2	Stim06	CSSE	0	ML	1465	3.165837625	Sp	CS	nonsw
A12381	BE_72	Block2	Stim14	E	1	ML	1079	3.033021445	Eng	ML	nonsw
A12382	BE_72	Block2	Stim15	E	1	ML	2059	3.313656347	Eng	ML	nonsw
A12383	BE_72	Block2	Stim16	E	1	ML	2191	3.340642378	Eng	ML	nonsw
A12384	BE_72	Block2	Stim33	E	1	ML	2117	3.325720858	Eng	ML	nonsw
A12385	BE_72	Block2	Stim34	E	1	ML	1062	3.026124517	Eng	ML	nonsw
A12386	BE_72	Block2	Stim35	E	1	ML	1547	3.189490314	Eng	ML	nonsw
A12387	BE_72	Block2	Stim37	E	1	ML	392	2.593286067	Eng	ML	nonsw
A12388	BE_72	Block2	Stim38	E	1	ML	677	2.830588669	Eng	ML	nonsw
A12389	BE_72	Block2	Stim39	E	1	ML	1361	3.133858125	Eng	ML	nonsw
A12390	BE_72	Block2	Stim40	E	1	ML	1692	3.228400359	Eng	ML	nonsw
A12391	BE_72	Block2	Stim10	S	1	ML	3681	3.565965817	Sp	ML	nonsw
A12392	BE_72	Block2	Stim11	S	1	ML	3137	3.496514519	Sp	ML	nonsw
A12393	BE_72	Block2	Stim12	S	1	ML	1346	3.12904506	Sp	ML	nonsw
A12394	BE_72	Block2	Stim19	S	1	ML	1631	3.212453961	Sp	ML	nonsw
A12395	BE_72	Block2	Stim20	S	1	ML	2203	3.343014497	Sp	ML	nonsw
A12396	BE_72	Block2	Stim25	S	0	CS	922	2.964730921	Sp	ML	nonsw
A12397	BE_72	Block2	Stim31	S	0	CS	1326	3.122543524	Sp	ML	nonsw
A12398	BE_72	Block2	Stim07	S	1	ML	1246	3.095518042	Sp	ML	nonsw
A12399	BE_72	Block2	Stim08	S	1	ML	1130	3.053078443	Sp	ML	nonsw
A12400	BE_72	Block2	Stim09	S	1	ML	234	2.369215857	Sp	ML	nonsw
A12401	BE_72	Block3	Stim01	CSES	0	ML	865	2.937016107	Eng	CS	nonsw
A12402	BE_72	Block3	Stim17	CSES	0	ML	1462	3.164947373	Eng	CS	nonsw
A12403	BE_72	Block3	Stim02	CSES	1	CS	5980	3.776701184	Eng	CS	nonsw
A12404	BE_72	Block3	Stim21	CSES	0	ML	1660	3.220108088	Eng	CS	nonsw
A12405	BE_72	Block3	Stim26	CSES	0	ML	462	2.664641976	Eng	CS	nonsw
A12406	BE_72	Block3	Stim27	CSES	0	ML	307	2.487138375	Eng	CS	nonsw
A12407	BE_72	Block3	Stim28	CSES	0	ML	3088	3.489677292	Eng	CS	nonsw
A12408	BE_72	Block3	Stim29	CSES	0	ML	227	2.356025857	Eng	CS	nonsw
A12409	BE_72	Block3	Stim03	CSES	0	ML	312	2.494154594	Eng	CS	nonsw
A12410	BE_72	Block3	Stim32	CSES	0	ML	1166	3.06669855	Eng	CS	nonsw
A12411	BE_72	Block3	Stim13	CSSE	0	ML	237	2.374748346	Sp	CS	nonsw
A12412	BE_72	Block3	Stim18	CSSE	0	ML	230	2.361727836	Sp	CS	nonsw
A12413	BE_72	Block3	Stim22	CSSE	0	ML	213	2.328379603	Sp	CS	nonsw
A12414	BE_72	Block3	Stim23	CSSE	0	ML	1138	3.056142262	Sp	CS	nonsw
A12415	BE_72	Block3	Stim24	CSSE	0	ML	571	2.756636108	Sp	CS	nonsw
A12416	BE_72	Block3	Stim30	CSSE	0	ML	462	2.664641976	Sp	CS	nonsw
A12417	BE_72	Block3	Stim36	CSSE	0	ML	1516	3.180699201	Sp	CS	nonsw
A12418	BE_72	Block3	Stim04	CSSE	0	ML	672	2.827369273	Sp	CS	nonsw
A12419	BE_72	Block3	Stim05	CSSE	0	ML	841	2.924795996	Sp	CS	nonsw
A12420	BE_72	Block3	Stim06	CSSE	0	ML	257	2.409933123	Sp	CS	nonsw
A12421	BE_72	Block3	Stim14	E	1	ML	686	2.836324116	Eng	ML	nonsw
A12422	BE_72	Block3	Stim15	E	1	ML	732	2.864511081	Eng	ML	nonsw
A12423	BE_72	Block3	Stim16	E	1	ML	877	2.942999593	Eng	ML	nonsw
A12424	BE_72	Block3	Stim33	E	1	ML	403	2.605305046	Eng	ML	nonsw
A12425	BE_72	Block3	Stim34	E	1	ML	1990	3.298853076	Eng	ML	nonsw
A12426	BE_72	Block3	Stim35	E	1	ML	749	2.874481818	Eng	ML	nonsw
A12427	BE_72	Block3	Stim37	E	1	ML	287	2.457881897	Eng	ML	nonsw
A12428	BE_72	Block3	Stim38	E	1	ML	661	2.820201459	Eng	ML	nonsw
A12429	BE_72	Block3	Stim39	E	1	ML	233	2.367355921	Eng	ML	nonsw
A12430	BE_72	Block3	Stim40	E	1	ML	901	2.954724791	Eng	ML	nonsw
A12431	BE_72	Block3	Stim10	S	1	ML	258	2.411619706	Sp	ML	nonsw
A12432	BE_72	Block3	Stim11	S	1	ML	303	2.481442629	Sp	ML	nonsw
A12433	BE_72	Block3	Stim12	S	1	ML	297	2.472756449	Sp	ML	nonsw
A12434	BE_72	Block3	Stim19	S	0	CS	3211	3.506640306	Sp	ML	nonsw
A12435	BE_72	Block3	Stim20	S	1	ML	2563	3.408748606	Sp	ML	nonsw
A12436	BE_72	Block3	Stim25	S	1	ML	328	2.515873844	Sp	ML	nonsw
A12437	BE_72	Block3	Stim31	S	1	ML	1471	3.167612673	Sp	ML	nonsw
A12438	BE_72	Block3	Stim07	S	0	CS	6277	3.797752129	Sp	ML	nonsw
A12439	BE_72	Block3	Stim08	S	1	ML	233	2.367355921	Sp	ML	nonsw
A12440	BE_72	Block3	Stim09	S	1	ML	198	2.29666519	Sp	ML	nonsw
A12441	BE_72	Block4	Stim01	CSES	0	ML	1904	3.279666944	Eng	CS	nonsw
A12442	BE_72	Block4	Stim17	CSES	0	ML	7727	3.888010912	Eng	CS	nonsw
A12443	BE_72	Block4	Stim02	CSES	0	ML	747	2.873320602	Eng	CS	nonsw
A12444	BE_72	Block4	Stim21	CSES	0	ML	1210	3.08278537	Eng	CS	nonsw
A12445	BE_72	Block4	Stim26	CSES	1	CS	1829	3.262213705	Eng	CS	nonsw
A12446	BE_72	Block4	Stim27	CSES	0	ML	1996	3.300160537	Eng	CS	nonsw
A12447	BE_72	Block4	Stim28	CSES	1	CS	2486	3.395501124	Eng	CS	nonsw
A12448	BE_72	Block4	Stim29	CSES	1	CS	1227	3.088844563	Eng	CS	nonsw
A12449	BE_72	Block4	Stim03	CSES	0	ML	316	2.499687083	Eng	CS	nonsw
A12450	BE_72	Block4	Stim32	CSES	0	ML	2784	3.444669231	Eng	CS	nonsw
A12451	BE_72	Block4	Stim13	CSSE	0	ML	3815	3.581494542	Sp	CS	nonsw
A12452	BE_72	Block4	Stim18	CSSE	1	CS	2384	3.377306251	Sp	CS	nonsw
A12453	BE_72	Block4	Stim22	CSSE	0	ML	466	2.668385917	Sp	CS	nonsw
A12454	BE_72	Block4	Stim23	CSSE	0	ML	204	2.309630167	Sp	CS	nonsw
A12455	BE_72	Block4	Stim24	CSSE	0	ML	1166	3.06669855	Sp	CS	nonsw
A12456	BE_72	Block4	Stim30	CSSE	0	ML	5433	3.735039705	Sp	CS	nonsw
A12457	BE_72	Block4	Stim36	CSSE	0	ML	832	2.920123326	Sp	CS	nonsw
A12458	BE_72	Block4	Stim04	CSSE	1	CS	805	2.90579588	Sp	CS	nonsw
A12459	BE_72	Block4	Stim05	CSSE	0	ML	1527	3.183839037	Sp	CS	nonsw
A12460	BE_72	Block4	Stim06	CSSE	0	ML	2892	3.461198289	Sp	CS	nonsw
A12461	BE_72	Block4	Stim14	E	1	ML	649	2.812244697	Eng	ML	nonsw
A12462	BE_72	Block4	Stim15	E	1	ML	3541	3.549125927	Eng	ML	nonsw
A12463	BE_72	Block4	Stim16	E	0	CS	852	2.930439595	Eng	ML	nonsw
A12464	BE_72	Block4	Stim33	E	0	CS	1613	3.207634367	Eng	ML	nonsw
A12465	BE_72	Block4	Stim34	E	0	CS	4359	3.639386869	Eng	ML	nonsw
A12466	BE_72	Block4	Stim35	E	1	ML	1567	3.195068996	Eng	ML	nonsw
A12467	BE_72	Block4	Stim37	E	0	CS	916	2.961895474	Eng	ML	nonsw
A12468	BE_72	Block4	Stim38	E	1	ML	1621	3.209783015	Eng	ML	nonsw
A12469	BE_72	Block4	Stim39	E	1	ML	2615	3.417471693	Eng	ML	nonsw
A12470	BE_72	Block4	Stim40	E	1	ML	630	2.799340549	Eng	ML	nonsw
A12471	BE_72	Block4	Stim10	S	1	ML	251	2.399673721	Sp	ML	nonsw
A12472	BE_72	Block4	Stim11	S	0	CS	401	2.603144373	Sp	ML	nonsw
A12473	BE_72	Block4	Stim12	S	1	ML	1179	3.071513805	Sp	ML	nonsw
A12474	BE_72	Block4	Stim19	S	1	ML	3317	3.520745472	Sp	ML	nonsw
A12475	BE_72	Block4	Stim20	S	1	ML	330	2.51851394	Sp	ML	nonsw
A12476	BE_72	Block4	Stim25	S	1	ML	1892	3.276921132	Sp	ML	nonsw
A12477	BE_72	Block4	Stim31	S	0	CS	2228	3.347915187	Sp	ML	nonsw
A12478	BE_72	Block4	Stim07	S	1	ML	4793	3.680607429	Sp	ML	nonsw
A12479	BE_72	Block4	Stim08	S	0	CS	281	2.44870632	Sp	ML	nonsw
A12480	BE_72	Block4	Stim09	S	0	CS	1712	3.23350376	Sp	ML	nonsw
A12481	BE_74	Block1	Stim01	CSES	1	CS	9164	3.962085081	Eng	CS	nonsw
A12482	BE_74	Block1	Stim17	CSES	0	ML	572	2.757396029	Eng	CS	nonsw
A12483	BE_74	Block1	Stim02	CSES	0	ML	1217	3.085290578	Eng	CS	nonsw
A12484	BE_74	Block1	Stim21	CSES	0	ML	1138	3.056142262	Eng	CS	nonsw
A12485	BE_74	Block1	Stim26	CSES	1	CS	1342	3.127752516	Eng	CS	nonsw
A12486	BE_74	Block1	Stim27	CSES	1	CS	7723	3.887786035	Eng	CS	nonsw
A12487	BE_74	Block1	Stim28	CSES	0	ML	652	2.814247596	Eng	CS	nonsw
A12488	BE_74	Block1	Stim29	CSES	0	ML	2277	3.357363031	Eng	CS	nonsw
A12489	BE_74	Block1	Stim03	CSES	0	ML	549	2.739572344	Eng	CS	nonsw
A12490	BE_74	Block1	Stim32	CSES	1	CS	1799	3.255031163	Eng	CS	nonsw
A12491	BE_74	Block1	Stim13	CSSE	1	CS	4203	3.62355939	Sp	CS	nonsw
A12492	BE_74	Block1	Stim18	CSSE	1	CS	1819	3.259832699	Sp	CS	nonsw
A12493	BE_74	Block1	Stim22	CSSE	0	ML	620	2.792391689	Sp	CS	nonsw
A12494	BE_74	Block1	Stim23	CSSE	0	ML	2533	3.40363519	Sp	CS	nonsw
A12495	BE_74	Block1	Stim24	CSSE	1	CS	3011	3.478710756	Sp	CS	nonsw
A12496	BE_74	Block1	Stim30	CSSE	0	ML	1061	3.025715384	Sp	CS	nonsw
A12497	BE_74	Block1	Stim36	CSSE	0	ML	848	2.928395852	Sp	CS	nonsw
A12498	BE_74	Block1	Stim04	CSSE	0	ML	1766	3.246990699	Sp	CS	nonsw
A12499	BE_74	Block1	Stim05	CSSE	0	ML	1487	3.172310969	Sp	CS	nonsw
A12500	BE_74	Block1	Stim06	CSSE	0	ML	977	2.989894564	Sp	CS	nonsw
A12501	BE_74	Block1	Stim14	E	1	ML	1273	3.104828404	Eng	ML	nonsw
A12502	BE_74	Block1	Stim15	E	1	ML	935	2.970811611	Eng	ML	nonsw
A12503	BE_74	Block1	Stim16	E	1	ML	1819	3.259832699	Eng	ML	nonsw
A12504	BE_74	Block1	Stim33	E	0	CS	1733	3.238798563	Eng	ML	nonsw
A12505	BE_74	Block1	Stim34	E	1	ML	1659	3.219846386	Eng	ML	nonsw
A12506	BE_74	Block1	Stim35	E	0	CS	1698	3.229937686	Eng	ML	nonsw
A12507	BE_74	Block1	Stim37	E	1	ML	800	2.903089987	Eng	ML	nonsw
A12508	BE_74	Block1	Stim38	E	1	ML	2406	3.381295623	Eng	ML	nonsw
A12509	BE_74	Block1	Stim39	E	1	ML	1126	3.051538391	Eng	ML	nonsw
A12510	BE_74	Block1	Stim40	E	1	ML	1379	3.139564266	Eng	ML	nonsw
A12511	BE_74	Block1	Stim10	S	1	ML	771	2.887054378	Sp	ML	nonsw
A12512	BE_74	Block1	Stim11	S	1	ML	2511	3.399846713	Sp	ML	nonsw
A12513	BE_74	Block1	Stim12	S	1	ML	2173	3.337059726	Sp	ML	nonsw
A12514	BE_74	Block1	Stim19	S	1	ML	1310	3.117271296	Sp	ML	nonsw
A12515	BE_74	Block1	Stim20	S	1	ML	473	2.674861141	Sp	ML	nonsw
A12516	BE_74	Block1	Stim25	S	1	ML	4276	3.631037697	Sp	ML	nonsw
A12517	BE_74	Block1	Stim31	S	1	ML	1749	3.242789809	Sp	ML	nonsw
A12518	BE_74	Block1	Stim07	S	1	ML	382	2.582063363	Sp	ML	nonsw
A12519	BE_74	Block1	Stim08	S	1	ML	2150	3.33243846	Sp	ML	nonsw
A12520	BE_74	Block1	Stim09	S	0	CS	2909	3.463743721	Sp	ML	nonsw
A12521	BE_74	Block2	Stim01	CSES	1	CS	2947	3.469380136	Eng	CS	nonsw
A12522	BE_74	Block2	Stim17	CSES	0	ML	1587	3.200576927	Eng	CS	nonsw
A12523	BE_74	Block2	Stim02	CSES	0	ML	220	2.342422681	Eng	CS	nonsw
A12524	BE_74	Block2	Stim21	CSES	0	ML	250	2.397940009	Eng	CS	nonsw
A12525	BE_74	Block2	Stim26	CSES	0	ML	1534	3.18582536	Eng	CS	nonsw
A12526	BE_74	Block2	Stim27	CSES	1	CS	433	2.636487896	Eng	CS	nonsw
A12527	BE_74	Block2	Stim28	CSES	0	ML	1653	3.218272854	Eng	CS	nonsw
A12528	BE_74	Block2	Stim29	CSES	0	ML	4685	3.670709595	Eng	CS	nonsw
A12529	BE_74	Block2	Stim03	CSES	1	CS	2151	3.33264041	Eng	CS	nonsw
A12530	BE_74	Block2	Stim32	CSES	1	CS	3801	3.57989787	Eng	CS	nonsw
A12531	BE_74	Block2	Stim13	CSSE	0	ML	409	2.611723308	Sp	CS	nonsw
A12532	BE_74	Block2	Stim18	CSSE	0	ML	532	2.725911632	Sp	CS	nonsw
A12533	BE_74	Block2	Stim22	CSSE	0	ML	1642	3.215373153	Sp	CS	nonsw
A12534	BE_74	Block2	Stim23	CSSE	0	ML	3528	3.547528576	Sp	CS	nonsw
A12535	BE_74	Block2	Stim24	CSSE	0	ML	532	2.725911632	Sp	CS	nonsw
A12536	BE_74	Block2	Stim30	CSSE	0	ML	991	2.996073654	Sp	CS	nonsw
A12537	BE_74	Block2	Stim36	CSSE	0	ML	438	2.641474111	Sp	CS	nonsw
A12538	BE_74	Block2	Stim04	CSSE	0	ML	1009	3.003891166	Sp	CS	nonsw
A12539	BE_74	Block2	Stim05	CSSE	0	ML	288	2.459392488	Sp	CS	nonsw
A12540	BE_74	Block2	Stim06	CSSE	0	ML	1692	3.228400359	Sp	CS	nonsw
A12541	BE_74	Block2	Stim14	E	1	ML	914	2.960946196	Eng	ML	nonsw
A12542	BE_74	Block2	Stim15	E	1	ML	563	2.750508395	Eng	ML	nonsw
A12543	BE_74	Block2	Stim16	E	1	ML	463	2.665580991	Eng	ML	nonsw
A12544	BE_74	Block2	Stim33	E	1	ML	1646	3.216429831	Eng	ML	nonsw
A12545	BE_74	Block2	Stim34	E	1	ML	1119	3.048830087	Eng	ML	nonsw
A12546	BE_74	Block2	Stim35	E	1	ML	1819	3.259832699	Eng	ML	nonsw
A12547	BE_74	Block2	Stim37	E	0	CS	8538	3.93135615	Eng	ML	nonsw
A12548	BE_74	Block2	Stim38	E	1	ML	1364	3.13481437	Eng	ML	nonsw
A12549	BE_74	Block2	Stim39	E	1	ML	616	2.789580712	Eng	ML	nonsw
A12550	BE_74	Block2	Stim40	E	1	ML	981	2.991669007	Eng	ML	nonsw
A12551	BE_74	Block2	Stim10	S	1	ML	522	2.717670503	Sp	ML	nonsw
A12552	BE_74	Block2	Stim11	S	1	ML	292	2.465382851	Sp	ML	nonsw
A12553	BE_74	Block2	Stim12	S	1	ML	441	2.644438589	Sp	ML	nonsw
A12554	BE_74	Block2	Stim19	S	1	ML	406	2.608526034	Sp	ML	nonsw
A12555	BE_74	Block2	Stim20	S	1	ML	35	1.544068044	Sp	ML	nonsw
A12556	BE_74	Block2	Stim25	S	1	ML	332	2.521138084	Sp	ML	nonsw
A12557	BE_74	Block2	Stim31	S	1	ML	802	2.904174368	Sp	ML	nonsw
A12558	BE_74	Block2	Stim07	S	1	ML	297	2.472756449	Sp	ML	nonsw
A12559	BE_74	Block2	Stim08	S	1	ML	888	2.948412966	Sp	ML	nonsw
A12560	BE_74	Block2	Stim09	S	0	CS	3449	3.537693194	Sp	ML	nonsw
A12561	BE_74	Block3	Stim01	CSES	1	CS	2108	3.323870607	Eng	CS	nonsw
A12562	BE_74	Block3	Stim17	CSES	0	ML	825	2.916453949	Eng	CS	nonsw
A12563	BE_74	Block3	Stim02	CSES	0	ML	205	2.311753861	Eng	CS	nonsw
A12564	BE_74	Block3	Stim21	CSES	0	ML	4040	3.606381365	Eng	CS	nonsw
A12565	BE_74	Block3	Stim26	CSES	1	CS	816	2.911690159	Eng	CS	nonsw
A12566	BE_74	Block3	Stim27	CSES	1	CS	431	2.63447727	Eng	CS	nonsw
A12567	BE_74	Block3	Stim28	CSES	1	CS	4104	3.613207352	Eng	CS	nonsw
A12568	BE_74	Block3	Stim29	CSES	1	CS	2199	3.342225229	Eng	CS	nonsw
A12569	BE_74	Block3	Stim03	CSES	0	ML	577	2.761175813	Eng	CS	nonsw
A12570	BE_74	Block3	Stim32	CSES	1	CS	1216	3.084933575	Eng	CS	nonsw
A12571	BE_74	Block3	Stim13	CSSE	0	ML	503	2.701567985	Sp	CS	nonsw
A12572	BE_74	Block3	Stim18	CSSE	0	ML	1161	3.06483222	Sp	CS	nonsw
A12573	BE_74	Block3	Stim22	CSSE	0	ML	261	2.416640507	Sp	CS	nonsw
A12574	BE_74	Block3	Stim23	CSSE	0	ML	232	2.365487985	Sp	CS	nonsw
A12575	BE_74	Block3	Stim24	CSSE	0	ML	611	2.78604121	Sp	CS	nonsw
A12576	BE_74	Block3	Stim30	CSSE	0	ML	1662	3.220631019	Sp	CS	nonsw
A12577	BE_74	Block3	Stim36	CSSE	0	ML	414	2.617000341	Sp	CS	nonsw
A12578	BE_74	Block3	Stim04	CSSE	0	ML	1080	3.033423755	Sp	CS	nonsw
A12579	BE_74	Block3	Stim05	CSSE	0	ML	282	2.450249108	Sp	CS	nonsw
A12580	BE_74	Block3	Stim06	CSSE	0	ML	232	2.365487985	Sp	CS	nonsw
A12581	BE_74	Block3	Stim14	E	1	ML	330	2.51851394	Eng	ML	nonsw
A12582	BE_74	Block3	Stim15	E	1	ML	1259	3.10002573	Eng	ML	nonsw
A12583	BE_74	Block3	Stim16	E	1	ML	296	2.471291711	Eng	ML	nonsw
A12584	BE_74	Block3	Stim33	E	1	ML	1499	3.175801633	Eng	ML	nonsw
A12585	BE_74	Block3	Stim34	E	1	ML	2273	3.356599436	Eng	ML	nonsw
A12586	BE_74	Block3	Stim35	E	1	ML	1085	3.035429738	Eng	ML	nonsw
A12587	BE_74	Block3	Stim37	E	1	ML	318	2.50242712	Eng	ML	nonsw
A12588	BE_74	Block3	Stim38	E	1	ML	252	2.401400541	Eng	ML	nonsw
A12589	BE_74	Block3	Stim39	E	1	ML	387	2.587710965	Eng	ML	nonsw
A12590	BE_74	Block3	Stim40	E	1	ML	467	2.669316881	Eng	ML	nonsw
A12591	BE_74	Block3	Stim10	S	1	ML	464	2.666517981	Sp	ML	nonsw
A12592	BE_74	Block3	Stim11	S	1	ML	271	2.432969291	Sp	ML	nonsw
A12593	BE_74	Block3	Stim12	S	1	ML	867	2.938019097	Sp	ML	nonsw
A12594	BE_74	Block3	Stim19	S	1	ML	876	2.942504106	Sp	ML	nonsw
A12595	BE_74	Block3	Stim20	S	1	ML	322	2.507855872	Sp	ML	nonsw
A12596	BE_74	Block3	Stim25	S	1	ML	297	2.472756449	Sp	ML	nonsw
A12597	BE_74	Block3	Stim31	S	1	ML	344	2.536558443	Sp	ML	nonsw
A12598	BE_74	Block3	Stim07	S	1	ML	2197	3.341830057	Sp	ML	nonsw
A12599	BE_74	Block3	Stim08	S	1	ML	457	2.6599162	Sp	ML	nonsw
A12600	BE_74	Block3	Stim09	S	1	ML	318	2.50242712	Sp	ML	nonsw
A12601	BE_74	Block4	Stim01	CSES	0	ML	425	2.62838893	Eng	CS	nonsw
A12602	BE_74	Block4	Stim17	CSES	0	ML	447	2.650307523	Eng	CS	nonsw
A12603	BE_74	Block4	Stim02	CSES	0	ML	885	2.946943271	Eng	CS	nonsw
A12604	BE_74	Block4	Stim21	CSES	0	ML	4458	3.649140064	Eng	CS	nonsw
A12605	BE_74	Block4	Stim26	CSES	0	ML	2571	3.410102077	Eng	CS	nonsw
A12606	BE_74	Block4	Stim27	CSES	0	ML	252	2.401400541	Eng	CS	nonsw
A12607	BE_74	Block4	Stim28	CSES	0	ML	904	2.95616843	Eng	CS	nonsw
A12608	BE_74	Block4	Stim29	CSES	0	ML	431	2.63447727	Eng	CS	nonsw
A12609	BE_74	Block4	Stim03	CSES	0	ML	326	2.5132176	Eng	CS	nonsw
A12610	BE_74	Block4	Stim32	CSES	0	ML	356	2.551449998	Eng	CS	nonsw
A12611	BE_74	Block4	Stim13	CSSE	0	ML	734	2.86569606	Sp	CS	nonsw
A12612	BE_74	Block4	Stim18	CSSE	0	ML	412	2.614897216	Sp	CS	nonsw
A12613	BE_74	Block4	Stim22	CSSE	0	ML	909	2.958563883	Sp	CS	nonsw
A12614	BE_74	Block4	Stim23	CSSE	0	ML	427	2.630427875	Sp	CS	nonsw
A12615	BE_74	Block4	Stim24	CSSE	0	ML	791	2.898176483	Sp	CS	nonsw
A12616	BE_74	Block4	Stim30	CSSE	0	ML	765	2.883661435	Sp	CS	nonsw
A12617	BE_74	Block4	Stim36	CSSE	0	ML	495	2.694605199	Sp	CS	nonsw
A12618	BE_74	Block4	Stim04	CSSE	0	ML	279	2.445604203	Sp	CS	nonsw
A12619	BE_74	Block4	Stim05	CSSE	0	ML	394	2.595496222	Sp	CS	nonsw
A12620	BE_74	Block4	Stim06	CSSE	0	ML	341	2.532754379	Sp	CS	nonsw
A12621	BE_74	Block4	Stim14	E	1	ML	391	2.592176757	Eng	ML	nonsw
A12622	BE_74	Block4	Stim15	E	1	ML	746	2.872738827	Eng	ML	nonsw
A12623	BE_74	Block4	Stim16	E	1	ML	597	2.775974331	Eng	ML	nonsw
A12624	BE_74	Block4	Stim33	E	1	ML	949	2.977266212	Eng	ML	nonsw
A12625	BE_74	Block4	Stim34	E	1	ML	417	2.620136055	Eng	ML	nonsw
A12626	BE_74	Block4	Stim35	E	1	ML	416	2.619093331	Eng	ML	nonsw
A12627	BE_74	Block4	Stim37	E	1	ML	428	2.631443769	Eng	ML	nonsw
A12628	BE_74	Block4	Stim38	E	1	ML	466	2.668385917	Eng	ML	nonsw
A12629	BE_74	Block4	Stim39	E	1	ML	1680	3.225309282	Eng	ML	nonsw
A12630	BE_74	Block4	Stim40	E	1	ML	403	2.605305046	Eng	ML	nonsw
A12631	BE_74	Block4	Stim10	S	1	ML	383	2.583198774	Sp	ML	nonsw
A12632	BE_74	Block4	Stim11	S	1	ML	343	2.53529412	Sp	ML	nonsw
A12633	BE_74	Block4	Stim12	S	1	ML	504	2.702430536	Sp	ML	nonsw
A12634	BE_74	Block4	Stim19	S	1	ML	333	2.522444234	Sp	ML	nonsw
A12635	BE_74	Block4	Stim20	S	1	ML	387	2.587710965	Sp	ML	nonsw
A12636	BE_74	Block4	Stim25	S	1	ML	676	2.829946696	Sp	ML	nonsw
A12637	BE_74	Block4	Stim31	S	1	ML	475	2.67669361	Sp	ML	nonsw
A12638	BE_74	Block4	Stim07	S	1	ML	331	2.519827994	Sp	ML	nonsw
A12639	BE_74	Block4	Stim08	S	1	ML	855	2.931966115	Sp	ML	nonsw
A12640	BE_74	Block4	Stim09	S	0	CS	2438	3.387033701	Sp	ML	nonsw
A12641	BE_75	Block1	Stim01	CSES	0	ML	501	2.699837726	Eng	CS	nonsw
A12642	BE_75	Block1	Stim17	CSES	0	ML	6375	3.804480189	Eng	CS	nonsw
