Item	Subject	Block	Stimuli	Context	Correct	Response	RT	RT_log	Lg_Heard	Main_Context	Group
A5686	BE_83	Block4	Stim27	CSES	0	ML	310	2.491361694	Eng	CS	supsw
A5687	BE_24	Block4	Stim21	CSES	0	ML	280	2.447158031	Eng	CS	nonsw
A5688	BE_83	Block4	Stim29	CSES	0	ML	864	2.936513742	Eng	CS	supsw
A5689	BE_24	Block4	Stim26	CSES	0	ML	400	2.602059991	Eng	CS	nonsw
A5690	BE_83	Block4	Stim03	CSES	0	ML	501	2.699837726	Eng	CS	supsw
A5691	BE_24	Block4	Stim27	CSES	0	ML	264	2.421603927	Eng	CS	nonsw
A5692	BE_83	Block4	Stim02	CSES	1	CS	268	2.428134794	Eng	CS	supsw
A5693	BE_24	Block4	Stim28	CSES	0	ML	808	2.907411361	Eng	CS	nonsw
A5694	BE_83	Block4	Stim21	CSES	1	CS	1240	3.093421685	Eng	CS	supsw
A5695	BE_24	Block4	Stim29	CSES	0	ML	331	2.519827994	Eng	CS	nonsw
A5696	BE_83	Block4	Stim26	CSES	1	CS	544	2.7355989	Eng	CS	supsw
A5697	BE_24	Block4	Stim03	CSES	0	ML	290	2.462397998	Eng	CS	nonsw
A5698	BE_83	Block4	Stim28	CSES	1	CS	2200	3.342422681	Eng	CS	supsw
A5699	BE_24	Block4	Stim32	CSES	0	ML	278	2.444044796	Eng	CS	nonsw
A5700	BE_83	Block4	Stim32	CSES	1	CS	2359	3.372727941	Eng	CS	supsw
A5701	BE_24	Block4	Stim13	CSSE	0	ML	716	2.854913022	Sp	CS	nonsw
A5702	BE_83	Block4	Stim13	CSSE	1	CS	483	2.683947131	Sp	CS	supsw
A5703	BE_24	Block4	Stim18	CSSE	0	ML	286	2.456366033	Sp	CS	nonsw
A5704	BE_83	Block4	Stim18	CSSE	1	CS	1924	3.284205068	Sp	CS	supsw
A5705	BE_24	Block4	Stim22	CSSE	0	ML	444	2.64738297	Sp	CS	nonsw
A5706	BE_83	Block4	Stim22	CSSE	1	CS	631	2.800029359	Sp	CS	supsw
A5707	BE_24	Block4	Stim23	CSSE	0	ML	179	2.252853031	Sp	CS	nonsw
A5708	BE_83	Block4	Stim30	CSSE	1	CS	659	2.818885415	Sp	CS	supsw
A5709	BE_24	Block4	Stim24	CSSE	0	ML	268	2.428134794	Sp	CS	nonsw
A5710	BE_83	Block4	Stim36	CSSE	1	CS	873	2.941014244	Sp	CS	supsw
A5711	BE_24	Block4	Stim30	CSSE	0	ML	946	2.975891136	Sp	CS	nonsw
A5712	BE_83	Block4	Stim04	CSSE	1	CS	222	2.346352974	Sp	CS	supsw
A5713	BE_24	Block4	Stim36	CSSE	0	ML	350	2.544068044	Sp	CS	nonsw
A5714	BE_83	Block4	Stim23	CSSE	0	ML	3074	3.487703863	Sp	CS	supsw
A5715	BE_24	Block4	Stim04	CSSE	0	ML	273	2.436162647	Sp	CS	nonsw
A5716	BE_83	Block4	Stim24	CSSE	0	ML	893	2.950851459	Sp	CS	supsw
A5717	BE_24	Block4	Stim05	CSSE	0	ML	626	2.796574333	Sp	CS	nonsw
A5718	BE_83	Block4	Stim05	CSSE	0	ML	2349	3.370883017	Sp	CS	supsw
A5719	BE_24	Block4	Stim06	CSSE	0	ML	522	2.717670503	Sp	CS	nonsw
A5720	BE_83	Block4	Stim06	CSSE	0	ML	1031	3.013258665	Sp	CS	supsw
A5721	BE_24	Block4	Stim14	E	1	ML	300	2.477121255	Eng	ML	nonsw
A5722	BE_83	Block4	Stim14	E	1	ML	469	2.671172843	Eng	ML	supsw
A5723	BE_24	Block4	Stim15	E	1	ML	1125	3.051152522	Eng	ML	nonsw
A5724	BE_83	Block4	Stim15	E	1	ML	2534	3.403806611	Eng	ML	supsw
A5725	BE_24	Block4	Stim16	E	1	ML	280	2.447158031	Eng	ML	nonsw
A5726	BE_83	Block4	Stim16	E	1	ML	1328	3.123198075	Eng	ML	supsw
A5727	BE_24	Block4	Stim33	E	1	ML	332	2.521138084	Eng	ML	nonsw
A5728	BE_83	Block4	Stim33	E	1	ML	2090	3.320146286	Eng	ML	supsw
A5729	BE_24	Block4	Stim34	E	1	ML	614	2.788168371	Eng	ML	nonsw
A5730	BE_83	Block4	Stim35	E	1	ML	404	2.606381365	Eng	ML	supsw
A5731	BE_24	Block4	Stim35	E	1	ML	632	2.800717078	Eng	ML	nonsw
A5732	BE_83	Block4	Stim37	E	1	ML	351	2.545307116	Eng	ML	supsw
A5733	BE_24	Block4	Stim37	E	1	ML	281	2.44870632	Eng	ML	nonsw
A5734	BE_83	Block4	Stim40	E	1	ML	523	2.718501689	Eng	ML	supsw
A5735	BE_24	Block4	Stim38	E	1	ML	630	2.799340549	Eng	ML	nonsw
A5736	BE_83	Block4	Stim34	E	0	CS	497	2.696356389	Eng	ML	supsw
A5737	BE_24	Block4	Stim39	E	1	ML	408	2.610660163	Eng	ML	nonsw
A5738	BE_83	Block4	Stim38	E	0	CS	1781	3.250663919	Eng	ML	supsw
A5739	BE_24	Block4	Stim40	E	1	ML	70	1.84509804	Eng	ML	nonsw
A5740	BE_83	Block4	Stim39	E	0	CS	733	2.865103975	Eng	ML	supsw
A5741	BE_24	Block4	Stim10	S	1	ML	534	2.727541257	Sp	ML	nonsw
A5742	BE_83	Block4	Stim10	S	0	CS	659	2.818885415	Sp	ML	supsw
A5743	BE_24	Block4	Stim11	S	1	ML	276	2.440909082	Sp	ML	nonsw
A5744	BE_83	Block4	Stim11	S	0	CS	574	2.758911892	Sp	ML	supsw
A5745	BE_24	Block4	Stim12	S	1	ML	312	2.494154594	Sp	ML	nonsw
A5746	BE_83	Block4	Stim31	S	0	CS	4217	3.625003601	Sp	ML	supsw
A5747	BE_24	Block4	Stim19	S	1	ML	258	2.411619706	Sp	ML	nonsw
A5748	BE_83	Block4	Stim07	S	0	CS	375	2.574031268	Sp	ML	supsw
A5749	BE_24	Block4	Stim20	S	1	ML	328	2.515873844	Sp	ML	nonsw
A5750	BE_83	Block4	Stim08	S	0	CS	513	2.710117365	Sp	ML	supsw
A5751	BE_24	Block4	Stim25	S	1	ML	348	2.541579244	Sp	ML	nonsw
A5752	BE_83	Block4	Stim12	S	1	ML	2976	3.473632927	Sp	ML	supsw
A5753	BE_24	Block4	Stim31	S	1	ML	552	2.741939078	Sp	ML	nonsw
A5754	BE_83	Block4	Stim19	S	1	ML	1943	3.288472801	Sp	ML	supsw
A5755	BE_24	Block4	Stim07	S	1	ML	20	1.301029996	Sp	ML	nonsw
A5756	BE_83	Block4	Stim20	S	1	ML	90	1.954242509	Sp	ML	supsw
A5757	BE_24	Block4	Stim08	S	1	ML	240	2.380211242	Sp	ML	nonsw
A5758	BE_83	Block4	Stim25	S	1	ML	636	2.803457116	Sp	ML	supsw
A5759	BE_24	Block4	Stim09	S	1	ML	303	2.481442629	Sp	ML	nonsw
A5760	BE_83	Block4	Stim09	S	1	ML	4	0.602059991	Sp	ML	supsw
A5761	BE_25	Block1	Stim01	CSES	0	ML	994	2.997386384	Eng	CS	nonsw
A5762	BE_85	Block1	Stim26	CSES	0	ML	1612	3.207365037	Eng	CS	supsw
A5763	BE_25	Block1	Stim17	CSES	1	CS	677	2.830588669	Eng	CS	nonsw
A5764	BE_85	Block1	Stim27	CSES	0	ML	1384	3.14113609	Eng	CS	supsw
A5765	BE_25	Block1	Stim02	CSES	0	ML	412	2.614897216	Eng	CS	nonsw
A5766	BE_85	Block1	Stim28	CSES	0	ML	2459	3.390758529	Eng	CS	supsw
A5767	BE_25	Block1	Stim21	CSES	0	ML	946	2.975891136	Eng	CS	nonsw
A5768	BE_85	Block1	Stim03	CSES	0	ML	1119	3.048830087	Eng	CS	supsw
A5769	BE_25	Block1	Stim26	CSES	0	ML	608	2.783903579	Eng	CS	nonsw
A5770	BE_85	Block1	Stim32	CSES	0	ML	2092	3.32056168	Eng	CS	supsw
A5771	BE_25	Block1	Stim27	CSES	0	ML	640	2.806179974	Eng	CS	nonsw
A5772	BE_85	Block1	Stim01	CSES	1	CS	3184	3.502973059	Eng	CS	supsw
A5773	BE_25	Block1	Stim28	CSES	0	ML	729	2.862727528	Eng	CS	nonsw
A5774	BE_85	Block1	Stim17	CSES	1	CS	771	2.887054378	Eng	CS	supsw
A5775	BE_25	Block1	Stim29	CSES	0	ML	527	2.721810615	Eng	CS	nonsw
A5776	BE_85	Block1	Stim02	CSES	1	CS	567	2.753583059	Eng	CS	supsw
A5777	BE_25	Block1	Stim03	CSES	0	ML	1361	3.133858125	Eng	CS	nonsw
A5778	BE_85	Block1	Stim21	CSES	1	CS	2895	3.461648568	Eng	CS	supsw
A5779	BE_25	Block1	Stim32	CSES	0	ML	474	2.675778342	Eng	CS	nonsw
A5780	BE_85	Block1	Stim29	CSES	1	CS	1766	3.246990699	Eng	CS	supsw
A5781	BE_25	Block1	Stim13	CSSE	1	CS	781	2.892651034	Sp	CS	nonsw
A5782	BE_85	Block1	Stim18	CSSE	1	CS	898	2.953276337	Sp	CS	supsw
A5783	BE_25	Block1	Stim18	CSSE	0	ML	833	2.920645001	Sp	CS	nonsw
A5784	BE_85	Block1	Stim22	CSSE	1	CS	755	2.877946952	Sp	CS	supsw
A5785	BE_25	Block1	Stim22	CSSE	0	ML	3467	3.539953842	Sp	CS	nonsw
A5786	BE_85	Block1	Stim04	CSSE	1	CS	1919	3.283074975	Sp	CS	supsw
A5787	BE_25	Block1	Stim23	CSSE	0	ML	1496	3.174931594	Sp	CS	nonsw
A5788	BE_85	Block1	Stim06	CSSE	1	CS	2352	3.371437317	Sp	CS	supsw
A5789	BE_25	Block1	Stim24	CSSE	0	ML	584	2.766412847	Sp	CS	nonsw
A5790	BE_85	Block1	Stim13	CSSE	0	ML	488	2.688419822	Sp	CS	supsw
A5791	BE_25	Block1	Stim30	CSSE	0	ML	1352	3.130976692	Sp	CS	nonsw
A5792	BE_85	Block1	Stim23	CSSE	0	ML	1045	3.01911629	Sp	CS	supsw
A5793	BE_25	Block1	Stim36	CSSE	0	ML	1360	3.133538908	Sp	CS	nonsw
A5794	BE_85	Block1	Stim24	CSSE	0	ML	2905	3.463146137	Sp	CS	supsw
A5795	BE_25	Block1	Stim04	CSSE	0	ML	889	2.948901761	Sp	CS	nonsw
A5796	BE_85	Block1	Stim30	CSSE	0	ML	794	2.899820502	Sp	CS	supsw
A5797	BE_25	Block1	Stim05	CSSE	0	ML	954	2.979548375	Sp	CS	nonsw
A5798	BE_85	Block1	Stim36	CSSE	0	ML	1247	3.095866453	Sp	CS	supsw
A5799	BE_25	Block1	Stim06	CSSE	0	ML	524	2.719331287	Sp	CS	nonsw
A5800	BE_85	Block1	Stim05	CSSE	0	ML	1632	3.212720154	Sp	CS	supsw
A5801	BE_25	Block1	Stim14	E	1	ML	1229	3.089551883	Eng	ML	nonsw
A5802	BE_85	Block1	Stim14	E	1	ML	704	2.847572659	Eng	ML	supsw
A5803	BE_25	Block1	Stim15	E	1	ML	973	2.98811284	Eng	ML	nonsw
A5804	BE_85	Block1	Stim15	E	1	ML	735	2.866287339	Eng	ML	supsw
A5805	BE_25	Block1	Stim16	E	1	ML	948	2.976808337	Eng	ML	nonsw
A5806	BE_85	Block1	Stim33	E	1	ML	1692	3.228400359	Eng	ML	supsw
A5807	BE_25	Block1	Stim33	E	1	ML	556	2.745074792	Eng	ML	nonsw
A5808	BE_85	Block1	Stim35	E	1	ML	711	2.851869601	Eng	ML	supsw
A5809	BE_25	Block1	Stim34	E	1	ML	1238	3.092720645	Eng	ML	nonsw
A5810	BE_85	Block1	Stim38	E	1	ML	2350	3.371067862	Eng	ML	supsw
A5811	BE_25	Block1	Stim35	E	1	ML	984	2.992995098	Eng	ML	nonsw
A5812	BE_85	Block1	Stim40	E	1	ML	975	2.989004616	Eng	ML	supsw
A5813	BE_25	Block1	Stim37	E	0	CS	1554	3.191451014	Eng	ML	nonsw
A5814	BE_85	Block1	Stim16	E	0	CS	1509	3.17868924	Eng	ML	supsw
A5815	BE_25	Block1	Stim38	E	1	ML	489	2.689308859	Eng	ML	nonsw
A5816	BE_85	Block1	Stim34	E	0	CS	2423	3.384353414	Eng	ML	supsw
A5817	BE_25	Block1	Stim39	E	1	ML	849	2.92890769	Eng	ML	nonsw
A5818	BE_85	Block1	Stim37	E	0	CS	571	2.756636108	Eng	ML	supsw
A5819	BE_25	Block1	Stim40	E	1	ML	791	2.898176483	Eng	ML	nonsw
A5820	BE_85	Block1	Stim39	E	0	CS	2328	3.366982976	Eng	ML	supsw
A5821	BE_25	Block1	Stim10	S	1	ML	526	2.720985744	Sp	ML	nonsw
A5822	BE_85	Block1	Stim10	S	0	CS	618	2.790988475	Sp	ML	supsw
A5823	BE_25	Block1	Stim11	S	0	CS	3632	3.56014584	Sp	ML	nonsw
A5824	BE_85	Block1	Stim11	S	0	CS	2824	3.450864692	Sp	ML	supsw
A5825	BE_25	Block1	Stim12	S	1	ML	742	2.870403905	Sp	ML	nonsw
A5826	BE_85	Block1	Stim19	S	0	CS	2252	3.352568386	Sp	ML	supsw
A5827	BE_25	Block1	Stim19	S	1	ML	668	2.824776462	Sp	ML	nonsw
A5828	BE_85	Block1	Stim12	S	1	ML	588	2.769377326	Sp	ML	supsw
A5829	BE_25	Block1	Stim20	S	1	ML	1571	3.196176185	Sp	ML	nonsw
A5830	BE_85	Block1	Stim20	S	1	ML	259	2.413299764	Sp	ML	supsw
A5831	BE_25	Block1	Stim25	S	1	ML	450	2.653212514	Sp	ML	nonsw
A5832	BE_85	Block1	Stim25	S	1	ML	826	2.916980047	Sp	ML	supsw
A5833	BE_25	Block1	Stim31	S	1	ML	1178	3.07114529	Sp	ML	nonsw
A5834	BE_85	Block1	Stim31	S	1	ML	1581	3.19893187	Sp	ML	supsw
A5835	BE_25	Block1	Stim07	S	1	ML	793	2.899273187	Sp	ML	nonsw
A5836	BE_85	Block1	Stim07	S	1	ML	856	2.932473765	Sp	ML	supsw
A5837	BE_25	Block1	Stim08	S	1	ML	787	2.895974732	Sp	ML	nonsw
A5838	BE_85	Block1	Stim08	S	1	ML	1287	3.109578547	Sp	ML	supsw
A5839	BE_25	Block1	Stim09	S	1	ML	556	2.745074792	Sp	ML	nonsw
A5840	BE_85	Block1	Stim09	S	1	ML	367	2.564666064	Sp	ML	supsw
A5841	BE_25	Block2	Stim01	CSES	0	ML	359	2.555094449	Eng	CS	nonsw
A5842	BE_85	Block2	Stim01	CSES	0	ML	354	2.549003262	Eng	CS	supsw
A5843	BE_25	Block2	Stim17	CSES	0	ML	516	2.712649702	Eng	CS	nonsw
A5844	BE_85	Block2	Stim02	CSES	0	ML	811	2.909020854	Eng	CS	supsw
A5845	BE_25	Block2	Stim02	CSES	0	ML	375	2.574031268	Eng	CS	nonsw
A5846	BE_85	Block2	Stim03	CSES	0	ML	310	2.491361694	Eng	CS	supsw
A5847	BE_25	Block2	Stim21	CSES	0	ML	1618	3.208978517	Eng	CS	nonsw
A5848	BE_85	Block2	Stim17	CSES	1	CS	1616	3.208441356	Eng	CS	supsw
A5849	BE_25	Block2	Stim26	CSES	0	ML	519	2.715167358	Eng	CS	nonsw
A5850	BE_85	Block2	Stim21	CSES	1	CS	852	2.930439595	Eng	CS	supsw
A5851	BE_25	Block2	Stim27	CSES	0	ML	1606	3.205745541	Eng	CS	nonsw
A5852	BE_85	Block2	Stim26	CSES	1	CS	685	2.835690571	Eng	CS	supsw
A5853	BE_25	Block2	Stim28	CSES	0	ML	518	2.71432976	Eng	CS	nonsw
A5854	BE_85	Block2	Stim27	CSES	1	CS	412	2.614897216	Eng	CS	supsw
A5855	BE_25	Block2	Stim29	CSES	0	ML	390	2.591064607	Eng	CS	nonsw
A5856	BE_85	Block2	Stim28	CSES	1	CS	441	2.644438589	Eng	CS	supsw
A5857	BE_25	Block2	Stim03	CSES	0	ML	610	2.785329835	Eng	CS	nonsw
A5858	BE_85	Block2	Stim29	CSES	1	CS	768	2.88536122	Eng	CS	supsw
A5859	BE_25	Block2	Stim32	CSES	0	ML	2209	3.344195716	Eng	CS	nonsw
A5860	BE_85	Block2	Stim32	CSES	1	CS	299	2.475671188	Eng	CS	supsw
A5861	BE_25	Block2	Stim13	CSSE	0	ML	1390	3.1430148	Sp	CS	nonsw
A5862	BE_85	Block2	Stim23	CSSE	1	CS	621	2.7930916	Sp	CS	supsw
A5863	BE_25	Block2	Stim18	CSSE	0	ML	661	2.820201459	Sp	CS	nonsw
A5864	BE_85	Block2	Stim13	CSSE	0	ML	678	2.831229694	Sp	CS	supsw
A5865	BE_25	Block2	Stim22	CSSE	1	CS	661	2.820201459	Sp	CS	nonsw
A5866	BE_85	Block2	Stim18	CSSE	0	ML	319	2.503790683	Sp	CS	supsw
A5867	BE_25	Block2	Stim23	CSSE	0	ML	640	2.806179974	Sp	CS	nonsw
A5868	BE_85	Block2	Stim22	CSSE	0	ML	390	2.591064607	Sp	CS	supsw
A5869	BE_25	Block2	Stim24	CSSE	0	ML	528	2.722633923	Sp	CS	nonsw
A5870	BE_85	Block2	Stim24	CSSE	0	ML	768	2.88536122	Sp	CS	supsw
A5871	BE_25	Block2	Stim30	CSSE	0	ML	1150	3.06069784	Sp	CS	nonsw
A5872	BE_85	Block2	Stim30	CSSE	0	ML	1695	3.229169703	Sp	CS	supsw
A5873	BE_25	Block2	Stim36	CSSE	0	ML	732	2.864511081	Sp	CS	nonsw
A5874	BE_85	Block2	Stim36	CSSE	0	ML	247	2.392696953	Sp	CS	supsw
A5875	BE_25	Block2	Stim04	CSSE	0	ML	2373	3.375297738	Sp	CS	nonsw
A5876	BE_85	Block2	Stim04	CSSE	0	ML	1702	3.230959556	Sp	CS	supsw
A5877	BE_25	Block2	Stim05	CSSE	0	ML	769	2.88592634	Sp	CS	nonsw
A5878	BE_85	Block2	Stim05	CSSE	0	ML	338	2.5289167	Sp	CS	supsw
A5879	BE_25	Block2	Stim06	CSSE	0	ML	267	2.426511261	Sp	CS	nonsw
A5880	BE_85	Block2	Stim06	CSSE	0	ML	298	2.474216264	Sp	CS	supsw
A5881	BE_25	Block2	Stim14	E	1	ML	567	2.753583059	Eng	ML	nonsw
A5882	BE_85	Block2	Stim14	E	1	ML	398	2.599883072	Eng	ML	supsw
A5883	BE_25	Block2	Stim15	E	1	ML	555	2.744292983	Eng	ML	nonsw
A5884	BE_85	Block2	Stim15	E	1	ML	618	2.790988475	Eng	ML	supsw
A5885	BE_25	Block2	Stim16	E	1	ML	429	2.632457292	Eng	ML	nonsw
A5886	BE_85	Block2	Stim16	E	1	ML	890	2.949390007	Eng	ML	supsw
A5887	BE_25	Block2	Stim33	E	1	ML	436	2.639486489	Eng	ML	nonsw
A5888	BE_85	Block2	Stim33	E	1	ML	645	2.809559715	Eng	ML	supsw
A5889	BE_25	Block2	Stim34	E	1	ML	777	2.890421019	Eng	ML	nonsw
A5890	BE_85	Block2	Stim35	E	1	ML	1782	3.2509077	Eng	ML	supsw
A5891	BE_25	Block2	Stim35	E	0	CS	601	2.778874472	Eng	ML	nonsw
A5892	BE_85	Block2	Stim40	E	1	ML	829	2.918554531	Eng	ML	supsw
A5893	BE_25	Block2	Stim37	E	1	ML	458	2.660865478	Eng	ML	nonsw
A5894	BE_85	Block2	Stim34	E	0	CS	360	2.556302501	Eng	ML	supsw
A5895	BE_25	Block2	Stim38	E	1	ML	565	2.752048448	Eng	ML	nonsw
A5896	BE_85	Block2	Stim37	E	0	CS	455	2.658011397	Eng	ML	supsw
A5897	BE_25	Block2	Stim39	E	1	ML	1109	3.044931546	Eng	ML	nonsw
A5898	BE_85	Block2	Stim38	E	0	CS	669	2.825426118	Eng	ML	supsw
A5899	BE_25	Block2	Stim40	E	1	ML	393	2.59439255	Eng	ML	nonsw
A5900	BE_85	Block2	Stim39	E	0	CS	830	2.919078092	Eng	ML	supsw
A5901	BE_25	Block2	Stim10	S	1	ML	568	2.754348336	Sp	ML	nonsw
A5902	BE_85	Block2	Stim31	S	0	CS	1133	3.05422991	Sp	ML	supsw
A5903	BE_25	Block2	Stim11	S	1	ML	362	2.558708571	Sp	ML	nonsw
A5904	BE_85	Block2	Stim07	S	0	CS	727	2.861534411	Sp	ML	supsw
A5905	BE_25	Block2	Stim12	S	1	ML	445	2.648360011	Sp	ML	nonsw
A5906	BE_85	Block2	Stim10	S	1	ML	681	2.833147112	Sp	ML	supsw
A5907	BE_25	Block2	Stim19	S	1	ML	2174	3.33725954	Sp	ML	nonsw
A5908	BE_85	Block2	Stim11	S	1	ML	205	2.311753861	Sp	ML	supsw
A5909	BE_25	Block2	Stim20	S	1	ML	517	2.713490543	Sp	ML	nonsw
A5910	BE_85	Block2	Stim12	S	1	ML	382	2.582063363	Sp	ML	supsw
A5911	BE_25	Block2	Stim25	S	1	ML	661	2.820201459	Sp	ML	nonsw
A5912	BE_85	Block2	Stim19	S	1	ML	422	2.625312451	Sp	ML	supsw
A5913	BE_25	Block2	Stim31	S	1	ML	1816	3.259115844	Sp	ML	nonsw
A5914	BE_85	Block2	Stim20	S	1	ML	269	2.42975228	Sp	ML	supsw
A5915	BE_25	Block2	Stim07	S	1	ML	399	2.600972896	Sp	ML	nonsw
A5916	BE_85	Block2	Stim25	S	1	ML	325	2.511883361	Sp	ML	supsw
A5917	BE_25	Block2	Stim08	S	1	ML	521	2.716837723	Sp	ML	nonsw
A5918	BE_85	Block2	Stim08	S	1	ML	690	2.838849091	Sp	ML	supsw
A5919	BE_25	Block2	Stim09	S	1	ML	465	2.667452953	Sp	ML	nonsw
A5920	BE_85	Block2	Stim09	S	1	ML	235	2.371067862	Sp	ML	supsw
A5921	BE_25	Block3	Stim01	CSES	0	ML	388	2.588831726	Eng	CS	nonsw
A5922	BE_85	Block3	Stim01	CSES	0	ML	470	2.672097858	Eng	CS	supsw
A5923	BE_25	Block3	Stim17	CSES	0	ML	565	2.752048448	Eng	CS	nonsw
A5924	BE_85	Block3	Stim17	CSES	0	ML	1518	3.181271772	Eng	CS	supsw
A5925	BE_25	Block3	Stim02	CSES	0	ML	311	2.492760389	Eng	CS	nonsw
A5926	BE_85	Block3	Stim02	CSES	0	ML	2549	3.406369835	Eng	CS	supsw
A5927	BE_25	Block3	Stim21	CSES	0	ML	1376	3.138618434	Eng	CS	nonsw
A5928	BE_85	Block3	Stim21	CSES	0	ML	1439	3.158060794	Eng	CS	supsw
A5929	BE_25	Block3	Stim26	CSES	0	ML	771	2.887054378	Eng	CS	nonsw
A5930	BE_85	Block3	Stim03	CSES	0	ML	578	2.761927838	Eng	CS	supsw
A5931	BE_25	Block3	Stim27	CSES	0	ML	711	2.851869601	Eng	CS	nonsw
A5932	BE_85	Block3	Stim26	CSES	1	CS	853	2.930949031	Eng	CS	supsw
A5933	BE_25	Block3	Stim28	CSES	0	ML	365	2.562292864	Eng	CS	nonsw
A5934	BE_85	Block3	Stim27	CSES	1	CS	552	2.741939078	Eng	CS	supsw
A5935	BE_25	Block3	Stim29	CSES	0	ML	359	2.555094449	Eng	CS	nonsw
A5936	BE_85	Block3	Stim28	CSES	1	CS	4685	3.670709595	Eng	CS	supsw
A5937	BE_25	Block3	Stim03	CSES	0	ML	400	2.602059991	Eng	CS	nonsw
A5938	BE_85	Block3	Stim29	CSES	1	CS	2171	3.336659823	Eng	CS	supsw
A5939	BE_25	Block3	Stim32	CSES	0	ML	276	2.440909082	Eng	CS	nonsw
A5940	BE_85	Block3	Stim32	CSES	1	CS	1822	3.260548373	Eng	CS	supsw
A5941	BE_25	Block3	Stim13	CSSE	0	ML	1280	3.10720997	Sp	CS	nonsw
A5942	BE_85	Block3	Stim13	CSSE	1	CS	4597	3.662474504	Sp	CS	supsw
A5943	BE_25	Block3	Stim18	CSSE	0	ML	337	2.527629901	Sp	CS	nonsw
A5944	BE_85	Block3	Stim23	CSSE	1	CS	694	2.84135947	Sp	CS	supsw
A5945	BE_25	Block3	Stim22	CSSE	0	ML	518	2.71432976	Sp	CS	nonsw
A5946	BE_85	Block3	Stim24	CSSE	1	CS	1182	3.072617477	Sp	CS	supsw
A5947	BE_25	Block3	Stim23	CSSE	0	ML	643	2.808210973	Sp	CS	nonsw
A5948	BE_85	Block3	Stim04	CSSE	1	CS	2064	3.314709693	Sp	CS	supsw
A5949	BE_25	Block3	Stim24	CSSE	0	ML	723	2.859138297	Sp	CS	nonsw
A5950	BE_85	Block3	Stim06	CSSE	1	CS	1953	3.290702243	Sp	CS	supsw
A5951	BE_25	Block3	Stim30	CSSE	0	ML	1519	3.181557774	Sp	CS	nonsw
A5952	BE_85	Block3	Stim18	CSSE	0	ML	623	2.794488047	Sp	CS	supsw
A5953	BE_25	Block3	Stim36	CSSE	0	ML	454	2.657055853	Sp	CS	nonsw
A5954	BE_85	Block3	Stim22	CSSE	0	ML	4829	3.683857205	Sp	CS	supsw
A5955	BE_25	Block3	Stim04	CSSE	0	ML	345	2.537819095	Sp	CS	nonsw
A5956	BE_85	Block3	Stim30	CSSE	0	ML	1287	3.109578547	Sp	CS	supsw
A5957	BE_25	Block3	Stim05	CSSE	0	ML	301	2.478566496	Sp	CS	nonsw
A5958	BE_85	Block3	Stim36	CSSE	0	ML	720	2.857332496	Sp	CS	supsw
A5959	BE_25	Block3	Stim06	CSSE	0	ML	274	2.437750563	Sp	CS	nonsw
A5960	BE_85	Block3	Stim05	CSSE	0	ML	2869	3.457730548	Sp	CS	supsw
A5961	BE_25	Block3	Stim14	E	1	ML	384	2.584331224	Eng	ML	nonsw
A5962	BE_85	Block3	Stim15	E	1	ML	686	2.836324116	Eng	ML	supsw
A5963	BE_25	Block3	Stim15	E	1	ML	596	2.77524626	Eng	ML	nonsw
A5964	BE_85	Block3	Stim16	E	1	ML	1575	3.197280558	Eng	ML	supsw
A5965	BE_25	Block3	Stim16	E	1	ML	440	2.643452676	Eng	ML	nonsw
A5966	BE_85	Block3	Stim33	E	1	ML	795	2.900367129	Eng	ML	supsw
A5967	BE_25	Block3	Stim33	E	1	ML	477	2.678518379	Eng	ML	nonsw
A5968	BE_85	Block3	Stim38	E	1	ML	1531	3.184975191	Eng	ML	supsw
A5969	BE_25	Block3	Stim34	E	0	CS	819	2.913283902	Eng	ML	nonsw
A5970	BE_85	Block3	Stim39	E	1	ML	6661	3.823539434	Eng	ML	supsw
A5971	BE_25	Block3	Stim35	E	1	ML	428	2.631443769	Eng	ML	nonsw
A5972	BE_85	Block3	Stim40	E	1	ML	588	2.769377326	Eng	ML	supsw
A5973	BE_25	Block3	Stim37	E	1	ML	801	2.903632516	Eng	ML	nonsw
A5974	BE_85	Block3	Stim14	E	0	CS	1744	3.241546481	Eng	ML	supsw
A5975	BE_25	Block3	Stim38	E	1	ML	683	2.834420704	Eng	ML	nonsw
A5976	BE_85	Block3	Stim34	E	0	CS	526	2.720985744	Eng	ML	supsw
A5977	BE_25	Block3	Stim39	E	1	ML	1067	3.028164419	Eng	ML	nonsw
A5978	BE_85	Block3	Stim35	E	0	CS	1439	3.158060794	Eng	ML	supsw
A5979	BE_25	Block3	Stim40	E	1	ML	319	2.503790683	Eng	ML	nonsw
A5980	BE_85	Block3	Stim37	E	0	CS	994	2.997386384	Eng	ML	supsw
A5981	BE_25	Block3	Stim10	S	1	ML	533	2.726727209	Sp	ML	nonsw
A5982	BE_85	Block3	Stim11	S	0	CS	848	2.928395852	Sp	ML	supsw
A5983	BE_25	Block3	Stim11	S	1	ML	817	2.912222057	Sp	ML	nonsw
A5984	BE_85	Block3	Stim19	S	0	CS	741	2.869818208	Sp	ML	supsw
A5985	BE_25	Block3	Stim12	S	1	ML	509	2.706717782	Sp	ML	nonsw
A5986	BE_85	Block3	Stim20	S	0	CS	1673	3.223495941	Sp	ML	supsw
A5987	BE_25	Block3	Stim19	S	1	ML	322	2.507855872	Sp	ML	nonsw
