"Item"	"Subject"	"Block"	"Stimuli"	"Context"	"Correct"	"Response"	"RT"	"RT_log"	"Lg_Heard"	"Main_Context"	"Group"
"202"	"A202"	"BE_06"	"Block3"	"Stim14"	"E"	0	"CS"	335	2.525044807	"Eng"	"ML"	"supsw"
"203"	"A203"	"BE_03"	"Block3"	"Stim15"	"E"	1	"ML"	364	2.561101384	"Eng"	"ML"	"nonsw"
"204"	"A204"	"BE_06"	"Block3"	"Stim16"	"E"	0	"CS"	1129	3.052693942	"Eng"	"ML"	"supsw"
"205"	"A205"	"BE_03"	"Block3"	"Stim16"	"E"	1	"ML"	260	2.414973348	"Eng"	"ML"	"nonsw"
"206"	"A206"	"BE_06"	"Block3"	"Stim38"	"E"	0	"CS"	551	2.741151599	"Eng"	"ML"	"supsw"
"207"	"A207"	"BE_03"	"Block3"	"Stim33"	"E"	0	"CS"	260	2.414973348	"Eng"	"ML"	"nonsw"
"208"	"A208"	"BE_06"	"Block3"	"Stim15"	"E"	1	"ML"	1476	3.169086357	"Eng"	"ML"	"supsw"
"209"	"A209"	"BE_03"	"Block3"	"Stim34"	"E"	1	"ML"	1305	3.115610512	"Eng"	"ML"	"nonsw"
"210"	"A210"	"BE_06"	"Block3"	"Stim33"	"E"	1	"ML"	1234	3.09131516	"Eng"	"ML"	"supsw"
"211"	"A211"	"BE_03"	"Block3"	"Stim35"	"E"	1	"ML"	920	2.963787827	"Eng"	"ML"	"nonsw"
"212"	"A212"	"BE_06"	"Block3"	"Stim34"	"E"	1	"ML"	1356	3.13225969	"Eng"	"ML"	"supsw"
"213"	"A213"	"BE_03"	"Block3"	"Stim37"	"E"	1	"ML"	348	2.541579244	"Eng"	"ML"	"nonsw"
"214"	"A214"	"BE_06"	"Block3"	"Stim35"	"E"	1	"ML"	2169	3.336259552	"Eng"	"ML"	"supsw"
"215"	"A215"	"BE_03"	"Block3"	"Stim38"	"E"	1	"ML"	1054	3.022840611	"Eng"	"ML"	"nonsw"
"216"	"A216"	"BE_06"	"Block3"	"Stim37"	"E"	1	"ML"	623	2.794488047	"Eng"	"ML"	"supsw"
"217"	"A217"	"BE_03"	"Block3"	"Stim39"	"E"	1	"ML"	1151	3.061075324	"Eng"	"ML"	"nonsw"
"218"	"A218"	"BE_06"	"Block3"	"Stim39"	"E"	1	"ML"	661	2.820201459	"Eng"	"ML"	"supsw"
"219"	"A219"	"BE_03"	"Block3"	"Stim40"	"E"	1	"ML"	307	2.487138375	"Eng"	"ML"	"nonsw"
"220"	"A220"	"BE_06"	"Block3"	"Stim40"	"E"	1	"ML"	3470	3.540329475	"Eng"	"ML"	"supsw"
"221"	"A221"	"BE_03"	"Block3"	"Stim10"	"S"	1	"ML"	585	2.767155866	"Sp"	"ML"	"nonsw"
"222"	"A222"	"BE_06"	"Block3"	"Stim10"	"S"	0	"CS"	802	2.904174368	"Sp"	"ML"	"supsw"
"223"	"A223"	"BE_03"	"Block3"	"Stim11"	"S"	1	"ML"	2200	3.342422681	"Sp"	"ML"	"nonsw"
"224"	"A224"	"BE_06"	"Block3"	"Stim11"	"S"	0	"CS"	838	2.923244019	"Sp"	"ML"	"supsw"
"225"	"A225"	"BE_03"	"Block3"	"Stim12"	"S"	1	"ML"	325	2.511883361	"Sp"	"ML"	"nonsw"
"226"	"A226"	"BE_06"	"Block3"	"Stim19"	"S"	0	"CS"	2551	3.406710459	"Sp"	"ML"	"supsw"
"227"	"A227"	"BE_03"	"Block3"	"Stim19"	"S"	1	"ML"	304	2.482873584	"Sp"	"ML"	"nonsw"
"228"	"A228"	"BE_06"	"Block3"	"Stim25"	"S"	0	"CS"	304	2.482873584	"Sp"	"ML"	"supsw"
"229"	"A229"	"BE_03"	"Block3"	"Stim20"	"S"	1	"ML"	442	2.645422269	"Sp"	"ML"	"nonsw"
"230"	"A230"	"BE_06"	"Block3"	"Stim31"	"S"	0	"CS"	1404	3.147367108	"Sp"	"ML"	"supsw"
"231"	"A231"	"BE_03"	"Block3"	"Stim25"	"S"	1	"ML"	354	2.549003262	"Sp"	"ML"	"nonsw"
"232"	"A232"	"BE_06"	"Block3"	"Stim07"	"S"	0	"CS"	2085	3.319106059	"Sp"	"ML"	"supsw"
"233"	"A233"	"BE_03"	"Block3"	"Stim31"	"S"	1	"ML"	913	2.960470778	"Sp"	"ML"	"nonsw"
"234"	"A234"	"BE_06"	"Block3"	"Stim08"	"S"	0	"CS"	364	2.561101384	"Sp"	"ML"	"supsw"
"235"	"A235"	"BE_03"	"Block3"	"Stim07"	"S"	1	"ML"	859	2.933993164	"Sp"	"ML"	"nonsw"
"236"	"A236"	"BE_06"	"Block3"	"Stim09"	"S"	0	"CS"	554	2.743509765	"Sp"	"ML"	"supsw"
"237"	"A237"	"BE_03"	"Block3"	"Stim08"	"S"	1	"ML"	316	2.499687083	"Sp"	"ML"	"nonsw"
"238"	"A238"	"BE_06"	"Block3"	"Stim12"	"S"	1	"ML"	1352	3.130976692	"Sp"	"ML"	"supsw"
"239"	"A239"	"BE_03"	"Block3"	"Stim09"	"S"	1	"ML"	291	2.463892989	"Sp"	"ML"	"nonsw"
"240"	"A240"	"BE_06"	"Block3"	"Stim20"	"S"	1	"ML"	211	2.324282455	"Sp"	"ML"	"supsw"
"241"	"A241"	"BE_03"	"Block4"	"Stim01"	"CSES"	0	"ML"	304	2.482873584	"Eng"	"CS"	"nonsw"
"242"	"A242"	"BE_06"	"Block4"	"Stim01"	"CSES"	1	"CS"	926	2.966610987	"Eng"	"CS"	"supsw"
"243"	"A243"	"BE_03"	"Block4"	"Stim17"	"CSES"	0	"ML"	802	2.904174368	"Eng"	"CS"	"nonsw"
"244"	"A244"	"BE_06"	"Block4"	"Stim21"	"CSES"	1	"CS"	648	2.811575006	"Eng"	"CS"	"supsw"
"245"	"A245"	"BE_03"	"Block4"	"Stim02"	"CSES"	0	"ML"	811	2.909020854	"Eng"	"CS"	"nonsw"
"246"	"A246"	"BE_06"	"Block4"	"Stim27"	"CSES"	1	"CS"	379	2.57863921	"Eng"	"CS"	"supsw"
"247"	"A247"	"BE_03"	"Block4"	"Stim21"	"CSES"	0	"ML"	1979	3.296445794	"Eng"	"CS"	"nonsw"
"248"	"A248"	"BE_06"	"Block4"	"Stim29"	"CSES"	1	"CS"	423	2.626340367	"Eng"	"CS"	"supsw"
"249"	"A249"	"BE_03"	"Block4"	"Stim26"	"CSES"	0	"ML"	200	2.301029996	"Eng"	"CS"	"nonsw"
"250"	"A250"	"BE_06"	"Block4"	"Stim17"	"CSES"	0	"ML"	1700	3.230448921	"Eng"	"CS"	"supsw"
"251"	"A251"	"BE_03"	"Block4"	"Stim27"	"CSES"	1	"CS"	368	2.565847819	"Eng"	"CS"	"nonsw"
"252"	"A252"	"BE_06"	"Block4"	"Stim02"	"CSES"	0	"ML"	352	2.546542663	"Eng"	"CS"	"supsw"
"253"	"A253"	"BE_03"	"Block4"	"Stim28"	"CSES"	0	"ML"	1244	3.09482038	"Eng"	"CS"	"nonsw"
"254"	"A254"	"BE_06"	"Block4"	"Stim26"	"CSES"	0	"ML"	499	2.698100546	"Eng"	"CS"	"supsw"
"255"	"A255"	"BE_03"	"Block4"	"Stim29"	"CSES"	1	"CS"	523	2.718501689	"Eng"	"CS"	"nonsw"
"256"	"A256"	"BE_06"	"Block4"	"Stim28"	"CSES"	0	"ML"	2865	3.457124626	"Eng"	"CS"	"supsw"
"257"	"A257"	"BE_03"	"Block4"	"Stim03"	"CSES"	0	"ML"	301	2.478566496	"Eng"	"CS"	"nonsw"
"258"	"A258"	"BE_06"	"Block4"	"Stim03"	"CSES"	0	"ML"	1050	3.021189299	"Eng"	"CS"	"supsw"
"259"	"A259"	"BE_03"	"Block4"	"Stim32"	"CSES"	1	"CS"	1350	3.130333768	"Eng"	"CS"	"nonsw"
"260"	"A260"	"BE_06"	"Block4"	"Stim32"	"CSES"	0	"ML"	652	2.814247596	"Eng"	"CS"	"supsw"
"261"	"A261"	"BE_03"	"Block4"	"Stim13"	"CSSE"	0	"ML"	340	2.531478917	"Sp"	"CS"	"nonsw"
"262"	"A262"	"BE_06"	"Block4"	"Stim18"	"CSSE"	1	"CS"	588	2.769377326	"Sp"	"CS"	"supsw"
"263"	"A263"	"BE_03"	"Block4"	"Stim18"	"CSSE"	0	"ML"	413	2.615950052	"Sp"	"CS"	"nonsw"
"264"	"A264"	"BE_06"	"Block4"	"Stim23"	"CSSE"	1	"CS"	1348	3.129689892	"Sp"	"CS"	"supsw"
"265"	"A265"	"BE_03"	"Block4"	"Stim22"	"CSSE"	0	"ML"	306	2.485721426	"Sp"	"CS"	"nonsw"
"266"	"A266"	"BE_06"	"Block4"	"Stim24"	"CSSE"	1	"CS"	1085	3.035429738	"Sp"	"CS"	"supsw"
"267"	"A267"	"BE_03"	"Block4"	"Stim23"	"CSSE"	0	"ML"	212	2.326335861	"Sp"	"CS"	"nonsw"
"268"	"A268"	"BE_06"	"Block4"	"Stim30"	"CSSE"	1	"CS"	558	2.746634199	"Sp"	"CS"	"supsw"
"269"	"A269"	"BE_03"	"Block4"	"Stim24"	"CSSE"	0	"ML"	552	2.741939078	"Sp"	"CS"	"nonsw"
"270"	"A270"	"BE_06"	"Block4"	"Stim04"	"CSSE"	1	"CS"	2352	3.371437317	"Sp"	"CS"	"supsw"
"271"	"A271"	"BE_03"	"Block4"	"Stim30"	"CSSE"	0	"ML"	486	2.686636269	"Sp"	"CS"	"nonsw"
"272"	"A272"	"BE_06"	"Block4"	"Stim06"	"CSSE"	1	"CS"	302	2.480006943	"Sp"	"CS"	"supsw"
"273"	"A273"	"BE_03"	"Block4"	"Stim36"	"CSSE"	0	"ML"	900	2.954242509	"Sp"	"CS"	"nonsw"
"274"	"A274"	"BE_06"	"Block4"	"Stim13"	"CSSE"	0	"ML"	638	2.804820679	"Sp"	"CS"	"supsw"
"275"	"A275"	"BE_03"	"Block4"	"Stim04"	"CSSE"	0	"ML"	247	2.392696953	"Sp"	"CS"	"nonsw"
"276"	"A276"	"BE_06"	"Block4"	"Stim22"	"CSSE"	0	"ML"	676	2.829946696	"Sp"	"CS"	"supsw"
"277"	"A277"	"BE_03"	"Block4"	"Stim05"	"CSSE"	0	"ML"	271	2.432969291	"Sp"	"CS"	"nonsw"
"278"	"A278"	"BE_06"	"Block4"	"Stim36"	"CSSE"	0	"ML"	284	2.45331834	"Sp"	"CS"	"supsw"
"279"	"A279"	"BE_03"	"Block4"	"Stim06"	"CSSE"	0	"ML"	241	2.382017043	"Sp"	"CS"	"nonsw"
"281"	"A281"	"BE_03"	"Block4"	"Stim14"	"E"	1	"ML"	280	2.447158031	"Eng"	"ML"	"nonsw"
"282"	"A282"	"BE_06"	"Block4"	"Stim14"	"E"	0	"CS"	1850	3.267171728	"Eng"	"ML"	"supsw"
"283"	"A283"	"BE_03"	"Block4"	"Stim15"	"E"	1	"ML"	810	2.908485019	"Eng"	"ML"	"nonsw"
"284"	"A284"	"BE_06"	"Block4"	"Stim33"	"E"	0	"CS"	577	2.761175813	"Eng"	"ML"	"supsw"
"285"	"A285"	"BE_03"	"Block4"	"Stim16"	"E"	0	"CS"	450	2.653212514	"Eng"	"ML"	"nonsw"
"286"	"A286"	"BE_06"	"Block4"	"Stim34"	"E"	0	"CS"	1798	3.254789687	"Eng"	"ML"	"supsw"
"287"	"A287"	"BE_03"	"Block4"	"Stim33"	"E"	0	"CS"	61	1.785329835	"Eng"	"ML"	"nonsw"
"288"	"A288"	"BE_06"	"Block4"	"Stim35"	"E"	0	"CS"	308	2.488550717	"Eng"	"ML"	"supsw"
"289"	"A289"	"BE_03"	"Block4"	"Stim34"	"E"	1	"ML"	223	2.348304863	"Eng"	"ML"	"nonsw"
"290"	"A290"	"BE_06"	"Block4"	"Stim15"	"E"	1	"ML"	581	2.764176132	"Eng"	"ML"	"supsw"
"291"	"A291"	"BE_03"	"Block4"	"Stim35"	"E"	1	"ML"	811	2.909020854	"Eng"	"ML"	"nonsw"
"292"	"A292"	"BE_06"	"Block4"	"Stim16"	"E"	1	"ML"	963	2.983626287	"Eng"	"ML"	"supsw"
"293"	"A293"	"BE_03"	"Block4"	"Stim37"	"E"	1	"ML"	251	2.399673721	"Eng"	"ML"	"nonsw"
"294"	"A294"	"BE_06"	"Block4"	"Stim37"	"E"	1	"ML"	552	2.741939078	"Eng"	"ML"	"supsw"
"295"	"A295"	"BE_03"	"Block4"	"Stim38"	"E"	1	"ML"	706	2.848804701	"Eng"	"ML"	"nonsw"
"296"	"A296"	"BE_06"	"Block4"	"Stim38"	"E"	1	"ML"	589	2.770115295	"Eng"	"ML"	"supsw"
"297"	"A297"	"BE_03"	"Block4"	"Stim39"	"E"	1	"ML"	1257	3.099335278	"Eng"	"ML"	"nonsw"
"298"	"A298"	"BE_06"	"Block4"	"Stim39"	"E"	1	"ML"	621	2.7930916	"Eng"	"ML"	"supsw"
"299"	"A299"	"BE_03"	"Block4"	"Stim40"	"E"	1	"ML"	795	2.900367129	"Eng"	"ML"	"nonsw"
"300"	"A300"	"BE_06"	"Block4"	"Stim40"	"E"	1	"ML"	326	2.5132176	"Eng"	"ML"	"supsw"
"301"	"A301"	"BE_03"	"Block4"	"Stim10"	"S"	1	"ML"	371	2.56937391	"Sp"	"ML"	"nonsw"
"302"	"A302"	"BE_06"	"Block4"	"Stim11"	"S"	0	"CS"	3461	3.539201599	"Sp"	"ML"	"supsw"
"304"	"A304"	"BE_06"	"Block4"	"Stim12"	"S"	0	"CS"	876	2.942504106	"Sp"	"ML"	"supsw"
"305"	"A305"	"BE_03"	"Block4"	"Stim12"	"S"	1	"ML"	269	2.42975228	"Sp"	"ML"	"nonsw"
"306"	"A306"	"BE_06"	"Block4"	"Stim19"	"S"	0	"CS"	788	2.896526217	"Sp"	"ML"	"supsw"
"307"	"A307"	"BE_03"	"Block4"	"Stim19"	"S"	1	"ML"	309	2.489958479	"Sp"	"ML"	"nonsw"
"308"	"A308"	"BE_06"	"Block4"	"Stim20"	"S"	0	"CS"	859	2.933993164	"Sp"	"ML"	"supsw"
"310"	"A310"	"BE_06"	"Block4"	"Stim09"	"S"	0	"CS"	646	2.810232518	"Sp"	"ML"	"supsw"
"311"	"A311"	"BE_03"	"Block4"	"Stim25"	"S"	1	"ML"	357	2.552668216	"Sp"	"ML"	"nonsw"
"312"	"A312"	"BE_06"	"Block4"	"Stim10"	"S"	1	"ML"	2179	3.33825723	"Sp"	"ML"	"supsw"
"313"	"A313"	"BE_03"	"Block4"	"Stim31"	"S"	1	"ML"	717	2.855519156	"Sp"	"ML"	"nonsw"
"314"	"A314"	"BE_06"	"Block4"	"Stim25"	"S"	1	"ML"	1369	3.136403448	"Sp"	"ML"	"supsw"
"315"	"A315"	"BE_03"	"Block4"	"Stim07"	"S"	1	"ML"	292	2.465382851	"Sp"	"ML"	"nonsw"
"316"	"A316"	"BE_06"	"Block4"	"Stim31"	"S"	1	"ML"	843	2.925827575	"Sp"	"ML"	"supsw"
"317"	"A317"	"BE_03"	"Block4"	"Stim08"	"S"	1	"ML"	887	2.94792362	"Sp"	"ML"	"nonsw"
"318"	"A318"	"BE_06"	"Block4"	"Stim07"	"S"	1	"ML"	1474	3.168497484	"Sp"	"ML"	"supsw"
"319"	"A319"	"BE_03"	"Block4"	"Stim09"	"S"	1	"ML"	566	2.752816431	"Sp"	"ML"	"nonsw"
"320"	"A320"	"BE_06"	"Block4"	"Stim08"	"S"	1	"ML"	297	2.472756449	"Sp"	"ML"	"supsw"
"321"	"A321"	"BE_04"	"Block1"	"Stim01"	"CSES"	0	"ML"	718	2.856124444	"Eng"	"CS"	"nonsw"
"322"	"A322"	"BE_07"	"Block1"	"Stim17"	"CSES"	1	"CS"	1990	3.298853076	"Eng"	"CS"	"supsw"
"323"	"A323"	"BE_04"	"Block1"	"Stim17"	"CSES"	0	"ML"	483	2.683947131	"Eng"	"CS"	"nonsw"
"324"	"A324"	"BE_07"	"Block1"	"Stim26"	"CSES"	1	"CS"	3410	3.532754379	"Eng"	"CS"	"supsw"
"325"	"A325"	"BE_04"	"Block1"	"Stim02"	"CSES"	0	"ML"	595	2.774516966	"Eng"	"CS"	"nonsw"
"326"	"A326"	"BE_07"	"Block1"	"Stim27"	"CSES"	1	"CS"	1431	3.155639634	"Eng"	"CS"	"supsw"
"327"	"A327"	"BE_04"	"Block1"	"Stim21"	"CSES"	0	"ML"	656	2.816903839	"Eng"	"CS"	"nonsw"
"328"	"A328"	"BE_07"	"Block1"	"Stim29"	"CSES"	1	"CS"	665	2.822821645	"Eng"	"CS"	"supsw"
"329"	"A329"	"BE_04"	"Block1"	"Stim26"	"CSES"	0	"ML"	1678	3.224791956	"Eng"	"CS"	"nonsw"
"330"	"A330"	"BE_07"	"Block1"	"Stim32"	"CSES"	1	"CS"	3070	3.487138375	"Eng"	"CS"	"supsw"
"331"	"A331"	"BE_04"	"Block1"	"Stim27"	"CSES"	0	"ML"	2675	3.427323786	"Eng"	"CS"	"nonsw"
"332"	"A332"	"BE_07"	"Block1"	"Stim01"	"CSES"	0	"ML"	1814	3.258637283	"Eng"	"CS"	"supsw"
"333"	"A333"	"BE_04"	"Block1"	"Stim28"	"CSES"	0	"ML"	820	2.913813852	"Eng"	"CS"	"nonsw"
"334"	"A334"	"BE_07"	"Block1"	"Stim02"	"CSES"	0	"ML"	1667	3.2219356	"Eng"	"CS"	"supsw"
"335"	"A335"	"BE_04"	"Block1"	"Stim29"	"CSES"	0	"ML"	1090	3.037426498	"Eng"	"CS"	"nonsw"
"336"	"A336"	"BE_07"	"Block1"	"Stim21"	"CSES"	0	"ML"	1456	3.163161375	"Eng"	"CS"	"supsw"
"337"	"A337"	"BE_04"	"Block1"	"Stim03"	"CSES"	0	"ML"	620	2.792391689	"Eng"	"CS"	"nonsw"
"338"	"A338"	"BE_07"	"Block1"	"Stim28"	"CSES"	0	"ML"	2667	3.426023016	"Eng"	"CS"	"supsw"
"339"	"A339"	"BE_04"	"Block1"	"Stim32"	"CSES"	0	"ML"	553	2.742725131	"Eng"	"CS"	"nonsw"
"340"	"A340"	"BE_07"	"Block1"	"Stim03"	"CSES"	0	"ML"	735	2.866287339	"Eng"	"CS"	"supsw"
"341"	"A341"	"BE_04"	"Block1"	"Stim13"	"CSSE"	1	"CS"	899	2.953759692	"Sp"	"CS"	"nonsw"
"342"	"A342"	"BE_07"	"Block1"	"Stim30"	"CSSE"	1	"CS"	3682	3.566083784	"Sp"	"CS"	"supsw"
"343"	"A343"	"BE_04"	"Block1"	"Stim18"	"CSSE"	0	"ML"	496	2.695481676	"Sp"	"CS"	"nonsw"
"344"	"A344"	"BE_07"	"Block1"	"Stim36"	"CSSE"	1	"CS"	1703	3.231214648	"Sp"	"CS"	"supsw"
"345"	"A345"	"BE_04"	"Block1"	"Stim22"	"CSSE"	0	"ML"	1202	3.079904468	"Sp"	"CS"	"nonsw"
"346"	"A346"	"BE_07"	"Block1"	"Stim04"	"CSSE"	1	"CS"	1457	3.163459552	"Sp"	"CS"	"supsw"
"347"	"A347"	"BE_04"	"Block1"	"Stim23"	"CSSE"	0	"ML"	517	2.713490543	"Sp"	"CS"	"nonsw"
"348"	"A348"	"BE_07"	"Block1"	"Stim06"	"CSSE"	1	"CS"	2732	3.436480695	"Sp"	"CS"	"supsw"
"349"	"A349"	"BE_04"	"Block1"	"Stim24"	"CSSE"	0	"ML"	688	2.837588438	"Sp"	"CS"	"nonsw"
"350"	"A350"	"BE_07"	"Block1"	"Stim13"	"CSSE"	0	"ML"	2326	3.36660971	"Sp"	"CS"	"supsw"
"351"	"A351"	"BE_04"	"Block1"	"Stim30"	"CSSE"	0	"ML"	2172	3.336859821	"Sp"	"CS"	"nonsw"
"352"	"A352"	"BE_07"	"Block1"	"Stim18"	"CSSE"	0	"ML"	890	2.949390007	"Sp"	"CS"	"supsw"
"353"	"A353"	"BE_04"	"Block1"	"Stim36"	"CSSE"	0	"ML"	1303	3.114944416	"Sp"	"CS"	"nonsw"
"354"	"A354"	"BE_07"	"Block1"	"Stim22"	"CSSE"	0	"ML"	2099	3.322012439	"Sp"	"CS"	"supsw"
"355"	"A355"	"BE_04"	"Block1"	"Stim04"	"CSSE"	0	"ML"	639	2.805500858	"Sp"	"CS"	"nonsw"
"356"	"A356"	"BE_07"	"Block1"	"Stim23"	"CSSE"	0	"ML"	3542	3.549248557	"Sp"	"CS"	"supsw"
"357"	"A357"	"BE_04"	"Block1"	"Stim05"	"CSSE"	0	"ML"	1062	3.026124517	"Sp"	"CS"	"nonsw"
"358"	"A358"	"BE_07"	"Block1"	"Stim24"	"CSSE"	0	"ML"	1351	3.130655349	"Sp"	"CS"	"supsw"
"359"	"A359"	"BE_04"	"Block1"	"Stim06"	"CSSE"	0	"ML"	297	2.472756449	"Sp"	"CS"	"nonsw"
"360"	"A360"	"BE_07"	"Block1"	"Stim05"	"CSSE"	0	"ML"	1229	3.089551883	"Sp"	"CS"	"supsw"
"361"	"A361"	"BE_04"	"Block1"	"Stim14"	"E"	1	"ML"	600	2.77815125	"Eng"	"ML"	"nonsw"
"362"	"A362"	"BE_07"	"Block1"	"Stim16"	"E"	0	"CS"	1416	3.151063253	"Eng"	"ML"	"supsw"
"363"	"A363"	"BE_04"	"Block1"	"Stim15"	"E"	0	"CS"	800	2.903089987	"Eng"	"ML"	"nonsw"
"364"	"A364"	"BE_07"	"Block1"	"Stim33"	"E"	0	"CS"	1939	3.287577809	"Eng"	"ML"	"supsw"
"365"	"A365"	"BE_04"	"Block1"	"Stim16"	"E"	1	"ML"	2313	3.364175633	"Eng"	"ML"	"nonsw"
"366"	"A366"	"BE_07"	"Block1"	"Stim34"	"E"	0	"CS"	2593	3.413802517	"Eng"	"ML"	"supsw"
"367"	"A367"	"BE_04"	"Block1"	"Stim33"	"E"	1	"ML"	517	2.713490543	"Eng"	"ML"	"nonsw"
"368"	"A368"	"BE_07"	"Block1"	"Stim14"	"E"	1	"ML"	1037	3.015778756	"Eng"	"ML"	"supsw"
"369"	"A369"	"BE_04"	"Block1"	"Stim34"	"E"	1	"ML"	516	2.712649702	"Eng"	"ML"	"nonsw"
"370"	"A370"	"BE_07"	"Block1"	"Stim15"	"E"	1	"ML"	1090	3.037426498	"Eng"	"ML"	"supsw"
"371"	"A371"	"BE_04"	"Block1"	"Stim35"	"E"	1	"ML"	830	2.919078092	"Eng"	"ML"	"nonsw"
"372"	"A372"	"BE_07"	"Block1"	"Stim35"	"E"	1	"ML"	3423	3.534406899	"Eng"	"ML"	"supsw"
"373"	"A373"	"BE_04"	"Block1"	"Stim37"	"E"	1	"ML"	489	2.689308859	"Eng"	"ML"	"nonsw"
"374"	"A374"	"BE_07"	"Block1"	"Stim37"	"E"	1	"ML"	1362	3.134177108	"Eng"	"ML"	"supsw"
"375"	"A375"	"BE_04"	"Block1"	"Stim38"	"E"	1	"ML"	1163	3.065579715	"Eng"	"ML"	"nonsw"
"376"	"A376"	"BE_07"	"Block1"	"Stim38"	"E"	1	"ML"	1209	3.082426301	"Eng"	"ML"	"supsw"
"377"	"A377"	"BE_04"	"Block1"	"Stim39"	"E"	1	"ML"	895	2.951823035	"Eng"	"ML"	"nonsw"
"378"	"A378"	"BE_07"	"Block1"	"Stim39"	"E"	1	"ML"	1716	3.234517284	"Eng"	"ML"	"supsw"
"379"	"A379"	"BE_04"	"Block1"	"Stim40"	"E"	1	"ML"	751	2.875639937	"Eng"	"ML"	"nonsw"
"380"	"A380"	"BE_07"	"Block1"	"Stim40"	"E"	1	"ML"	1243	3.094471129	"Eng"	"ML"	"supsw"
"381"	"A381"	"BE_04"	"Block1"	"Stim10"	"S"	1	"ML"	2395	3.379305518	"Sp"	"ML"	"nonsw"
"382"	"A382"	"BE_07"	"Block1"	"Stim10"	"S"	0	"CS"	2187	3.339848783	"Sp"	"ML"	"supsw"
"383"	"A383"	"BE_04"	"Block1"	"Stim11"	"S"	1	"ML"	4129	3.615844883	"Sp"	"ML"	"nonsw"
"384"	"A384"	"BE_07"	"Block1"	"Stim11"	"S"	0	"CS"	1191	3.075911761	"Sp"	"ML"	"supsw"
"385"	"A385"	"BE_04"	"Block1"	"Stim12"	"S"	1	"ML"	775	2.889301703	"Sp"	"ML"	"nonsw"
"386"	"A386"	"BE_07"	"Block1"	"Stim20"	"S"	0	"CS"	2855	3.455606113	"Sp"	"ML"	"supsw"
"387"	"A387"	"BE_04"	"Block1"	"Stim19"	"S"	1	"ML"	830	2.919078092	"Sp"	"ML"	"nonsw"
"388"	"A388"	"BE_07"	"Block1"	"Stim31"	"S"	0	"CS"	2159	3.334252642	"Sp"	"ML"	"supsw"
"389"	"A389"	"BE_04"	"Block1"	"Stim20"	"S"	1	"ML"	701	2.845718018	"Sp"	"ML"	"nonsw"
"390"	"A390"	"BE_07"	"Block1"	"Stim08"	"S"	0	"CS"	491	2.691081492	"Sp"	"ML"	"supsw"
"391"	"A391"	"BE_04"	"Block1"	"Stim25"	"S"	1	"ML"	424	2.627365857	"Sp"	"ML"	"nonsw"
"392"	"A392"	"BE_07"	"Block1"	"Stim12"	"S"	1	"ML"	2216	3.345569756	"Sp"	"ML"	"supsw"
"393"	"A393"	"BE_04"	"Block1"	"Stim31"	"S"	1	"ML"	1809	3.257438567	"Sp"	"ML"	"nonsw"
"394"	"A394"	"BE_07"	"Block1"	"Stim19"	"S"	1	"ML"	585	2.767155866	"Sp"	"ML"	"supsw"
"395"	"A395"	"BE_04"	"Block1"	"Stim07"	"S"	1	"ML"	1087	3.036229544	"Sp"	"ML"	"nonsw"
"396"	"A396"	"BE_07"	"Block1"	"Stim25"	"S"	1	"ML"	1226	3.08849047	"Sp"	"ML"	"supsw"
"397"	"A397"	"BE_04"	"Block1"	"Stim08"	"S"	1	"ML"	784	2.894316063	"Sp"	"ML"	"nonsw"
"398"	"A398"	"BE_07"	"Block1"	"Stim07"	"S"	1	"ML"	764	2.883093359	"Sp"	"ML"	"supsw"
"399"	"A399"	"BE_04"	"Block1"	"Stim09"	"S"	1	"ML"	453	2.656098202	"Sp"	"ML"	"nonsw"
"400"	"A400"	"BE_07"	"Block1"	"Stim09"	"S"	1	"ML"	4620	3.664641976	"Sp"	"ML"	"supsw"
"401"	"A401"	"BE_04"	"Block2"	"Stim01"	"CSES"	0	"ML"	368	2.565847819	"Eng"	"CS"	"nonsw"
"402"	"A402"	"BE_07"	"Block2"	"Stim17"	"CSES"	1	"CS"	1740	3.240549248	"Eng"	"CS"	"supsw"
"403"	"A403"	"BE_04"	"Block2"	"Stim17"	"CSES"	0	"ML"	1243	3.094471129	"Eng"	"CS"	"nonsw"
"404"	"A404"	"BE_07"	"Block2"	"Stim02"	"CSES"	1	"CS"	895	2.951823035	"Eng"	"CS"	"supsw"
"405"	"A405"	"BE_04"	"Block2"	"Stim02"	"CSES"	0	"ML"	296	2.471291711	"Eng"	"CS"	"nonsw"
"406"	"A406"	"BE_07"	"Block2"	"Stim21"	"CSES"	1	"CS"	2396	3.379486814	"Eng"	"CS"	"supsw"
"407"	"A407"	"BE_04"	"Block2"	"Stim21"	"CSES"	0	"ML"	387	2.587710965	"Eng"	"CS"	"nonsw"
"408"	"A408"	"BE_07"	"Block2"	"Stim26"	"CSES"	1	"CS"	1158	3.063708559	"Eng"	"CS"	"supsw"
"409"	"A409"	"BE_04"	"Block2"	"Stim26"	"CSES"	0	"ML"	1042	3.017867719	"Eng"	"CS"	"nonsw"
"410"	"A410"	"BE_07"	"Block2"	"Stim27"	"CSES"	1	"CS"	579	2.762678564	"Eng"	"CS"	"supsw"
"411"	"A411"	"BE_04"	"Block2"	"Stim27"	"CSES"	0	"ML"	616	2.789580712	"Eng"	"CS"	"nonsw"
