"Item"	"Subject"	"Block"	"Stimuli"	"Context"	"Correct"	"Response"	"RT"	"RT_log"	"Lg_Heard"	"Main_Context"	"Group"
"6478"	"A6478"	"BE_87 "	"Block1"	"Stim37"	"E"	1	"ML"	921	2.96425963	"Eng"	"ML"	"supsw"
"6479"	"A6479"	"BE_27"	"Block1"	"Stim37"	"E"	1	"ML"	1863	3.270212855	"Eng"	"ML"	"nonsw"
"6480"	"A6480"	"BE_59"	"Block1"	"Stim33"	"E"	0	"CS"	2335	3.368286885	"Eng"	"ML"	"sw"
"6481"	"A6481"	"BE_87 "	"Block1"	"Stim38"	"E"	1	"ML"	7185	3.856426772	"Eng"	"ML"	"supsw"
"6482"	"A6482"	"BE_27"	"Block1"	"Stim38"	"E"	1	"ML"	478	2.679427897	"Eng"	"ML"	"nonsw"
"6483"	"A6483"	"BE_59"	"Block1"	"Stim35"	"E"	0	"CS"	3067	3.486713776	"Eng"	"ML"	"sw"
"6484"	"A6484"	"BE_87 "	"Block1"	"Stim39"	"E"	1	"ML"	1559	3.192846115	"Eng"	"ML"	"supsw"
"6485"	"A6485"	"BE_27"	"Block1"	"Stim39"	"E"	1	"ML"	1742	3.241048151	"Eng"	"ML"	"nonsw"
"6486"	"A6486"	"BE_59"	"Block1"	"Stim38"	"E"	0	"CS"	721	2.857935265	"Eng"	"ML"	"sw"
"6487"	"A6487"	"BE_87 "	"Block1"	"Stim14"	"E"	0	"CS"	4707	3.672744198	"Eng"	"ML"	"supsw"
"6488"	"A6488"	"BE_27"	"Block1"	"Stim40"	"E"	1	"ML"	2647	3.422753941	"Eng"	"ML"	"nonsw"
"6489"	"A6489"	"BE_59"	"Block1"	"Stim40"	"E"	0	"CS"	2793	3.446070936	"Eng"	"ML"	"sw"
"6490"	"A6490"	"BE_87 "	"Block1"	"Stim40"	"E"	0	"CS"	7379	3.86799751	"Eng"	"ML"	"supsw"
"6491"	"A6491"	"BE_27"	"Block1"	"Stim10"	"S"	1	"ML"	923	2.965201701	"Sp"	"ML"	"nonsw"
"6492"	"A6492"	"BE_59"	"Block1"	"Stim11"	"S"	1	"ML"	1674	3.223755454	"Sp"	"ML"	"sw"
"6493"	"A6493"	"BE_87 "	"Block1"	"Stim19"	"S"	0	"CS"	6738	3.828531007	"Sp"	"ML"	"supsw"
"6494"	"A6494"	"BE_27"	"Block1"	"Stim11"	"S"	1	"ML"	742	2.870403905	"Sp"	"ML"	"nonsw"
"6495"	"A6495"	"BE_59"	"Block1"	"Stim25"	"S"	1	"ML"	2601	3.415140352	"Sp"	"ML"	"sw"
"6496"	"A6496"	"BE_87 "	"Block1"	"Stim20"	"S"	0	"CS"	1359	3.133219457	"Sp"	"ML"	"supsw"
"6497"	"A6497"	"BE_27"	"Block1"	"Stim12"	"S"	1	"ML"	775	2.889301703	"Sp"	"ML"	"nonsw"
"6498"	"A6498"	"BE_59"	"Block1"	"Stim10"	"S"	0	"CS"	2087	3.319522449	"Sp"	"ML"	"sw"
"6499"	"A6499"	"BE_87 "	"Block1"	"Stim31"	"S"	0	"CS"	3845	3.584896344	"Sp"	"ML"	"supsw"
"6500"	"A6500"	"BE_27"	"Block1"	"Stim19"	"S"	1	"ML"	525	2.720159303	"Sp"	"ML"	"nonsw"
"6501"	"A6501"	"BE_59"	"Block1"	"Stim12"	"S"	0	"CS"	2019	3.305136319	"Sp"	"ML"	"sw"
"6502"	"A6502"	"BE_87 "	"Block1"	"Stim08"	"S"	0	"CS"	1609	3.206556044	"Sp"	"ML"	"supsw"
"6503"	"A6503"	"BE_27"	"Block1"	"Stim20"	"S"	1	"ML"	3003	3.477555332	"Sp"	"ML"	"nonsw"
"6504"	"A6504"	"BE_59"	"Block1"	"Stim19"	"S"	0	"CS"	2001	3.301247089	"Sp"	"ML"	"sw"
"6505"	"A6505"	"BE_87 "	"Block1"	"Stim09"	"S"	0	"CS"	3214	3.507045872	"Sp"	"ML"	"supsw"
"6506"	"A6506"	"BE_27"	"Block1"	"Stim25"	"S"	1	"ML"	595	2.774516966	"Sp"	"ML"	"nonsw"
"6507"	"A6507"	"BE_59"	"Block1"	"Stim20"	"S"	0	"CS"	1720	3.235528447	"Sp"	"ML"	"sw"
"6508"	"A6508"	"BE_87 "	"Block1"	"Stim10"	"S"	1	"ML"	4609	3.663606708	"Sp"	"ML"	"supsw"
"6509"	"A6509"	"BE_27"	"Block1"	"Stim31"	"S"	1	"ML"	599	2.777426822	"Sp"	"ML"	"nonsw"
"6510"	"A6510"	"BE_59"	"Block1"	"Stim31"	"S"	0	"CS"	2391	3.378579576	"Sp"	"ML"	"sw"
"6511"	"A6511"	"BE_87 "	"Block1"	"Stim11"	"S"	1	"ML"	3031	3.481585936	"Sp"	"ML"	"supsw"
"6512"	"A6512"	"BE_27"	"Block1"	"Stim07"	"S"	1	"ML"	572	2.757396029	"Sp"	"ML"	"nonsw"
"6513"	"A6513"	"BE_59"	"Block1"	"Stim07"	"S"	0	"CS"	1351	3.130655349	"Sp"	"ML"	"sw"
"6514"	"A6514"	"BE_87 "	"Block1"	"Stim12"	"S"	1	"ML"	4091	3.611829479	"Sp"	"ML"	"supsw"
"6515"	"A6515"	"BE_27"	"Block1"	"Stim08"	"S"	1	"ML"	1435	3.156851901	"Sp"	"ML"	"nonsw"
"6516"	"A6516"	"BE_59"	"Block1"	"Stim08"	"S"	0	"CS"	4801	3.681331706	"Sp"	"ML"	"sw"
"6517"	"A6517"	"BE_87 "	"Block1"	"Stim25"	"S"	1	"ML"	4805	3.681693392	"Sp"	"ML"	"supsw"
"6518"	"A6518"	"BE_27"	"Block1"	"Stim09"	"S"	1	"ML"	1090	3.037426498	"Sp"	"ML"	"nonsw"
"6519"	"A6519"	"BE_59"	"Block1"	"Stim09"	"S"	0	"CS"	943	2.974511693	"Sp"	"ML"	"sw"
"6520"	"A6520"	"BE_87 "	"Block1"	"Stim07"	"S"	1	"ML"	2463	3.391464412	"Sp"	"ML"	"supsw"
"6521"	"A6521"	"BE_27"	"Block2"	"Stim01"	"CSES"	0	"ML"	1030	3.012837225	"Eng"	"CS"	"nonsw"
"6522"	"A6522"	"BE_59"	"Block2"	"Stim27"	"CSES"	1	"CS"	2827	3.451325808	"Eng"	"CS"	"sw"
"6523"	"A6523"	"BE_87 "	"Block2"	"Stim01"	"CSES"	0	"ML"	1200	3.079181246	"Eng"	"CS"	"supsw"
"6524"	"A6524"	"BE_27"	"Block2"	"Stim17"	"CSES"	0	"ML"	896	2.95230801	"Eng"	"CS"	"nonsw"
"6525"	"A6525"	"BE_59"	"Block2"	"Stim28"	"CSES"	1	"CS"	1305	3.115610512	"Eng"	"CS"	"sw"
"6526"	"A6526"	"BE_87 "	"Block2"	"Stim17"	"CSES"	0	"ML"	766	2.88422877	"Eng"	"CS"	"supsw"
"6527"	"A6527"	"BE_27"	"Block2"	"Stim02"	"CSES"	0	"ML"	758	2.879669206	"Eng"	"CS"	"nonsw"
"6528"	"A6528"	"BE_59"	"Block2"	"Stim01"	"CSES"	0	"ML"	818	2.912753304	"Eng"	"CS"	"sw"
"6529"	"A6529"	"BE_87 "	"Block2"	"Stim02"	"CSES"	0	"ML"	633	2.80140371	"Eng"	"CS"	"supsw"
"6530"	"A6530"	"BE_27"	"Block2"	"Stim21"	"CSES"	0	"ML"	449	2.652246341	"Eng"	"CS"	"nonsw"
"6531"	"A6531"	"BE_59"	"Block2"	"Stim17"	"CSES"	0	"ML"	4044	3.606811147	"Eng"	"CS"	"sw"
"6532"	"A6532"	"BE_87 "	"Block2"	"Stim26"	"CSES"	0	"ML"	380	2.579783597	"Eng"	"CS"	"supsw"
"6533"	"A6533"	"BE_27"	"Block2"	"Stim26"	"CSES"	0	"ML"	855	2.931966115	"Eng"	"CS"	"nonsw"
"6534"	"A6534"	"BE_59"	"Block2"	"Stim02"	"CSES"	0	"ML"	3348	3.524785449	"Eng"	"CS"	"sw"
"6535"	"A6535"	"BE_87 "	"Block2"	"Stim27"	"CSES"	0	"ML"	439	2.64246452	"Eng"	"CS"	"supsw"
"6536"	"A6536"	"BE_27"	"Block2"	"Stim27"	"CSES"	0	"ML"	681	2.833147112	"Eng"	"CS"	"nonsw"
"6537"	"A6537"	"BE_59"	"Block2"	"Stim21"	"CSES"	0	"ML"	1949	3.289811839	"Eng"	"CS"	"sw"
"6538"	"A6538"	"BE_87 "	"Block2"	"Stim28"	"CSES"	0	"ML"	1456	3.163161375	"Eng"	"CS"	"supsw"
"6539"	"A6539"	"BE_27"	"Block2"	"Stim28"	"CSES"	0	"ML"	821	2.914343157	"Eng"	"CS"	"nonsw"
"6540"	"A6540"	"BE_59"	"Block2"	"Stim26"	"CSES"	0	"ML"	1646	3.216429831	"Eng"	"CS"	"sw"
"6541"	"A6541"	"BE_87 "	"Block2"	"Stim29"	"CSES"	0	"ML"	299	2.475671188	"Eng"	"CS"	"supsw"
"6542"	"A6542"	"BE_27"	"Block2"	"Stim29"	"CSES"	0	"ML"	397	2.598790507	"Eng"	"CS"	"nonsw"
"6543"	"A6543"	"BE_59"	"Block2"	"Stim29"	"CSES"	0	"ML"	2777	3.44357588	"Eng"	"CS"	"sw"
"6544"	"A6544"	"BE_87 "	"Block2"	"Stim32"	"CSES"	0	"ML"	369	2.567026366	"Eng"	"CS"	"supsw"
"6545"	"A6545"	"BE_27"	"Block2"	"Stim03"	"CSES"	0	"ML"	443	2.646403726	"Eng"	"CS"	"nonsw"
"6546"	"A6546"	"BE_59"	"Block2"	"Stim03"	"CSES"	0	"ML"	400	2.602059991	"Eng"	"CS"	"sw"
"6547"	"A6547"	"BE_87 "	"Block2"	"Stim21"	"CSES"	1	"CS"	2986	3.475089803	"Eng"	"CS"	"supsw"
"6548"	"A6548"	"BE_27"	"Block2"	"Stim32"	"CSES"	0	"ML"	1066	3.027757205	"Eng"	"CS"	"nonsw"
"6549"	"A6549"	"BE_59"	"Block2"	"Stim32"	"CSES"	0	"ML"	1238	3.092720645	"Eng"	"CS"	"sw"
"6550"	"A6550"	"BE_87 "	"Block2"	"Stim03"	"CSES"	1	"CS"	1388	3.142389466	"Eng"	"CS"	"supsw"
"6551"	"A6551"	"BE_27"	"Block2"	"Stim13"	"CSSE"	0	"ML"	1663	3.220892249	"Sp"	"CS"	"nonsw"
"6552"	"A6552"	"BE_59"	"Block2"	"Stim23"	"CSSE"	1	"CS"	4674	3.669688708	"Sp"	"CS"	"sw"
"6553"	"A6553"	"BE_87 "	"Block2"	"Stim18"	"CSSE"	1	"CS"	5812	3.764325606	"Sp"	"CS"	"supsw"
"6554"	"A6554"	"BE_27"	"Block2"	"Stim18"	"CSSE"	0	"ML"	550	2.740362689	"Sp"	"CS"	"nonsw"
"6555"	"A6555"	"BE_59"	"Block2"	"Stim24"	"CSSE"	1	"CS"	3828	3.582971929	"Sp"	"CS"	"sw"
"6556"	"A6556"	"BE_87 "	"Block2"	"Stim06"	"CSSE"	1	"CS"	1738	3.240049772	"Sp"	"CS"	"supsw"
"6557"	"A6557"	"BE_27"	"Block2"	"Stim22"	"CSSE"	0	"ML"	467	2.669316881	"Sp"	"CS"	"nonsw"
"6558"	"A6558"	"BE_59"	"Block2"	"Stim13"	"CSSE"	0	"ML"	3008	3.478277832	"Sp"	"CS"	"sw"
"6559"	"A6559"	"BE_87 "	"Block2"	"Stim13"	"CSSE"	0	"ML"	919	2.963315511	"Sp"	"CS"	"supsw"
"6560"	"A6560"	"BE_27"	"Block2"	"Stim23"	"CSSE"	0	"ML"	362	2.558708571	"Sp"	"CS"	"nonsw"
"6561"	"A6561"	"BE_59"	"Block2"	"Stim18"	"CSSE"	0	"ML"	792	2.898725182	"Sp"	"CS"	"sw"
"6562"	"A6562"	"BE_87 "	"Block2"	"Stim22"	"CSSE"	0	"ML"	1251	3.09725731	"Sp"	"CS"	"supsw"
"6563"	"A6563"	"BE_27"	"Block2"	"Stim24"	"CSSE"	0	"ML"	3088	3.489677292	"Sp"	"CS"	"nonsw"
"6564"	"A6564"	"BE_59"	"Block2"	"Stim22"	"CSSE"	0	"ML"	1554	3.191451014	"Sp"	"CS"	"sw"
"6565"	"A6565"	"BE_87 "	"Block2"	"Stim23"	"CSSE"	0	"ML"	830	2.919078092	"Sp"	"CS"	"supsw"
"6566"	"A6566"	"BE_27"	"Block2"	"Stim30"	"CSSE"	1	"CS"	3891	3.590061231	"Sp"	"CS"	"nonsw"
"6567"	"A6567"	"BE_59"	"Block2"	"Stim30"	"CSSE"	0	"ML"	1638	3.214313897	"Sp"	"CS"	"sw"
"6568"	"A6568"	"BE_87 "	"Block2"	"Stim24"	"CSSE"	0	"ML"	495	2.694605199	"Sp"	"CS"	"supsw"
"6569"	"A6569"	"BE_27"	"Block2"	"Stim36"	"CSSE"	0	"ML"	898	2.953276337	"Sp"	"CS"	"nonsw"
"6570"	"A6570"	"BE_59"	"Block2"	"Stim36"	"CSSE"	0	"ML"	608	2.783903579	"Sp"	"CS"	"sw"
"6571"	"A6571"	"BE_87 "	"Block2"	"Stim30"	"CSSE"	0	"ML"	2352	3.371437317	"Sp"	"CS"	"supsw"
"6572"	"A6572"	"BE_27"	"Block2"	"Stim04"	"CSSE"	0	"ML"	356	2.551449998	"Sp"	"CS"	"nonsw"
"6573"	"A6573"	"BE_59"	"Block2"	"Stim04"	"CSSE"	0	"ML"	982	2.992111488	"Sp"	"CS"	"sw"
"6574"	"A6574"	"BE_87 "	"Block2"	"Stim36"	"CSSE"	0	"ML"	685	2.835690571	"Sp"	"CS"	"supsw"
"6575"	"A6575"	"BE_27"	"Block2"	"Stim05"	"CSSE"	0	"ML"	555	2.744292983	"Sp"	"CS"	"nonsw"
"6576"	"A6576"	"BE_59"	"Block2"	"Stim05"	"CSSE"	0	"ML"	1797	3.254548077	"Sp"	"CS"	"sw"
"6577"	"A6577"	"BE_87 "	"Block2"	"Stim04"	"CSSE"	0	"ML"	3102	3.491641793	"Sp"	"CS"	"supsw"
"6578"	"A6578"	"BE_27"	"Block2"	"Stim06"	"CSSE"	0	"ML"	852	2.930439595	"Sp"	"CS"	"nonsw"
"6579"	"A6579"	"BE_59"	"Block2"	"Stim06"	"CSSE"	0	"ML"	2177	3.337858429	"Sp"	"CS"	"sw"
"6580"	"A6580"	"BE_87 "	"Block2"	"Stim05"	"CSSE"	0	"ML"	544	2.7355989	"Sp"	"CS"	"supsw"
"6581"	"A6581"	"BE_27"	"Block2"	"Stim14"	"E"	1	"ML"	567	2.753583059	"Eng"	"ML"	"nonsw"
"6582"	"A6582"	"BE_59"	"Block2"	"Stim14"	"E"	1	"ML"	4551	3.658106836	"Eng"	"ML"	"sw"
"6584"	"A6584"	"BE_27"	"Block2"	"Stim15"	"E"	1	"ML"	461	2.663700925	"Eng"	"ML"	"nonsw"
"6585"	"A6585"	"BE_59"	"Block2"	"Stim15"	"E"	1	"ML"	2683	3.428620673	"Eng"	"ML"	"sw"
"6587"	"A6587"	"BE_27"	"Block2"	"Stim16"	"E"	1	"ML"	707	2.849419414	"Eng"	"ML"	"nonsw"
"6588"	"A6588"	"BE_59"	"Block2"	"Stim16"	"E"	1	"ML"	1120	3.049218023	"Eng"	"ML"	"sw"
"6590"	"A6590"	"BE_27"	"Block2"	"Stim33"	"E"	1	"ML"	774	2.888740961	"Eng"	"ML"	"nonsw"
"6591"	"A6591"	"BE_59"	"Block2"	"Stim33"	"E"	1	"ML"	1034	3.014520539	"Eng"	"ML"	"sw"
"6592"	"A6592"	"BE_87 "	"Block2"	"Stim34"	"E"	1	"ML"	590	2.770852012	"Eng"	"ML"	"supsw"
"6593"	"A6593"	"BE_27"	"Block2"	"Stim34"	"E"	1	"ML"	567	2.753583059	"Eng"	"ML"	"nonsw"
"6594"	"A6594"	"BE_59"	"Block2"	"Stim35"	"E"	1	"ML"	1033	3.014100322	"Eng"	"ML"	"sw"
"6595"	"A6595"	"BE_87 "	"Block2"	"Stim37"	"E"	1	"ML"	291	2.463892989	"Eng"	"ML"	"supsw"
"6596"	"A6596"	"BE_27"	"Block2"	"Stim35"	"E"	1	"ML"	621	2.7930916	"Eng"	"ML"	"nonsw"
"6597"	"A6597"	"BE_59"	"Block2"	"Stim37"	"E"	1	"ML"	1953	3.290702243	"Eng"	"ML"	"sw"
"6598"	"A6598"	"BE_87 "	"Block2"	"Stim38"	"E"	1	"ML"	308	2.488550717	"Eng"	"ML"	"supsw"
"6599"	"A6599"	"BE_27"	"Block2"	"Stim37"	"E"	1	"ML"	722	2.858537198	"Eng"	"ML"	"nonsw"
"6600"	"A6600"	"BE_59"	"Block2"	"Stim38"	"E"	1	"ML"	3943	3.595826777	"Eng"	"ML"	"sw"
"6601"	"A6601"	"BE_87 "	"Block2"	"Stim39"	"E"	1	"ML"	657	2.81756537	"Eng"	"ML"	"supsw"
"6602"	"A6602"	"BE_27"	"Block2"	"Stim38"	"E"	1	"ML"	1065	3.027349608	"Eng"	"ML"	"nonsw"
"6603"	"A6603"	"BE_59"	"Block2"	"Stim40"	"E"	1	"ML"	1071	3.029789471	"Eng"	"ML"	"sw"
"6604"	"A6604"	"BE_87 "	"Block2"	"Stim40"	"E"	1	"ML"	316	2.499687083	"Eng"	"ML"	"supsw"
"6605"	"A6605"	"BE_27"	"Block2"	"Stim39"	"E"	1	"ML"	1068	3.028571253	"Eng"	"ML"	"nonsw"
"6606"	"A6606"	"BE_59"	"Block2"	"Stim34"	"E"	0	"CS"	3242	3.510813011	"Eng"	"ML"	"sw"
"6607"	"A6607"	"BE_87 "	"Block2"	"Stim33"	"E"	0	"CS"	853	2.930949031	"Eng"	"ML"	"supsw"
"6608"	"A6608"	"BE_27"	"Block2"	"Stim40"	"E"	1	"ML"	470	2.672097858	"Eng"	"ML"	"nonsw"
"6609"	"A6609"	"BE_59"	"Block2"	"Stim39"	"E"	0	"CS"	713	2.85308953	"Eng"	"ML"	"sw"
"6610"	"A6610"	"BE_87 "	"Block2"	"Stim35"	"E"	0	"CS"	2278	3.35755372	"Eng"	"ML"	"supsw"
"6611"	"A6611"	"BE_27"	"Block2"	"Stim10"	"S"	1	"ML"	781	2.892651034	"Sp"	"ML"	"nonsw"
"6612"	"A6612"	"BE_59"	"Block2"	"Stim10"	"S"	1	"ML"	1283	3.108226656	"Sp"	"ML"	"sw"
"6613"	"A6613"	"BE_87 "	"Block2"	"Stim10"	"S"	0	"CS"	941	2.973589623	"Sp"	"ML"	"supsw"
"6614"	"A6614"	"BE_27"	"Block2"	"Stim11"	"S"	1	"ML"	508	2.705863712	"Sp"	"ML"	"nonsw"
"6615"	"A6615"	"BE_59"	"Block2"	"Stim12"	"S"	1	"ML"	1251	3.09725731	"Sp"	"ML"	"sw"
"6616"	"A6616"	"BE_87 "	"Block2"	"Stim31"	"S"	0	"CS"	1453	3.162265614	"Sp"	"ML"	"supsw"
"6617"	"A6617"	"BE_27"	"Block2"	"Stim12"	"S"	1	"ML"	726	2.860936621	"Sp"	"ML"	"nonsw"
"6618"	"A6618"	"BE_59"	"Block2"	"Stim19"	"S"	1	"ML"	1892	3.276921132	"Sp"	"ML"	"sw"
"6619"	"A6619"	"BE_87 "	"Block2"	"Stim08"	"S"	0	"CS"	760	2.880813592	"Sp"	"ML"	"supsw"
"6620"	"A6620"	"BE_27"	"Block2"	"Stim19"	"S"	1	"ML"	843	2.925827575	"Sp"	"ML"	"nonsw"
"6621"	"A6621"	"BE_59"	"Block2"	"Stim31"	"S"	1	"ML"	1123	3.050379756	"Sp"	"ML"	"sw"
"6622"	"A6622"	"BE_87 "	"Block2"	"Stim11"	"S"	1	"ML"	395	2.596597096	"Sp"	"ML"	"supsw"
"6623"	"A6623"	"BE_27"	"Block2"	"Stim20"	"S"	1	"ML"	563	2.750508395	"Sp"	"ML"	"nonsw"
"6624"	"A6624"	"BE_59"	"Block2"	"Stim09"	"S"	1	"ML"	375	2.574031268	"Sp"	"ML"	"sw"
"6625"	"A6625"	"BE_87 "	"Block2"	"Stim12"	"S"	1	"ML"	887	2.94792362	"Sp"	"ML"	"supsw"
"6626"	"A6626"	"BE_27"	"Block2"	"Stim25"	"S"	1	"ML"	982	2.992111488	"Sp"	"ML"	"nonsw"
"6627"	"A6627"	"BE_59"	"Block2"	"Stim11"	"S"	0	"CS"	830	2.919078092	"Sp"	"ML"	"sw"
"6628"	"A6628"	"BE_87 "	"Block2"	"Stim19"	"S"	1	"ML"	324	2.51054501	"Sp"	"ML"	"supsw"
"6629"	"A6629"	"BE_27"	"Block2"	"Stim31"	"S"	1	"ML"	2097	3.32159843	"Sp"	"ML"	"nonsw"
"6630"	"A6630"	"BE_59"	"Block2"	"Stim20"	"S"	0	"CS"	1485	3.171726454	"Sp"	"ML"	"sw"
"6631"	"A6631"	"BE_87 "	"Block2"	"Stim20"	"S"	1	"ML"	358	2.553883027	"Sp"	"ML"	"supsw"
"6632"	"A6632"	"BE_27"	"Block2"	"Stim07"	"S"	1	"ML"	358	2.553883027	"Sp"	"ML"	"nonsw"
"6633"	"A6633"	"BE_59"	"Block2"	"Stim25"	"S"	0	"CS"	2881	3.459543258	"Sp"	"ML"	"sw"
"6634"	"A6634"	"BE_87 "	"Block2"	"Stim25"	"S"	1	"ML"	399	2.600972896	"Sp"	"ML"	"supsw"
"6635"	"A6635"	"BE_27"	"Block2"	"Stim08"	"S"	1	"ML"	407	2.609594409	"Sp"	"ML"	"nonsw"
"6636"	"A6636"	"BE_59"	"Block2"	"Stim07"	"S"	0	"CS"	534	2.727541257	"Sp"	"ML"	"sw"
"6638"	"A6638"	"BE_27"	"Block2"	"Stim09"	"S"	1	"ML"	530	2.72427587	"Sp"	"ML"	"nonsw"
"6639"	"A6639"	"BE_59"	"Block2"	"Stim08"	"S"	0	"CS"	6025	3.779957051	"Sp"	"ML"	"sw"
"6640"	"A6640"	"BE_87 "	"Block2"	"Stim09"	"S"	1	"ML"	938	2.972202838	"Sp"	"ML"	"supsw"
"6641"	"A6641"	"BE_27"	"Block3"	"Stim01"	"CSES"	0	"ML"	438	2.641474111	"Eng"	"CS"	"nonsw"
"6642"	"A6642"	"BE_59"	"Block3"	"Stim28"	"CSES"	1	"CS"	1558	3.192567453	"Eng"	"CS"	"sw"
"6643"	"A6643"	"BE_87 "	"Block3"	"Stim01"	"CSES"	0	"ML"	330	2.51851394	"Eng"	"CS"	"supsw"
"6644"	"A6644"	"BE_27"	"Block3"	"Stim17"	"CSES"	0	"ML"	868	2.938519725	"Eng"	"CS"	"nonsw"
"6645"	"A6645"	"BE_59"	"Block3"	"Stim29"	"CSES"	1	"CS"	1829	3.262213705	"Eng"	"CS"	"sw"
"6647"	"A6647"	"BE_27"	"Block3"	"Stim02"	"CSES"	0	"ML"	2115	3.325310372	"Eng"	"CS"	"nonsw"
"6648"	"A6648"	"BE_59"	"Block3"	"Stim01"	"CSES"	0	"ML"	2444	3.388101202	"Eng"	"CS"	"sw"
"6649"	"A6649"	"BE_87 "	"Block3"	"Stim26"	"CSES"	0	"ML"	1405	3.147676324	"Eng"	"CS"	"supsw"
"6650"	"A6650"	"BE_27"	"Block3"	"Stim21"	"CSES"	0	"ML"	775	2.889301703	"Eng"	"CS"	"nonsw"
"6651"	"A6651"	"BE_59"	"Block3"	"Stim17"	"CSES"	0	"ML"	5477	3.738542741	"Eng"	"CS"	"sw"
"6652"	"A6652"	"BE_87 "	"Block3"	"Stim27"	"CSES"	0	"ML"	362	2.558708571	"Eng"	"CS"	"supsw"
"6653"	"A6653"	"BE_27"	"Block3"	"Stim26"	"CSES"	0	"ML"	1508	3.178401342	"Eng"	"CS"	"nonsw"
"6654"	"A6654"	"BE_59"	"Block3"	"Stim02"	"CSES"	0	"ML"	3155	3.498999364	"Eng"	"CS"	"sw"
"6655"	"A6655"	"BE_87 "	"Block3"	"Stim28"	"CSES"	0	"ML"	366	2.563481085	"Eng"	"CS"	"supsw"
"6656"	"A6656"	"BE_27"	"Block3"	"Stim27"	"CSES"	0	"ML"	363	2.559906625	"Eng"	"CS"	"nonsw"
"6657"	"A6657"	"BE_59"	"Block3"	"Stim21"	"CSES"	0	"ML"	885	2.946943271	"Eng"	"CS"	"sw"
"6658"	"A6658"	"BE_87 "	"Block3"	"Stim29"	"CSES"	0	"ML"	389	2.589949601	"Eng"	"CS"	"supsw"
"6659"	"A6659"	"BE_27"	"Block3"	"Stim28"	"CSES"	0	"ML"	1073	3.030599722	"Eng"	"CS"	"nonsw"
"6660"	"A6660"	"BE_59"	"Block3"	"Stim26"	"CSES"	0	"ML"	547	2.737987326	"Eng"	"CS"	"sw"
"6661"	"A6661"	"BE_87 "	"Block3"	"Stim32"	"CSES"	0	"ML"	324	2.51054501	"Eng"	"CS"	"supsw"
"6662"	"A6662"	"BE_27"	"Block3"	"Stim29"	"CSES"	0	"ML"	571	2.756636108	"Eng"	"CS"	"nonsw"
"6663"	"A6663"	"BE_59"	"Block3"	"Stim27"	"CSES"	0	"ML"	2632	3.420285885	"Eng"	"CS"	"sw"
"6664"	"A6664"	"BE_87 "	"Block3"	"Stim02"	"CSES"	1	"CS"	611	2.78604121	"Eng"	"CS"	"supsw"
"6665"	"A6665"	"BE_27"	"Block3"	"Stim03"	"CSES"	0	"ML"	619	2.791690649	"Eng"	"CS"	"nonsw"
"6666"	"A6666"	"BE_59"	"Block3"	"Stim03"	"CSES"	0	"ML"	415	2.618048097	"Eng"	"CS"	"sw"
"6667"	"A6667"	"BE_87 "	"Block3"	"Stim21"	"CSES"	1	"CS"	1057	3.024074987	"Eng"	"CS"	"supsw"
"6668"	"A6668"	"BE_27"	"Block3"	"Stim32"	"CSES"	0	"ML"	817	2.912222057	"Eng"	"CS"	"nonsw"
"6669"	"A6669"	"BE_59"	"Block3"	"Stim32"	"CSES"	0	"ML"	2011	3.303412071	"Eng"	"CS"	"sw"
"6670"	"A6670"	"BE_87 "	"Block3"	"Stim03"	"CSES"	1	"CS"	3438	3.536305872	"Eng"	"CS"	"supsw"
"6671"	"A6671"	"BE_27"	"Block3"	"Stim13"	"CSSE"	0	"ML"	789	2.897077003	"Sp"	"CS"	"nonsw"
"6672"	"A6672"	"BE_59"	"Block3"	"Stim18"	"CSSE"	1	"CS"	6462	3.810366954	"Sp"	"CS"	"sw"
"6673"	"A6673"	"BE_87 "	"Block3"	"Stim18"	"CSSE"	1	"CS"	7901	3.897682062	"Sp"	"CS"	"supsw"
"6674"	"A6674"	"BE_27"	"Block3"	"Stim18"	"CSSE"	0	"ML"	713	2.85308953	"Sp"	"CS"	"nonsw"
"6675"	"A6675"	"BE_59"	"Block3"	"Stim04"	"CSSE"	1	"CS"	3038	3.48258777	"Sp"	"CS"	"sw"
"6676"	"A6676"	"BE_87 "	"Block3"	"Stim22"	"CSSE"	1	"CS"	2753	3.439806211	"Sp"	"CS"	"supsw"
"6677"	"A6677"	"BE_27"	"Block3"	"Stim22"	"CSSE"	0	"ML"	1064	3.026941628	"Sp"	"CS"	"nonsw"
"6678"	"A6678"	"BE_59"	"Block3"	"Stim13"	"CSSE"	0	"ML"	2137	3.329804522	"Sp"	"CS"	"sw"
"6679"	"A6679"	"BE_87 "	"Block3"	"Stim30"	"CSSE"	1	"CS"	1589	3.201123897	"Sp"	"CS"	"supsw"
"6680"	"A6680"	"BE_27"	"Block3"	"Stim23"	"CSSE"	0	"ML"	976	2.989449818	"Sp"	"CS"	"nonsw"
"6681"	"A6681"	"BE_59"	"Block3"	"Stim22"	"CSSE"	0	"ML"	1503	3.176958981	"Sp"	"CS"	"sw"
"6682"	"A6682"	"BE_87 "	"Block3"	"Stim04"	"CSSE"	1	"CS"	1104	3.042969073	"Sp"	"CS"	"supsw"
"6683"	"A6683"	"BE_27"	"Block3"	"Stim24"	"CSSE"	0	"ML"	631	2.800029359	"Sp"	"CS"	"nonsw"
