Item	Subject	Block	Stimuli	Context	Correct	Response	RT	Lg_Heard	Main_Context	Group
A1291	BE_50	Block1	Stim13	CSSE	1	CS	3658	Sp	CS	supsw
A1292	BE_50	Block1	Stim23	CSSE	1	CS	1761	Sp	CS	supsw
A1293	BE_50	Block1	Stim36	CSSE	1	CS	2102	Sp	CS	supsw
A1294	BE_50	Block1	Stim04	CSSE	1	CS	996	Sp	CS	supsw
A1295	BE_50	Block1	Stim18	CSSE	0	ML	609	Sp	CS	supsw
A1296	BE_50	Block1	Stim22	CSSE	0	ML	1589	Sp	CS	supsw
A1297	BE_50	Block1	Stim24	CSSE	0	ML	1495	Sp	CS	supsw
A1298	BE_50	Block1	Stim30	CSSE	0	ML	1409	Sp	CS	supsw
A1299	BE_50	Block1	Stim05	CSSE	0	ML	365	Sp	CS	supsw
A13	BE_06	Block1	Stim22	CSSE	1	CS	2911	Sp	CS	supsw
A1300	BE_50	Block1	Stim06	CSSE	0	ML	596	Sp	CS	supsw
A131	BE_06	Block4	Stim18	CSSE	1	CS	588	Sp	CS	supsw
A132	BE_06	Block4	Stim23	CSSE	1	CS	1348	Sp	CS	supsw
A133	BE_06	Block4	Stim24	CSSE	1	CS	1085	Sp	CS	supsw
A1331	BE_50	Block2	Stim13	CSSE	1	CS	6867	Sp	CS	supsw
A1332	BE_50	Block2	Stim30	CSSE	1	CS	1552	Sp	CS	supsw
A1333	BE_50	Block2	Stim36	CSSE	1	CS	1123	Sp	CS	supsw
A1334	BE_50	Block2	Stim06	CSSE	1	CS	614	Sp	CS	supsw
A1335	BE_50	Block2	Stim18	CSSE	0	ML	576	Sp	CS	supsw
A1336	BE_50	Block2	Stim22	CSSE	0	ML	1701	Sp	CS	supsw
A1337	BE_50	Block2	Stim23	CSSE	0	ML	3923	Sp	CS	supsw
A1338	BE_50	Block2	Stim24	CSSE	0	ML	6355	Sp	CS	supsw
A1339	BE_50	Block2	Stim04	CSSE	0	ML	1636	Sp	CS	supsw
A134	BE_06	Block4	Stim30	CSSE	1	CS	558	Sp	CS	supsw
A1340	BE_50	Block2	Stim05	CSSE	0	ML	296	Sp	CS	supsw
A135	BE_06	Block4	Stim04	CSSE	1	CS	2352	Sp	CS	supsw
A136	BE_06	Block4	Stim06	CSSE	1	CS	302	Sp	CS	supsw
A137	BE_06	Block4	Stim13	CSSE	0	ML	638	Sp	CS	supsw
A1371	BE_50	Block3	Stim13	CSSE	1	CS	472	Sp	CS	supsw
A1372	BE_50	Block3	Stim18	CSSE	1	CS	635	Sp	CS	supsw
A1373	BE_50	Block3	Stim22	CSSE	1	CS	350	Sp	CS	supsw
A1374	BE_50	Block3	Stim24	CSSE	1	CS	472	Sp	CS	supsw
A1375	BE_50	Block3	Stim30	CSSE	1	CS	1677	Sp	CS	supsw
A1376	BE_50	Block3	Stim36	CSSE	1	CS	1150	Sp	CS	supsw
A1377	BE_50	Block3	Stim04	CSSE	1	CS	567	Sp	CS	supsw
A1378	BE_50	Block3	Stim05	CSSE	1	CS	2078	Sp	CS	supsw
A1379	BE_50	Block3	Stim23	CSSE	0	ML	494	Sp	CS	supsw
A138	BE_06	Block4	Stim22	CSSE	0	ML	676	Sp	CS	supsw
A1380	BE_50	Block3	Stim06	CSSE	0	ML	343	Sp	CS	supsw
A139	BE_06	Block4	Stim36	CSSE	0	ML	284	Sp	CS	supsw
A14	BE_06	Block1	Stim30	CSSE	1	CS	3021	Sp	CS	supsw
A140	BE_06	Block4	Stim05	CSSE	0	ML	5294	Sp	CS	supsw
A1411	BE_50	Block4	Stim13	CSSE	1	CS	1702	Sp	CS	supsw
A1412	BE_50	Block4	Stim18	CSSE	1	CS	876	Sp	CS	supsw
A1413	BE_50	Block4	Stim23	CSSE	1	CS	1254	Sp	CS	supsw
A1414	BE_50	Block4	Stim24	CSSE	1	CS	1468	Sp	CS	supsw
A1415	BE_50	Block4	Stim30	CSSE	1	CS	2465	Sp	CS	supsw
A1416	BE_50	Block4	Stim36	CSSE	1	CS	681	Sp	CS	supsw
A1417	BE_50	Block4	Stim04	CSSE	1	CS	2089	Sp	CS	supsw
A1418	BE_50	Block4	Stim06	CSSE	1	CS	1102	Sp	CS	supsw
A1419	BE_50	Block4	Stim22	CSSE	0	ML	952	Sp	CS	supsw
A1420	BE_50	Block4	Stim05	CSSE	0	ML	534	Sp	CS	supsw
A1451	BE_51	Block1	Stim22	CSSE	1	CS	1470	Sp	CS	supsw
A1452	BE_51	Block1	Stim23	CSSE	1	CS	1500	Sp	CS	supsw
A1453	BE_51	Block1	Stim36	CSSE	1	CS	5147	Sp	CS	supsw
A1454	BE_51	Block1	Stim04	CSSE	1	CS	948	Sp	CS	supsw
A1455	BE_51	Block1	Stim06	CSSE	1	CS	6830	Sp	CS	supsw
A1456	BE_51	Block1	Stim13	CSSE	0	ML	1790	Sp	CS	supsw
A1457	BE_51	Block1	Stim18	CSSE	0	ML	2928	Sp	CS	supsw
A1458	BE_51	Block1	Stim24	CSSE	0	ML	1867	Sp	CS	supsw
A1459	BE_51	Block1	Stim30	CSSE	0	ML	1586	Sp	CS	supsw
A1460	BE_51	Block1	Stim05	CSSE	0	ML	2600	Sp	CS	supsw
A1491	BE_51	Block2	Stim22	CSSE	1	CS	6190	Sp	CS	supsw
A1492	BE_51	Block2	Stim05	CSSE	1	CS	1572	Sp	CS	supsw
A1493	BE_51	Block2	Stim13	CSSE	0	ML	946	Sp	CS	supsw
A1494	BE_51	Block2	Stim18	CSSE	0	ML	1345	Sp	CS	supsw
A1495	BE_51	Block2	Stim23	CSSE	0	ML	324	Sp	CS	supsw
A1496	BE_51	Block2	Stim24	CSSE	0	ML	2923	Sp	CS	supsw
A1497	BE_51	Block2	Stim30	CSSE	0	ML	1105	Sp	CS	supsw
A1498	BE_51	Block2	Stim36	CSSE	0	ML	2664	Sp	CS	supsw
A1499	BE_51	Block2	Stim04	CSSE	0	ML	3034	Sp	CS	supsw
A15	BE_06	Block1	Stim36	CSSE	1	CS	711	Sp	CS	supsw
A1500	BE_51	Block2	Stim06	CSSE	0	ML	1663	Sp	CS	supsw
A1531	BE_51	Block3	Stim13	CSSE	1	CS	3841	Sp	CS	supsw
A1532	BE_51	Block3	Stim24	CSSE	1	CS	1196	Sp	CS	supsw
A1533	BE_51	Block3	Stim36	CSSE	1	CS	4412	Sp	CS	supsw
A1534	BE_51	Block3	Stim18	CSSE	0	ML	683	Sp	CS	supsw
A1535	BE_51	Block3	Stim22	CSSE	0	ML	879	Sp	CS	supsw
A1536	BE_51	Block3	Stim23	CSSE	0	ML	2248	Sp	CS	supsw
A1537	BE_51	Block3	Stim30	CSSE	0	ML	3842	Sp	CS	supsw
A1538	BE_51	Block3	Stim04	CSSE	0	ML	2371	Sp	CS	supsw
A1539	BE_51	Block3	Stim05	CSSE	0	ML	1024	Sp	CS	supsw
A1540	BE_51	Block3	Stim06	CSSE	0	ML	1630	Sp	CS	supsw
A1571	BE_51	Block4	Stim22	CSSE	1	CS	847	Sp	CS	supsw
A1572	BE_51	Block4	Stim30	CSSE	1	CS	2304	Sp	CS	supsw
A1573	BE_51	Block4	Stim04	CSSE	1	CS	2649	Sp	CS	supsw
A1574	BE_51	Block4	Stim06	CSSE	1	CS	2996	Sp	CS	supsw
A1575	BE_51	Block4	Stim13	CSSE	0	ML	2673	Sp	CS	supsw
A1576	BE_51	Block4	Stim18	CSSE	0	ML	1109	Sp	CS	supsw
A1577	BE_51	Block4	Stim23	CSSE	0	ML	1295	Sp	CS	supsw
A1578	BE_51	Block4	Stim24	CSSE	0	ML	570	Sp	CS	supsw
A1579	BE_51	Block4	Stim36	CSSE	0	ML	1183	Sp	CS	supsw
A1580	BE_51	Block4	Stim05	CSSE	0	ML	1421	Sp	CS	supsw
A16	BE_06	Block1	Stim05	CSSE	1	CS	7337	Sp	CS	supsw
A1611	BE_53	Block1	Stim13	CSSE	1	CS	1650	Sp	CS	supsw
A1612	BE_53	Block1	Stim24	CSSE	1	CS	1809	Sp	CS	supsw
A1613	BE_53	Block1	Stim04	CSSE	1	CS	1847	Sp	CS	supsw
A1614	BE_53	Block1	Stim05	CSSE	1	CS	1354	Sp	CS	supsw
A1615	BE_53	Block1	Stim18	CSSE	0	ML	1393	Sp	CS	supsw
A1616	BE_53	Block1	Stim22	CSSE	0	ML	921	Sp	CS	supsw
A1617	BE_53	Block1	Stim23	CSSE	0	ML	1115	Sp	CS	supsw
A1618	BE_53	Block1	Stim30	CSSE	0	ML	2144	Sp	CS	supsw
A1619	BE_53	Block1	Stim36	CSSE	0	ML	1088	Sp	CS	supsw
A1620	BE_53	Block1	Stim06	CSSE	0	ML	1546	Sp	CS	supsw
A1651	BE_53	Block2	Stim13	CSSE	1	CS	3079	Sp	CS	supsw
A1652	BE_53	Block2	Stim18	CSSE	1	CS	1326	Sp	CS	supsw
A1653	BE_53	Block2	Stim22	CSSE	1	CS	1804	Sp	CS	supsw
A1654	BE_53	Block2	Stim30	CSSE	1	CS	2008	Sp	CS	supsw
A1655	BE_53	Block2	Stim04	CSSE	1	CS	504	Sp	CS	supsw
A1656	BE_53	Block2	Stim23	CSSE	0	ML	1882	Sp	CS	supsw
A1657	BE_53	Block2	Stim24	CSSE	0	ML	852	Sp	CS	supsw
A1658	BE_53	Block2	Stim36	CSSE	0	ML	2129	Sp	CS	supsw
A1659	BE_53	Block2	Stim05	CSSE	0	ML	1457	Sp	CS	supsw
A1660	BE_53	Block2	Stim06	CSSE	0	ML	2429	Sp	CS	supsw
A1691	BE_53	Block3	Stim18	CSSE	1	CS	2036	Sp	CS	supsw
A1692	BE_53	Block3	Stim22	CSSE	1	CS	1631	Sp	CS	supsw
A1693	BE_53	Block3	Stim23	CSSE	1	CS	907	Sp	CS	supsw
A1694	BE_53	Block3	Stim36	CSSE	1	CS	1834	Sp	CS	supsw
A1695	BE_53	Block3	Stim05	CSSE	1	CS	512	Sp	CS	supsw
A1696	BE_53	Block3	Stim13	CSSE	0	ML	1134	Sp	CS	supsw
A1697	BE_53	Block3	Stim24	CSSE	0	ML	1948	Sp	CS	supsw
A1698	BE_53	Block3	Stim30	CSSE	0	ML	2470	Sp	CS	supsw
A1699	BE_53	Block3	Stim04	CSSE	0	ML	2190	Sp	CS	supsw
A17	BE_06	Block1	Stim06	CSSE	1	CS	602	Sp	CS	supsw
A1700	BE_53	Block3	Stim06	CSSE	0	ML	903	Sp	CS	supsw
A171	BE_07	Block1	Stim30	CSSE	1	CS	3682	Sp	CS	supsw
A172	BE_07	Block1	Stim36	CSSE	1	CS	1703	Sp	CS	supsw
A173	BE_07	Block1	Stim04	CSSE	1	CS	1457	Sp	CS	supsw
A1731	BE_53	Block4	Stim23	CSSE	1	CS	1008	Sp	CS	supsw
A1732	BE_53	Block4	Stim05	CSSE	1	CS	502	Sp	CS	supsw
A1733	BE_53	Block4	Stim06	CSSE	1	CS	440	Sp	CS	supsw
A1734	BE_53	Block4	Stim13	CSSE	0	ML	1476	Sp	CS	supsw
A1735	BE_53	Block4	Stim18	CSSE	0	ML	304	Sp	CS	supsw
A1736	BE_53	Block4	Stim22	CSSE	0	ML	739	Sp	CS	supsw
A1737	BE_53	Block4	Stim24	CSSE	0	ML	1102	Sp	CS	supsw
A1738	BE_53	Block4	Stim30	CSSE	0	ML	1096	Sp	CS	supsw
A1739	BE_53	Block4	Stim36	CSSE	0	ML	482	Sp	CS	supsw
A174	BE_07	Block1	Stim06	CSSE	1	CS	2732	Sp	CS	supsw
A1740	BE_53	Block4	Stim04	CSSE	0	ML	1393	Sp	CS	supsw
A175	BE_07	Block1	Stim13	CSSE	0	ML	2326	Sp	CS	supsw
A176	BE_07	Block1	Stim18	CSSE	0	ML	890	Sp	CS	supsw
A177	BE_07	Block1	Stim22	CSSE	0	ML	2099	Sp	CS	supsw
A1771	BE_63	Block1	Stim13	CSSE	1	CS	2794	Sp	CS	supsw
A1772	BE_63	Block1	Stim22	CSSE	1	CS	1690	Sp	CS	supsw
A1773	BE_63	Block1	Stim23	CSSE	1	CS	5637	Sp	CS	supsw
A1774	BE_63	Block1	Stim24	CSSE	1	CS	2078	Sp	CS	supsw
A1775	BE_63	Block1	Stim06	CSSE	1	CS	1907	Sp	CS	supsw
A1776	BE_63	Block1	Stim18	CSSE	0	ML	450	Sp	CS	supsw
A1777	BE_63	Block1	Stim30	CSSE	0	ML	1495	Sp	CS	supsw
A1778	BE_63	Block1	Stim36	CSSE	0	ML	2249	Sp	CS	supsw
A1779	BE_63	Block1	Stim04	CSSE	0	ML	1685	Sp	CS	supsw
A178	BE_07	Block1	Stim23	CSSE	0	ML	3542	Sp	CS	supsw
A1780	BE_63	Block1	Stim05	CSSE	0	ML	601	Sp	CS	supsw
A179	BE_07	Block1	Stim24	CSSE	0	ML	1351	Sp	CS	supsw
A18	BE_06	Block1	Stim23	CSSE	0	ML	2670	Sp	CS	supsw
A180	BE_07	Block1	Stim05	CSSE	0	ML	1229	Sp	CS	supsw
A1811	BE_63	Block2	Stim23	CSSE	1	CS	844	Sp	CS	supsw
A1812	BE_63	Block2	Stim04	CSSE	1	CS	1864	Sp	CS	supsw
A1813	BE_63	Block2	Stim06	CSSE	1	CS	3424	Sp	CS	supsw
A1814	BE_63	Block2	Stim13	CSSE	0	ML	2531	Sp	CS	supsw
A1815	BE_63	Block2	Stim18	CSSE	0	ML	287	Sp	CS	supsw
A1816	BE_63	Block2	Stim22	CSSE	0	ML	2222	Sp	CS	supsw
A1817	BE_63	Block2	Stim24	CSSE	0	ML	3499	Sp	CS	supsw
A1818	BE_63	Block2	Stim30	CSSE	0	ML	2103	Sp	CS	supsw
A1819	BE_63	Block2	Stim36	CSSE	0	ML	2034	Sp	CS	supsw
A1820	BE_63	Block2	Stim05	CSSE	0	ML	391	Sp	CS	supsw
A1851	BE_63	Block3	Stim22	CSSE	1	CS	4422	Sp	CS	supsw
A1852	BE_63	Block3	Stim06	CSSE	1	CS	3440	Sp	CS	supsw
A1853	BE_63	Block3	Stim13	CSSE	0	ML	1167	Sp	CS	supsw
A1854	BE_63	Block3	Stim18	CSSE	0	ML	461	Sp	CS	supsw
A1855	BE_63	Block3	Stim23	CSSE	0	ML	916	Sp	CS	supsw
A1856	BE_63	Block3	Stim24	CSSE	0	ML	1438	Sp	CS	supsw
A1857	BE_63	Block3	Stim30	CSSE	0	ML	3483	Sp	CS	supsw
A1858	BE_63	Block3	Stim36	CSSE	0	ML	989	Sp	CS	supsw
A1859	BE_63	Block3	Stim04	CSSE	0	ML	2314	Sp	CS	supsw
A1860	BE_63	Block3	Stim05	CSSE	0	ML	936	Sp	CS	supsw
A1891	BE_63	Block4	Stim13	CSSE	1	CS	589	Sp	CS	supsw
A1892	BE_63	Block4	Stim18	CSSE	1	CS	443	Sp	CS	supsw
A1893	BE_63	Block4	Stim24	CSSE	1	CS	620	Sp	CS	supsw
A1894	BE_63	Block4	Stim30	CSSE	1	CS	535	Sp	CS	supsw
A1895	BE_63	Block4	Stim05	CSSE	1	CS	668	Sp	CS	supsw
A1896	BE_63	Block4	Stim06	CSSE	1	CS	1233	Sp	CS	supsw
A1897	BE_63	Block4	Stim22	CSSE	0	ML	849	Sp	CS	supsw
A1898	BE_63	Block4	Stim23	CSSE	0	ML	882	Sp	CS	supsw
A1899	BE_63	Block4	Stim36	CSSE	0	ML	737	Sp	CS	supsw
A19	BE_06	Block1	Stim24	CSSE	0	ML	4409	Sp	CS	supsw
A1900	BE_63	Block4	Stim04	CSSE	0	ML	1135	Sp	CS	supsw
A1931	BE_68	Block1	Stim22	CSSE	1	CS	1956	Sp	CS	supsw
A1932	BE_68	Block1	Stim23	CSSE	1	CS	6255	Sp	CS	supsw
A1933	BE_68	Block1	Stim24	CSSE	1	CS	1535	Sp	CS	supsw
A1934	BE_68	Block1	Stim30	CSSE	1	CS	2714	Sp	CS	supsw
A1935	BE_68	Block1	Stim36	CSSE	1	CS	4211	Sp	CS	supsw
A1936	BE_68	Block1	Stim13	CSSE	0	ML	7574	Sp	CS	supsw
A1937	BE_68	Block1	Stim18	CSSE	0	ML	1394	Sp	CS	supsw
A1938	BE_68	Block1	Stim04	CSSE	0	ML	1638	Sp	CS	supsw
A1939	BE_68	Block1	Stim05	CSSE	0	ML	3624	Sp	CS	supsw
A1940	BE_68	Block1	Stim06	CSSE	0	ML	2060	Sp	CS	supsw
A1971	BE_68	Block2	Stim18	CSSE	1	CS	6814	Sp	CS	supsw
A1972	BE_68	Block2	Stim22	CSSE	1	CS	2677	Sp	CS	supsw
A1973	BE_68	Block2	Stim23	CSSE	1	CS	1477	Sp	CS	supsw
A1974	BE_68	Block2	Stim36	CSSE	1	CS	826	Sp	CS	supsw
A1975	BE_68	Block2	Stim04	CSSE	1	CS	2069	Sp	CS	supsw
A1976	BE_68	Block2	Stim13	CSSE	0	ML	2407	Sp	CS	supsw
A1977	BE_68	Block2	Stim24	CSSE	0	ML	916	Sp	CS	supsw
A1978	BE_68	Block2	Stim30	CSSE	0	ML	5749	Sp	CS	supsw
A1979	BE_68	Block2	Stim05	CSSE	0	ML	4106	Sp	CS	supsw
A1980	BE_68	Block2	Stim06	CSSE	0	ML	1063	Sp	CS	supsw
A20	BE_06	Block1	Stim04	CSSE	0	ML	3379	Sp	CS	supsw
A2011	BE_68	Block3	Stim13	CSSE	1	CS	4784	Sp	CS	supsw
A2012	BE_68	Block3	Stim18	CSSE	1	CS	3821	Sp	CS	supsw
A2013	BE_68	Block3	Stim23	CSSE	1	CS	1804	Sp	CS	supsw
A2014	BE_68	Block3	Stim36	CSSE	1	CS	887	Sp	CS	supsw
A2015	BE_68	Block3	Stim04	CSSE	1	CS	2480	Sp	CS	supsw
A2016	BE_68	Block3	Stim06	CSSE	1	CS	3374	Sp	CS	supsw
A2017	BE_68	Block3	Stim22	CSSE	0	ML	2445	Sp	CS	supsw
A2018	BE_68	Block3	Stim24	CSSE	0	ML	3754	Sp	CS	supsw
A2019	BE_68	Block3	Stim30	CSSE	0	ML	1941	Sp	CS	supsw
A2020	BE_68	Block3	Stim05	CSSE	0	ML	1906	Sp	CS	supsw
A2051	BE_68	Block4	Stim13	CSSE	1	CS	1877	Sp	CS	supsw
A2052	BE_68	Block4	Stim22	CSSE	1	CS	3906	Sp	CS	supsw
A2053	BE_68	Block4	Stim23	CSSE	1	CS	992	Sp	CS	supsw
A2054	BE_68	Block4	Stim30	CSSE	1	CS	2679	Sp	CS	supsw
A2055	BE_68	Block4	Stim04	CSSE	1	CS	3066	Sp	CS	supsw
A2056	BE_68	Block4	Stim18	CSSE	0	ML	2425	Sp	CS	supsw
A2057	BE_68	Block4	Stim24	CSSE	0	ML	562	Sp	CS	supsw
A2058	BE_68	Block4	Stim36	CSSE	0	ML	3081	Sp	CS	supsw
A2059	BE_68	Block4	Stim05	CSSE	0	ML	1362	Sp	CS	supsw
A2060	BE_68	Block4	Stim06	CSSE	0	ML	390	Sp	CS	supsw
A2091	BE_81	Block1	Stim18	CSSE	1	CS	2058	Sp	CS	supsw
A2092	BE_81	Block1	Stim36	CSSE	1	CS	3192	Sp	CS	supsw
A2093	BE_81	Block1	Stim06	CSSE	1	CS	2184	Sp	CS	supsw
A2094	BE_81	Block1	Stim13	CSSE	0	ML	30222	Sp	CS	supsw
A2095	BE_81	Block1	Stim22	CSSE	0	ML	10830	Sp	CS	supsw
A2096	BE_81	Block1	Stim23	CSSE	0	ML	1228	Sp	CS	supsw
A2097	BE_81	Block1	Stim24	CSSE	0	ML	2390	Sp	CS	supsw
A2098	BE_81	Block1	Stim30	CSSE	0	ML	3140	Sp	CS	supsw
A2099	BE_81	Block1	Stim04	CSSE	0	ML	34012	Sp	CS	supsw
A2100	BE_81	Block1	Stim05	CSSE	0	ML	1734	Sp	CS	supsw
A211	BE_07	Block2	Stim18	CSSE	1	CS	723	Sp	CS	supsw
A212	BE_07	Block2	Stim22	CSSE	1	CS	988	Sp	CS	supsw
A213	BE_07	Block2	Stim23	CSSE	1	CS	1520	Sp	CS	supsw
A2131	BE_81	Block2	Stim18	CSSE	1	CS	2774	Sp	CS	supsw
A2132	BE_81	Block2	Stim22	CSSE	1	CS	3521	Sp	CS	supsw
A2133	BE_81	Block2	Stim30	CSSE	1	CS	3577	Sp	CS	supsw
A2134	BE_81	Block2	Stim36	CSSE	1	CS	9056	Sp	CS	supsw
A2135	BE_81	Block2	Stim04	CSSE	1	CS	409	Sp	CS	supsw
A2136	BE_81	Block2	Stim13	CSSE	0	ML	2549	Sp	CS	supsw
A2137	BE_81	Block2	Stim23	CSSE	0	ML	1699	Sp	CS	supsw
A2138	BE_81	Block2	Stim24	CSSE	0	ML	693	Sp	CS	supsw
A2139	BE_81	Block2	Stim05	CSSE	0	ML	1243	Sp	CS	supsw
A214	BE_07	Block2	Stim24	CSSE	1	CS	1177	Sp	CS	supsw
A2140	BE_81	Block2	Stim06	CSSE	0	ML	1460	Sp	CS	supsw
A215	BE_07	Block2	Stim36	CSSE	1	CS	1314	Sp	CS	supsw
A216	BE_07	Block2	Stim04	CSSE	1	CS	4671	Sp	CS	supsw
A217	BE_07	Block2	Stim13	CSSE	0	ML	1568	Sp	CS	supsw
A2171	BE_81	Block3	Stim13	CSSE	1	CS	7813	Sp	CS	supsw
A2172	BE_81	Block3	Stim18	CSSE	1	CS	1795	Sp	CS	supsw
A2173	BE_81	Block3	Stim22	CSSE	1	CS	1531	Sp	CS	supsw
A2174	BE_81	Block3	Stim23	CSSE	1	CS	4033	Sp	CS	supsw
A2175	BE_81	Block3	Stim30	CSSE	1	CS	2249	Sp	CS	supsw
A2176	BE_81	Block3	Stim36	CSSE	1	CS	1778	Sp	CS	supsw
A2177	BE_81	Block3	Stim24	CSSE	0	ML	4333	Sp	CS	supsw
A2178	BE_81	Block3	Stim04	CSSE	0	ML	27498	Sp	CS	supsw
A2179	BE_81	Block3	Stim05	CSSE	0	ML	3601	Sp	CS	supsw
A218	BE_07	Block2	Stim30	CSSE	0	ML	1837	Sp	CS	supsw
A2180	BE_81	Block3	Stim06	CSSE	0	ML	6365	Sp	CS	supsw
A219	BE_07	Block2	Stim05	CSSE	0	ML	460	Sp	CS	supsw
A220	BE_07	Block2	Stim06	CSSE	0	ML	1030	Sp	CS	supsw
A2211	BE_81	Block4	Stim22	CSSE	1	CS	2106	Sp	CS	supsw
A2212	BE_81	Block4	Stim36	CSSE	1	CS	470	Sp	CS	supsw
A2213	BE_81	Block4	Stim04	CSSE	1	CS	1045	Sp	CS	supsw
A2214	BE_81	Block4	Stim06	CSSE	1	CS	3283	Sp	CS	supsw
A2215	BE_81	Block4	Stim13	CSSE	0	ML	2947	Sp	CS	supsw
A2216	BE_81	Block4	Stim18	CSSE	0	ML	5016	Sp	CS	supsw
A2217	BE_81	Block4	Stim23	CSSE	0	ML	2525	Sp	CS	supsw
A2218	BE_81	Block4	Stim24	CSSE	0	ML	22116	Sp	CS	supsw
A2219	BE_81	Block4	Stim30	CSSE	0	ML	781	Sp	CS	supsw
A2220	BE_81	Block4	Stim05	CSSE	0	ML	969	Sp	CS	supsw
A2251	BE_83	Block1	Stim30	CSSE	1	CS	861	Sp	CS	supsw
A2252	BE_83	Block1	Stim13	CSSE	0	ML	659	Sp	CS	supsw
A2253	BE_83	Block1	Stim18	CSSE	0	ML	764	Sp	CS	supsw
A2254	BE_83	Block1	Stim22	CSSE	0	ML	673	Sp	CS	supsw
A2255	BE_83	Block1	Stim23	CSSE	0	ML	875	Sp	CS	supsw
A2256	BE_83	Block1	Stim24	CSSE	0	ML	964	Sp	CS	supsw
A2257	BE_83	Block1	Stim36	CSSE	0	ML	1665	Sp	CS	supsw
A2258	BE_83	Block1	Stim04	CSSE	0	ML	370	Sp	CS	supsw
A2259	BE_83	Block1	Stim05	CSSE	0	ML	1722	Sp	CS	supsw
A2260	BE_83	Block1	Stim06	CSSE	0	ML	2832	Sp	CS	supsw
A2291	BE_83	Block2	Stim22	CSSE	1	CS	433	Sp	CS	supsw
A2292	BE_83	Block2	Stim24	CSSE	1	CS	680	Sp	CS	supsw
A2293	BE_83	Block2	Stim13	CSSE	0	ML	1398	Sp	CS	supsw
A2294	BE_83	Block2	Stim18	CSSE	0	ML	336	Sp	CS	supsw
A2295	BE_83	Block2	Stim23	CSSE	0	ML	799	Sp	CS	supsw
A2296	BE_83	Block2	Stim30	CSSE	0	ML	970	Sp	CS	supsw
A2297	BE_83	Block2	Stim36	CSSE	0	ML	1284	Sp	CS	supsw
A2298	BE_83	Block2	Stim04	CSSE	0	ML	362	Sp	CS	supsw
A2299	BE_83	Block2	Stim05	CSSE	0	ML	681	Sp	CS	supsw
A2300	BE_83	Block2	Stim06	CSSE	0	ML	575	Sp	CS	supsw
A2331	BE_83	Block3	Stim22	CSSE	1	CS	964	Sp	CS	supsw
A2332	BE_83	Block3	Stim23	CSSE	1	CS	871	Sp	CS	supsw
A2333	BE_83	Block3	Stim30	CSSE	1	CS	776	Sp	CS	supsw
A2334	BE_83	Block3	Stim36	CSSE	1	CS	101	Sp	CS	supsw
A2335	BE_83	Block3	Stim04	CSSE	1	CS	534	Sp	CS	supsw
A2336	BE_83	Block3	Stim06	CSSE	1	CS	703	Sp	CS	supsw
A2337	BE_83	Block3	Stim13	CSSE	0	ML	626	Sp	CS	supsw
A2338	BE_83	Block3	Stim18	CSSE	0	ML	543	Sp	CS	supsw
A2339	BE_83	Block3	Stim24	CSSE	0	ML	2794	Sp	CS	supsw
A2340	BE_83	Block3	Stim05	CSSE	0	ML	177	Sp	CS	supsw
A2371	BE_83	Block4	Stim13	CSSE	1	CS	483	Sp	CS	supsw
A2372	BE_83	Block4	Stim18	CSSE	1	CS	1924	Sp	CS	supsw
A2373	BE_83	Block4	Stim22	CSSE	1	CS	631	Sp	CS	supsw
A2374	BE_83	Block4	Stim30	CSSE	1	CS	659	Sp	CS	supsw
A2375	BE_83	Block4	Stim36	CSSE	1	CS	873	Sp	CS	supsw
A2376	BE_83	Block4	Stim04	CSSE	1	CS	222	Sp	CS	supsw
A2377	BE_83	Block4	Stim23	CSSE	0	ML	3074	Sp	CS	supsw
A2378	BE_83	Block4	Stim24	CSSE	0	ML	893	Sp	CS	supsw
A2379	BE_83	Block4	Stim05	CSSE	0	ML	2349	Sp	CS	supsw
A2380	BE_83	Block4	Stim06	CSSE	0	ML	1031	Sp	CS	supsw
A2411	BE_85	Block1	Stim18	CSSE	1	CS	898	Sp	CS	supsw
A2412	BE_85	Block1	Stim22	CSSE	1	CS	755	Sp	CS	supsw
A2413	BE_85	Block1	Stim04	CSSE	1	CS	1919	Sp	CS	supsw
A2414	BE_85	Block1	Stim06	CSSE	1	CS	2352	Sp	CS	supsw
A2415	BE_85	Block1	Stim13	CSSE	0	ML	488	Sp	CS	supsw
A2416	BE_85	Block1	Stim23	CSSE	0	ML	1045	Sp	CS	supsw
A2417	BE_85	Block1	Stim24	CSSE	0	ML	2905	Sp	CS	supsw
A2418	BE_85	Block1	Stim30	CSSE	0	ML	794	Sp	CS	supsw
A2419	BE_85	Block1	Stim36	CSSE	0	ML	1247	Sp	CS	supsw
A2420	BE_85	Block1	Stim05	CSSE	0	ML	1632	Sp	CS	supsw
A2451	BE_85	Block2	Stim23	CSSE	1	CS	621	Sp	CS	supsw
A2452	BE_85	Block2	Stim13	CSSE	0	ML	678	Sp	CS	supsw
A2453	BE_85	Block2	Stim18	CSSE	0	ML	319	Sp	CS	supsw
A2454	BE_85	Block2	Stim22	CSSE	0	ML	390	Sp	CS	supsw
A2455	BE_85	Block2	Stim24	CSSE	0	ML	768	Sp	CS	supsw
A2456	BE_85	Block2	Stim30	CSSE	0	ML	1695	Sp	CS	supsw
A2457	BE_85	Block2	Stim36	CSSE	0	ML	247	Sp	CS	supsw
