Item	Subject	Block	Stimuli	Context	Correct	Response	RT	Lg_Heard	Main_Context	Group
A576	BE_08	Block3	Stim30	CSSE	0	ML	685	Sp	CS	nonsw
A577	BE_08	Block3	Stim36	CSSE	0	ML	318	Sp	CS	nonsw
A578	BE_08	Block3	Stim04	CSSE	0	ML	286	Sp	CS	nonsw
A579	BE_08	Block3	Stim05	CSSE	0	ML	2561	Sp	CS	nonsw
A580	BE_08	Block3	Stim06	CSSE	0	ML	250	Sp	CS	nonsw
A611	BE_08	Block4	Stim13	CSSE	0	ML	200	Sp	CS	nonsw
A612	BE_08	Block4	Stim18	CSSE	0	ML	317	Sp	CS	nonsw
A613	BE_08	Block4	Stim22	CSSE	0	ML	160	Sp	CS	nonsw
A614	BE_08	Block4	Stim23	CSSE	0	ML	718	Sp	CS	nonsw
A615	BE_08	Block4	Stim24	CSSE	0	ML	290	Sp	CS	nonsw
A616	BE_08	Block4	Stim30	CSSE	0	ML	1939	Sp	CS	nonsw
A617	BE_08	Block4	Stim36	CSSE	0	ML	249	Sp	CS	nonsw
A618	BE_08	Block4	Stim04	CSSE	0	ML	287	Sp	CS	nonsw
A619	BE_08	Block4	Stim05	CSSE	0	ML	634	Sp	CS	nonsw
A620	BE_08	Block4	Stim06	CSSE	0	ML	438	Sp	CS	nonsw
A651	BE_10	Block1	Stim13	CSSE	0	ML	5573	Sp	CS	nonsw
A653	BE_10	Block1	Stim22	CSSE	0	ML	2708	Sp	CS	nonsw
A654	BE_10	Block1	Stim23	CSSE	0	ML	2795	Sp	CS	nonsw
A657	BE_10	Block1	Stim36	CSSE	0	ML	893	Sp	CS	nonsw
A658	BE_10	Block1	Stim04	CSSE	0	ML	898	Sp	CS	nonsw
A659	BE_10	Block1	Stim05	CSSE	0	ML	2505	Sp	CS	nonsw
A660	BE_10	Block1	Stim06	CSSE	0	ML	6892	Sp	CS	nonsw
A691	BE_10	Block2	Stim13	CSSE	0	ML	1046	Sp	CS	nonsw
A692	BE_10	Block2	Stim18	CSSE	0	ML	473	Sp	CS	nonsw
A693	BE_10	Block2	Stim22	CSSE	0	ML	3629	Sp	CS	nonsw
A694	BE_10	Block2	Stim23	CSSE	0	ML	6051	Sp	CS	nonsw
A696	BE_10	Block2	Stim30	CSSE	0	ML	3762	Sp	CS	nonsw
A697	BE_10	Block2	Stim36	CSSE	0	ML	3750	Sp	CS	nonsw
A698	BE_10	Block2	Stim04	CSSE	0	ML	465	Sp	CS	nonsw
A699	BE_10	Block2	Stim05	CSSE	0	ML	901	Sp	CS	nonsw
A700	BE_10	Block2	Stim06	CSSE	0	ML	2889	Sp	CS	nonsw
A731	BE_10	Block3	Stim13	CSSE	0	ML	747	Sp	CS	nonsw
A732	BE_10	Block3	Stim18	CSSE	0	ML	361	Sp	CS	nonsw
A733	BE_10	Block3	Stim22	CSSE	0	ML	311	Sp	CS	nonsw
A734	BE_10	Block3	Stim23	CSSE	0	ML	5399	Sp	CS	nonsw
A736	BE_10	Block3	Stim30	CSSE	0	ML	4444	Sp	CS	nonsw
A737	BE_10	Block3	Stim36	CSSE	0	ML	1388	Sp	CS	nonsw
A738	BE_10	Block3	Stim04	CSSE	0	ML	1847	Sp	CS	nonsw
A739	BE_10	Block3	Stim05	CSSE	0	ML	3707	Sp	CS	nonsw
A740	BE_10	Block3	Stim06	CSSE	0	ML	269	Sp	CS	nonsw
A771	BE_10	Block4	Stim13	CSSE	0	ML	392	Sp	CS	nonsw
A772	BE_10	Block4	Stim18	CSSE	0	ML	1083	Sp	CS	nonsw
A773	BE_10	Block4	Stim22	CSSE	0	ML	1601	Sp	CS	nonsw
A774	BE_10	Block4	Stim23	CSSE	0	ML	2515	Sp	CS	nonsw
A775	BE_10	Block4	Stim24	CSSE	0	ML	571	Sp	CS	nonsw
A776	BE_10	Block4	Stim30	CSSE	0	ML	446	Sp	CS	nonsw
A778	BE_10	Block4	Stim04	CSSE	0	ML	1711	Sp	CS	nonsw
A779	BE_10	Block4	Stim05	CSSE	0	ML	454	Sp	CS	nonsw
A780	BE_10	Block4	Stim06	CSSE	0	ML	600	Sp	CS	nonsw
A811	BE_12	Block1	Stim13	CSSE	0	ML	8955	Sp	CS	nonsw
A813	BE_12	Block1	Stim22	CSSE	0	ML	2278	Sp	CS	nonsw
A814	BE_12	Block1	Stim23	CSSE	0	ML	1194	Sp	CS	nonsw
A815	BE_12	Block1	Stim24	CSSE	0	ML	6093	Sp	CS	nonsw
A817	BE_12	Block1	Stim36	CSSE	0	ML	11583	Sp	CS	nonsw
A818	BE_12	Block1	Stim04	CSSE	0	ML	2420	Sp	CS	nonsw
A819	BE_12	Block1	Stim05	CSSE	0	ML	2512	Sp	CS	nonsw
A851	BE_12	Block2	Stim13	CSSE	0	ML	836	Sp	CS	nonsw
A853	BE_12	Block2	Stim22	CSSE	0	ML	2876	Sp	CS	nonsw
A854	BE_12	Block2	Stim23	CSSE	0	ML	1829	Sp	CS	nonsw
A856	BE_12	Block2	Stim30	CSSE	0	ML	2733	Sp	CS	nonsw
A857	BE_12	Block2	Stim36	CSSE	0	ML	3418	Sp	CS	nonsw
A858	BE_12	Block2	Stim04	CSSE	0	ML	1562	Sp	CS	nonsw
A859	BE_12	Block2	Stim05	CSSE	0	ML	1441	Sp	CS	nonsw
A860	BE_12	Block2	Stim06	CSSE	0	ML	1836	Sp	CS	nonsw
A891	BE_12	Block3	Stim13	CSSE	0	ML	3976	Sp	CS	nonsw
A893	BE_12	Block3	Stim22	CSSE	0	ML	8768	Sp	CS	nonsw
A894	BE_12	Block3	Stim23	CSSE	0	ML	6359	Sp	CS	nonsw
A895	BE_12	Block3	Stim24	CSSE	0	ML	3126	Sp	CS	nonsw
A896	BE_12	Block3	Stim30	CSSE	0	ML	3192	Sp	CS	nonsw
A897	BE_12	Block3	Stim36	CSSE	0	ML	1016	Sp	CS	nonsw
A898	BE_12	Block3	Stim04	CSSE	0	ML	855	Sp	CS	nonsw
A899	BE_12	Block3	Stim05	CSSE	0	ML	6985	Sp	CS	nonsw
A900	BE_12	Block3	Stim06	CSSE	0	ML	906	Sp	CS	nonsw
A931	BE_12	Block4	Stim13	CSSE	0	ML	3772	Sp	CS	nonsw
A933	BE_12	Block4	Stim22	CSSE	0	ML	9989	Sp	CS	nonsw
A936	BE_12	Block4	Stim30	CSSE	0	ML	2950	Sp	CS	nonsw
A938	BE_12	Block4	Stim04	CSSE	0	ML	1159	Sp	CS	nonsw
A939	BE_12	Block4	Stim05	CSSE	0	ML	2119	Sp	CS	nonsw
A940	BE_12	Block4	Stim06	CSSE	0	ML	1330	Sp	CS	nonsw
A971	BE_13	Block1	Stim13	CSSE	0	ML	1403	Sp	CS	nonsw
A972	BE_13	Block1	Stim18	CSSE	0	ML	1320	Sp	CS	nonsw
A973	BE_13	Block1	Stim22	CSSE	0	ML	1430	Sp	CS	nonsw
A974	BE_13	Block1	Stim23	CSSE	0	ML	2453	Sp	CS	nonsw
A975	BE_13	Block1	Stim24	CSSE	0	ML	2012	Sp	CS	nonsw
A977	BE_13	Block1	Stim36	CSSE	0	ML	1891	Sp	CS	nonsw
A979	BE_13	Block1	Stim05	CSSE	0	ML	2103	Sp	CS	nonsw
A980	BE_13	Block1	Stim06	CSSE	0	ML	2820	Sp	CS	nonsw
A1012	BE_13	Block2	Stim18	CSSE	0	ML	2068	Sp	CS	nonsw
A1013	BE_13	Block2	Stim22	CSSE	0	ML	822	Sp	CS	nonsw
A1014	BE_13	Block2	Stim23	CSSE	0	ML	3084	Sp	CS	nonsw
A1015	BE_13	Block2	Stim24	CSSE	0	ML	1326	Sp	CS	nonsw
A1016	BE_13	Block2	Stim30	CSSE	0	ML	1959	Sp	CS	nonsw
A1017	BE_13	Block2	Stim36	CSSE	0	ML	1016	Sp	CS	nonsw
A1018	BE_13	Block2	Stim04	CSSE	0	ML	2611	Sp	CS	nonsw
A1019	BE_13	Block2	Stim05	CSSE	0	ML	4361	Sp	CS	nonsw
A1020	BE_13	Block2	Stim06	CSSE	0	ML	1010	Sp	CS	nonsw
A1051	BE_13	Block3	Stim13	CSSE	0	ML	968	Sp	CS	nonsw
A1053	BE_13	Block3	Stim22	CSSE	0	ML	2065	Sp	CS	nonsw
A1054	BE_13	Block3	Stim23	CSSE	0	ML	1403	Sp	CS	nonsw
A1055	BE_13	Block3	Stim24	CSSE	0	ML	1149	Sp	CS	nonsw
A1056	BE_13	Block3	Stim30	CSSE	0	ML	1848	Sp	CS	nonsw
A1057	BE_13	Block3	Stim36	CSSE	0	ML	430	Sp	CS	nonsw
A1058	BE_13	Block3	Stim04	CSSE	0	ML	476	Sp	CS	nonsw
A1059	BE_13	Block3	Stim05	CSSE	0	ML	1520	Sp	CS	nonsw
A1060	BE_13	Block3	Stim06	CSSE	0	ML	2324	Sp	CS	nonsw
A1092	BE_13	Block4	Stim18	CSSE	0	ML	824	Sp	CS	nonsw
A1093	BE_13	Block4	Stim22	CSSE	0	ML	1042	Sp	CS	nonsw
A1094	BE_13	Block4	Stim23	CSSE	0	ML	2664	Sp	CS	nonsw
A1095	BE_13	Block4	Stim24	CSSE	0	ML	801	Sp	CS	nonsw
A1096	BE_13	Block4	Stim30	CSSE	0	ML	1136	Sp	CS	nonsw
A1097	BE_13	Block4	Stim36	CSSE	0	ML	1649	Sp	CS	nonsw
A1100	BE_13	Block4	Stim06	CSSE	0	ML	831	Sp	CS	nonsw
A1131	BE_14	Block1	Stim13	CSSE	0	ML	340	Sp	CS	nonsw
A1132	BE_14	Block1	Stim18	CSSE	0	ML	1169	Sp	CS	nonsw
A1133	BE_14	Block1	Stim22	CSSE	0	ML	706	Sp	CS	nonsw
A1134	BE_14	Block1	Stim23	CSSE	0	ML	571	Sp	CS	nonsw
A1135	BE_14	Block1	Stim24	CSSE	0	ML	1514	Sp	CS	nonsw
A1136	BE_14	Block1	Stim30	CSSE	0	ML	1464	Sp	CS	nonsw
A1137	BE_14	Block1	Stim36	CSSE	0	ML	1810	Sp	CS	nonsw
A1138	BE_14	Block1	Stim04	CSSE	0	ML	367	Sp	CS	nonsw
A1139	BE_14	Block1	Stim05	CSSE	0	ML	1913	Sp	CS	nonsw
A1140	BE_14	Block1	Stim06	CSSE	0	ML	1302	Sp	CS	nonsw
A1171	BE_14	Block2	Stim13	CSSE	0	ML	2394	Sp	CS	nonsw
A1174	BE_14	Block2	Stim23	CSSE	0	ML	972	Sp	CS	nonsw
A1176	BE_14	Block2	Stim30	CSSE	0	ML	1578	Sp	CS	nonsw
A1177	BE_14	Block2	Stim36	CSSE	0	ML	310	Sp	CS	nonsw
A1179	BE_14	Block2	Stim05	CSSE	0	ML	367	Sp	CS	nonsw
A1213	BE_14	Block3	Stim22	CSSE	0	ML	1012	Sp	CS	nonsw
A1214	BE_14	Block3	Stim23	CSSE	0	ML	618	Sp	CS	nonsw
A1215	BE_14	Block3	Stim24	CSSE	0	ML	1986	Sp	CS	nonsw
A1216	BE_14	Block3	Stim30	CSSE	0	ML	1398	Sp	CS	nonsw
A1218	BE_14	Block3	Stim04	CSSE	0	ML	2256	Sp	CS	nonsw
A1219	BE_14	Block3	Stim05	CSSE	0	ML	4764	Sp	CS	nonsw
A1251	BE_14	Block4	Stim13	CSSE	0	ML	715	Sp	CS	nonsw
A1253	BE_14	Block4	Stim22	CSSE	0	ML	302	Sp	CS	nonsw
A1254	BE_14	Block4	Stim23	CSSE	0	ML	258	Sp	CS	nonsw
A1255	BE_14	Block4	Stim24	CSSE	0	ML	787	Sp	CS	nonsw
A1256	BE_14	Block4	Stim30	CSSE	0	ML	1055	Sp	CS	nonsw
A1258	BE_14	Block4	Stim04	CSSE	0	ML	3503	Sp	CS	nonsw
A1259	BE_14	Block4	Stim05	CSSE	0	ML	1720	Sp	CS	nonsw
A1292	BE_15	Block1	Stim18	CSSE	0	ML	871	Sp	CS	nonsw
A1293	BE_15	Block1	Stim22	CSSE	0	ML	362	Sp	CS	nonsw
A1294	BE_15	Block1	Stim23	CSSE	0	ML	1841	Sp	CS	nonsw
A1295	BE_15	Block1	Stim24	CSSE	0	ML	1058	Sp	CS	nonsw
A1297	BE_15	Block1	Stim36	CSSE	0	ML	1273	Sp	CS	nonsw
A1298	BE_15	Block1	Stim04	CSSE	0	ML	598	Sp	CS	nonsw
A1299	BE_15	Block1	Stim05	CSSE	0	ML	1785	Sp	CS	nonsw
A1300	BE_15	Block1	Stim06	CSSE	0	ML	679	Sp	CS	nonsw
A1331	BE_15	Block2	Stim13	CSSE	0	ML	1166	Sp	CS	nonsw
A1332	BE_15	Block2	Stim18	CSSE	0	ML	1502	Sp	CS	nonsw
A1333	BE_15	Block2	Stim22	CSSE	0	ML	1359	Sp	CS	nonsw
A1334	BE_15	Block2	Stim23	CSSE	0	ML	913	Sp	CS	nonsw
A1335	BE_15	Block2	Stim24	CSSE	0	ML	415	Sp	CS	nonsw
A1336	BE_15	Block2	Stim30	CSSE	0	ML	1408	Sp	CS	nonsw
A1337	BE_15	Block2	Stim36	CSSE	0	ML	416	Sp	CS	nonsw
A1338	BE_15	Block2	Stim04	CSSE	0	ML	1543	Sp	CS	nonsw
A1339	BE_15	Block2	Stim05	CSSE	0	ML	510	Sp	CS	nonsw
A1340	BE_15	Block2	Stim06	CSSE	0	ML	435	Sp	CS	nonsw
A1371	BE_15	Block3	Stim13	CSSE	0	ML	1165	Sp	CS	nonsw
A1372	BE_15	Block3	Stim18	CSSE	0	ML	262	Sp	CS	nonsw
A1373	BE_15	Block3	Stim22	CSSE	0	ML	1679	Sp	CS	nonsw
A1374	BE_15	Block3	Stim23	CSSE	0	ML	324	Sp	CS	nonsw
A1377	BE_15	Block3	Stim36	CSSE	0	ML	624	Sp	CS	nonsw
A1378	BE_15	Block3	Stim04	CSSE	0	ML	318	Sp	CS	nonsw
A1379	BE_15	Block3	Stim05	CSSE	0	ML	327	Sp	CS	nonsw
A1380	BE_15	Block3	Stim06	CSSE	0	ML	303	Sp	CS	nonsw
A1411	BE_15	Block4	Stim13	CSSE	0	ML	416	Sp	CS	nonsw
A1412	BE_15	Block4	Stim18	CSSE	0	ML	483	Sp	CS	nonsw
A1413	BE_15	Block4	Stim22	CSSE	0	ML	321	Sp	CS	nonsw
A1414	BE_15	Block4	Stim23	CSSE	0	ML	269	Sp	CS	nonsw
A1415	BE_15	Block4	Stim24	CSSE	0	ML	282	Sp	CS	nonsw
A1416	BE_15	Block4	Stim30	CSSE	0	ML	480	Sp	CS	nonsw
A1417	BE_15	Block4	Stim36	CSSE	0	ML	226	Sp	CS	nonsw
A1418	BE_15	Block4	Stim04	CSSE	0	ML	261	Sp	CS	nonsw
A1419	BE_15	Block4	Stim05	CSSE	0	ML	278	Sp	CS	nonsw
A1420	BE_15	Block4	Stim06	CSSE	0	ML	225	Sp	CS	nonsw
A1451	BE_16	Block1	Stim13	CSSE	0	ML	2387	Sp	CS	nonsw
A1452	BE_16	Block1	Stim18	CSSE	0	ML	1015	Sp	CS	nonsw
A1453	BE_16	Block1	Stim22	CSSE	0	ML	285	Sp	CS	nonsw
A1454	BE_16	Block1	Stim23	CSSE	0	ML	628	Sp	CS	nonsw
A1455	BE_16	Block1	Stim24	CSSE	0	ML	979	Sp	CS	nonsw
A1458	BE_16	Block1	Stim04	CSSE	0	ML	528	Sp	CS	nonsw
A1459	BE_16	Block1	Stim05	CSSE	0	ML	758	Sp	CS	nonsw
A1460	BE_16	Block1	Stim06	CSSE	0	ML	1198	Sp	CS	nonsw
A1491	BE_16	Block2	Stim13	CSSE	0	ML	1052	Sp	CS	nonsw
A1492	BE_16	Block2	Stim18	CSSE	0	ML	1931	Sp	CS	nonsw
A1494	BE_16	Block2	Stim23	CSSE	0	ML	173	Sp	CS	nonsw
A1495	BE_16	Block2	Stim24	CSSE	0	ML	1021	Sp	CS	nonsw
A1496	BE_16	Block2	Stim30	CSSE	0	ML	1790	Sp	CS	nonsw
A1497	BE_16	Block2	Stim36	CSSE	0	ML	1073	Sp	CS	nonsw
A1498	BE_16	Block2	Stim04	CSSE	0	ML	248	Sp	CS	nonsw
A1499	BE_16	Block2	Stim05	CSSE	0	ML	1268	Sp	CS	nonsw
A1500	BE_16	Block2	Stim06	CSSE	0	ML	273	Sp	CS	nonsw
A1531	BE_16	Block3	Stim13	CSSE	0	ML	299	Sp	CS	nonsw
A1532	BE_16	Block3	Stim18	CSSE	0	ML	741	Sp	CS	nonsw
A1533	BE_16	Block3	Stim22	CSSE	0	ML	237	Sp	CS	nonsw
A1534	BE_16	Block3	Stim23	CSSE	0	ML	239	Sp	CS	nonsw
A1535	BE_16	Block3	Stim24	CSSE	0	ML	307	Sp	CS	nonsw
A1536	BE_16	Block3	Stim30	CSSE	0	ML	716	Sp	CS	nonsw
A1537	BE_16	Block3	Stim36	CSSE	0	ML	229	Sp	CS	nonsw
A1538	BE_16	Block3	Stim04	CSSE	0	ML	96	Sp	CS	nonsw
A1539	BE_16	Block3	Stim05	CSSE	0	ML	299	Sp	CS	nonsw
A1540	BE_16	Block3	Stim06	CSSE	0	ML	347	Sp	CS	nonsw
A1571	BE_16	Block4	Stim13	CSSE	0	ML	970	Sp	CS	nonsw
A1572	BE_16	Block4	Stim18	CSSE	0	ML	277	Sp	CS	nonsw
A1574	BE_16	Block4	Stim23	CSSE	0	ML	2238	Sp	CS	nonsw
A1575	BE_16	Block4	Stim24	CSSE	0	ML	451	Sp	CS	nonsw
A1577	BE_16	Block4	Stim36	CSSE	0	ML	3241	Sp	CS	nonsw
A1578	BE_16	Block4	Stim04	CSSE	0	ML	288	Sp	CS	nonsw
A1579	BE_16	Block4	Stim05	CSSE	0	ML	308	Sp	CS	nonsw
A1580	BE_16	Block4	Stim06	CSSE	0	ML	2908	Sp	CS	nonsw
A1611	BE_17	Block1	Stim13	CSSE	0	ML	2854	Sp	CS	nonsw
A1612	BE_17	Block1	Stim18	CSSE	0	ML	4908	Sp	CS	nonsw
A1614	BE_17	Block1	Stim23	CSSE	0	ML	1445	Sp	CS	nonsw
A1615	BE_17	Block1	Stim24	CSSE	0	ML	834	Sp	CS	nonsw
A1616	BE_17	Block1	Stim30	CSSE	0	ML	1593	Sp	CS	nonsw
A1617	BE_17	Block1	Stim36	CSSE	0	ML	862	Sp	CS	nonsw
A1618	BE_17	Block1	Stim04	CSSE	0	ML	2184	Sp	CS	nonsw
A1619	BE_17	Block1	Stim05	CSSE	0	ML	913	Sp	CS	nonsw
A1620	BE_17	Block1	Stim06	CSSE	0	ML	1747	Sp	CS	nonsw
A1652	BE_17	Block2	Stim18	CSSE	0	ML	912	Sp	CS	nonsw
A1654	BE_17	Block2	Stim23	CSSE	0	ML	1581	Sp	CS	nonsw
A1655	BE_17	Block2	Stim24	CSSE	0	ML	2040	Sp	CS	nonsw
A1656	BE_17	Block2	Stim30	CSSE	0	ML	1066	Sp	CS	nonsw
A1657	BE_17	Block2	Stim36	CSSE	0	ML	2444	Sp	CS	nonsw
A1659	BE_17	Block2	Stim05	CSSE	0	ML	2261	Sp	CS	nonsw
A1660	BE_17	Block2	Stim06	CSSE	0	ML	652	Sp	CS	nonsw
A1691	BE_17	Block3	Stim13	CSSE	0	ML	1464	Sp	CS	nonsw
A1692	BE_17	Block3	Stim18	CSSE	0	ML	755	Sp	CS	nonsw
A1693	BE_17	Block3	Stim22	CSSE	0	ML	880	Sp	CS	nonsw
A1694	BE_17	Block3	Stim23	CSSE	0	ML	415	Sp	CS	nonsw
A1695	BE_17	Block3	Stim24	CSSE	0	ML	505	Sp	CS	nonsw
A1696	BE_17	Block3	Stim30	CSSE	0	ML	1498	Sp	CS	nonsw
A1697	BE_17	Block3	Stim36	CSSE	0	ML	4623	Sp	CS	nonsw
A1699	BE_17	Block3	Stim05	CSSE	0	ML	376	Sp	CS	nonsw
A1700	BE_17	Block3	Stim06	CSSE	0	ML	508	Sp	CS	nonsw
A1731	BE_17	Block4	Stim13	CSSE	0	ML	805	Sp	CS	nonsw
A1732	BE_17	Block4	Stim18	CSSE	0	ML	1347	Sp	CS	nonsw
A1734	BE_17	Block4	Stim23	CSSE	0	ML	588	Sp	CS	nonsw
A1735	BE_17	Block4	Stim24	CSSE	0	ML	402	Sp	CS	nonsw
A1736	BE_17	Block4	Stim30	CSSE	0	ML	553	Sp	CS	nonsw
A1737	BE_17	Block4	Stim36	CSSE	0	ML	1942	Sp	CS	nonsw
A1739	BE_17	Block4	Stim05	CSSE	0	ML	255	Sp	CS	nonsw
A1740	BE_17	Block4	Stim06	CSSE	0	ML	301	Sp	CS	nonsw
A1771	BE_21	Block1	Stim13	CSSE	0	ML	4789	Sp	CS	nonsw
A1772	BE_21	Block1	Stim18	CSSE	0	ML	418	Sp	CS	nonsw
A1773	BE_21	Block1	Stim22	CSSE	0	ML	2363	Sp	CS	nonsw
A1774	BE_21	Block1	Stim23	CSSE	0	ML	339	Sp	CS	nonsw
A1775	BE_21	Block1	Stim24	CSSE	0	ML	915	Sp	CS	nonsw
A1776	BE_21	Block1	Stim30	CSSE	0	ML	1097	Sp	CS	nonsw
A1777	BE_21	Block1	Stim36	CSSE	0	ML	1369	Sp	CS	nonsw
A1778	BE_21	Block1	Stim04	CSSE	0	ML	678	Sp	CS	nonsw
A1779	BE_21	Block1	Stim05	CSSE	0	ML	926	Sp	CS	nonsw
A1780	BE_21	Block1	Stim06	CSSE	0	ML	507	Sp	CS	nonsw
A1811	BE_21	Block2	Stim13	CSSE	0	ML	1790	Sp	CS	nonsw
A1812	BE_21	Block2	Stim18	CSSE	0	ML	2626	Sp	CS	nonsw
A1813	BE_21	Block2	Stim22	CSSE	0	ML	954	Sp	CS	nonsw
A1815	BE_21	Block2	Stim24	CSSE	0	ML	2273	Sp	CS	nonsw
A1816	BE_21	Block2	Stim30	CSSE	0	ML	1465	Sp	CS	nonsw
A1817	BE_21	Block2	Stim36	CSSE	0	ML	589	Sp	CS	nonsw
A1818	BE_21	Block2	Stim04	CSSE	0	ML	1145	Sp	CS	nonsw
A1819	BE_21	Block2	Stim05	CSSE	0	ML	331	Sp	CS	nonsw
A1820	BE_21	Block2	Stim06	CSSE	0	ML	1410	Sp	CS	nonsw
A1851	BE_21	Block3	Stim13	CSSE	0	ML	254	Sp	CS	nonsw
A1852	BE_21	Block3	Stim18	CSSE	0	ML	720	Sp	CS	nonsw
A1853	BE_21	Block3	Stim22	CSSE	0	ML	428	Sp	CS	nonsw
A1854	BE_21	Block3	Stim23	CSSE	0	ML	421	Sp	CS	nonsw
A1855	BE_21	Block3	Stim24	CSSE	0	ML	769	Sp	CS	nonsw
A1856	BE_21	Block3	Stim30	CSSE	0	ML	1035	Sp	CS	nonsw
A1857	BE_21	Block3	Stim36	CSSE	0	ML	338	Sp	CS	nonsw
A1858	BE_21	Block3	Stim04	CSSE	0	ML	945	Sp	CS	nonsw
A1859	BE_21	Block3	Stim05	CSSE	0	ML	367	Sp	CS	nonsw
A1860	BE_21	Block3	Stim06	CSSE	0	ML	260	Sp	CS	nonsw
A1891	BE_21	Block4	Stim13	CSSE	0	ML	329	Sp	CS	nonsw
A1892	BE_21	Block4	Stim18	CSSE	0	ML	672	Sp	CS	nonsw
A1893	BE_21	Block4	Stim22	CSSE	0	ML	368	Sp	CS	nonsw
A1894	BE_21	Block4	Stim23	CSSE	0	ML	439	Sp	CS	nonsw
A1895	BE_21	Block4	Stim24	CSSE	0	ML	767	Sp	CS	nonsw
A1896	BE_21	Block4	Stim30	CSSE	0	ML	568	Sp	CS	nonsw
A1898	BE_21	Block4	Stim04	CSSE	0	ML	364	Sp	CS	nonsw
A1899	BE_21	Block4	Stim05	CSSE	0	ML	341	Sp	CS	nonsw
A1900	BE_21	Block4	Stim06	CSSE	0	ML	395	Sp	CS	nonsw
A1931	BE_22	Block1	Stim13	CSSE	0	ML	869	Sp	CS	nonsw
A1932	BE_22	Block1	Stim18	CSSE	0	ML	667	Sp	CS	nonsw
A1933	BE_22	Block1	Stim22	CSSE	0	ML	876	Sp	CS	nonsw
A1934	BE_22	Block1	Stim23	CSSE	0	ML	731	Sp	CS	nonsw
A1935	BE_22	Block1	Stim24	CSSE	0	ML	798	Sp	CS	nonsw
A1936	BE_22	Block1	Stim30	CSSE	0	ML	2544	Sp	CS	nonsw
A1937	BE_22	Block1	Stim36	CSSE	0	ML	712	Sp	CS	nonsw
A1938	BE_22	Block1	Stim04	CSSE	0	ML	882	Sp	CS	nonsw
A1939	BE_22	Block1	Stim05	CSSE	0	ML	1524	Sp	CS	nonsw
A1940	BE_22	Block1	Stim06	CSSE	0	ML	873	Sp	CS	nonsw
A1971	BE_22	Block2	Stim13	CSSE	0	ML	1364	Sp	CS	nonsw
A1972	BE_22	Block2	Stim18	CSSE	0	ML	1061	Sp	CS	nonsw
A1973	BE_22	Block2	Stim22	CSSE	0	ML	1304	Sp	CS	nonsw
A1974	BE_22	Block2	Stim23	CSSE	0	ML	1315	Sp	CS	nonsw
A1975	BE_22	Block2	Stim24	CSSE	0	ML	1089	Sp	CS	nonsw
A1976	BE_22	Block2	Stim30	CSSE	0	ML	1568	Sp	CS	nonsw
A1977	BE_22	Block2	Stim36	CSSE	0	ML	439	Sp	CS	nonsw
A1978	BE_22	Block2	Stim04	CSSE	0	ML	602	Sp	CS	nonsw
A1979	BE_22	Block2	Stim05	CSSE	0	ML	806	Sp	CS	nonsw
A1980	BE_22	Block2	Stim06	CSSE	0	ML	372	Sp	CS	nonsw
A2011	BE_22	Block3	Stim13	CSSE	0	ML	485	Sp	CS	nonsw
A2012	BE_22	Block3	Stim18	CSSE	0	ML	413	Sp	CS	nonsw
A2013	BE_22	Block3	Stim22	CSSE	0	ML	1392	Sp	CS	nonsw
A2014	BE_22	Block3	Stim23	CSSE	0	ML	800	Sp	CS	nonsw
A2015	BE_22	Block3	Stim24	CSSE	0	ML	697	Sp	CS	nonsw
A2016	BE_22	Block3	Stim30	CSSE	0	ML	1216	Sp	CS	nonsw
A2017	BE_22	Block3	Stim36	CSSE	0	ML	442	Sp	CS	nonsw
A2018	BE_22	Block3	Stim04	CSSE	0	ML	987	Sp	CS	nonsw
A2019	BE_22	Block3	Stim05	CSSE	0	ML	295	Sp	CS	nonsw
A2020	BE_22	Block3	Stim06	CSSE	0	ML	577	Sp	CS	nonsw
A2051	BE_22	Block4	Stim13	CSSE	0	ML	889	Sp	CS	nonsw
A2052	BE_22	Block4	Stim18	CSSE	0	ML	483	Sp	CS	nonsw
A2053	BE_22	Block4	Stim22	CSSE	0	ML	1157	Sp	CS	nonsw
A2054	BE_22	Block4	Stim23	CSSE	0	ML	254	Sp	CS	nonsw
A2055	BE_22	Block4	Stim24	CSSE	0	ML	1073	Sp	CS	nonsw
A2056	BE_22	Block4	Stim30	CSSE	0	ML	1258	Sp	CS	nonsw
A2057	BE_22	Block4	Stim36	CSSE	0	ML	318	Sp	CS	nonsw
A2058	BE_22	Block4	Stim04	CSSE	0	ML	332	Sp	CS	nonsw
A2059	BE_22	Block4	Stim05	CSSE	0	ML	279	Sp	CS	nonsw
A2060	BE_22	Block4	Stim06	CSSE	0	ML	192	Sp	CS	nonsw
A2091	BE_23	Block1	Stim13	CSSE	0	ML	5999	Sp	CS	nonsw
A2092	BE_23	Block1	Stim18	CSSE	0	ML	1423	Sp	CS	nonsw
A2093	BE_23	Block1	Stim22	CSSE	0	ML	3545	Sp	CS	nonsw
A2094	BE_23	Block1	Stim23	CSSE	0	ML	815	Sp	CS	nonsw
A2095	BE_23	Block1	Stim24	CSSE	0	ML	3220	Sp	CS	nonsw
A2096	BE_23	Block1	Stim30	CSSE	0	ML	2278	Sp	CS	nonsw
A2097	BE_23	Block1	Stim36	CSSE	0	ML	682	Sp	CS	nonsw
A2098	BE_23	Block1	Stim04	CSSE	0	ML	636	Sp	CS	nonsw
