Item	Subject	Block	Stimuli	Context	Correct	Response	RT	Lg_Heard	Main_Context
A1098	BE_34	Block4	Stim36	CSSE	0	ML	1277	Sp	CS
A1099	BE_34	Block4	Stim05	CSSE	0	ML	1967	Sp	CS
A11	BE_06	Block1	Stim13	CSSE	1	CS	4091	Sp	CS
A1100	BE_34	Block4	Stim06	CSSE	0	ML	601	Sp	CS
A1131	BE_42	Block1	Stim23	CSSE	1	CS	2244	Sp	CS
A1132	BE_42	Block1	Stim30	CSSE	1	CS	5036	Sp	CS
A1133	BE_42	Block1	Stim04	CSSE	1	CS	1239	Sp	CS
A1134	BE_42	Block1	Stim06	CSSE	1	CS	1286	Sp	CS
A1135	BE_42	Block1	Stim13	CSSE	0	ML	8037	Sp	CS
A1136	BE_42	Block1	Stim18	CSSE	0	ML	455	Sp	CS
A1137	BE_42	Block1	Stim22	CSSE	0	ML	5868	Sp	CS
A1138	BE_42	Block1	Stim24	CSSE	0	ML	1089	Sp	CS
A1139	BE_42	Block1	Stim36	CSSE	0	ML	1034	Sp	CS
A1140	BE_42	Block1	Stim05	CSSE	0	ML	952	Sp	CS
A1171	BE_42	Block2	Stim13	CSSE	1	CS	1939	Sp	CS
A1172	BE_42	Block2	Stim18	CSSE	1	CS	3425	Sp	CS
A1173	BE_42	Block2	Stim22	CSSE	1	CS	2254	Sp	CS
A1174	BE_42	Block2	Stim23	CSSE	1	CS	826	Sp	CS
A1175	BE_42	Block2	Stim06	CSSE	1	CS	1592	Sp	CS
A1176	BE_42	Block2	Stim24	CSSE	0	ML	3185	Sp	CS
A1177	BE_42	Block2	Stim30	CSSE	0	ML	2354	Sp	CS
A1178	BE_42	Block2	Stim36	CSSE	0	ML	3288	Sp	CS
A1179	BE_42	Block2	Stim04	CSSE	0	ML	931	Sp	CS
A1180	BE_42	Block2	Stim05	CSSE	0	ML	563	Sp	CS
A12	BE_06	Block1	Stim18	CSSE	1	CS	2093	Sp	CS
A1211	BE_42	Block3	Stim13	CSSE	1	CS	4335	Sp	CS
A1212	BE_42	Block3	Stim23	CSSE	1	CS	2910	Sp	CS
A1213	BE_42	Block3	Stim36	CSSE	1	CS	3362	Sp	CS
A1214	BE_42	Block3	Stim04	CSSE	1	CS	2888	Sp	CS
A1215	BE_42	Block3	Stim18	CSSE	0	ML	530	Sp	CS
A1216	BE_42	Block3	Stim22	CSSE	0	ML	2275	Sp	CS
A1217	BE_42	Block3	Stim24	CSSE	0	ML	1779	Sp	CS
A1218	BE_42	Block3	Stim30	CSSE	0	ML	1627	Sp	CS
A1219	BE_42	Block3	Stim05	CSSE	0	ML	1674	Sp	CS
A1220	BE_42	Block3	Stim06	CSSE	0	ML	1164	Sp	CS
A1251	BE_42	Block4	Stim23	CSSE	1	CS	1526	Sp	CS
A1252	BE_42	Block4	Stim30	CSSE	1	CS	2312	Sp	CS
A1253	BE_42	Block4	Stim04	CSSE	1	CS	16617	Sp	CS
A1254	BE_42	Block4	Stim05	CSSE	1	CS	2192	Sp	CS
A1255	BE_42	Block4	Stim13	CSSE	0	ML	1757	Sp	CS
A1256	BE_42	Block4	Stim18	CSSE	0	ML	412	Sp	CS
A1257	BE_42	Block4	Stim22	CSSE	0	ML	6095	Sp	CS
A1258	BE_42	Block4	Stim24	CSSE	0	ML	585	Sp	CS
A1259	BE_42	Block4	Stim36	CSSE	0	ML	236	Sp	CS
A1260	BE_42	Block4	Stim06	CSSE	0	ML	239	Sp	CS
A1291	BE_50	Block1	Stim13	CSSE	1	CS	3658	Sp	CS
A1292	BE_50	Block1	Stim23	CSSE	1	CS	1761	Sp	CS
A1293	BE_50	Block1	Stim36	CSSE	1	CS	2102	Sp	CS
A1294	BE_50	Block1	Stim04	CSSE	1	CS	996	Sp	CS
A1295	BE_50	Block1	Stim18	CSSE	0	ML	609	Sp	CS
A1296	BE_50	Block1	Stim22	CSSE	0	ML	1589	Sp	CS
A1297	BE_50	Block1	Stim24	CSSE	0	ML	1495	Sp	CS
A1298	BE_50	Block1	Stim30	CSSE	0	ML	1409	Sp	CS
A1299	BE_50	Block1	Stim05	CSSE	0	ML	365	Sp	CS
A13	BE_06	Block1	Stim22	CSSE	1	CS	2911	Sp	CS
A1300	BE_50	Block1	Stim06	CSSE	0	ML	596	Sp	CS
A131	BE_06	Block4	Stim18	CSSE	1	CS	588	Sp	CS
A132	BE_06	Block4	Stim23	CSSE	1	CS	1348	Sp	CS
A133	BE_06	Block4	Stim24	CSSE	1	CS	1085	Sp	CS
A1331	BE_50	Block2	Stim13	CSSE	1	CS	6867	Sp	CS
A1332	BE_50	Block2	Stim30	CSSE	1	CS	1552	Sp	CS
A1333	BE_50	Block2	Stim36	CSSE	1	CS	1123	Sp	CS
A1334	BE_50	Block2	Stim06	CSSE	1	CS	614	Sp	CS
A1335	BE_50	Block2	Stim18	CSSE	0	ML	576	Sp	CS
A1336	BE_50	Block2	Stim22	CSSE	0	ML	1701	Sp	CS
A1337	BE_50	Block2	Stim23	CSSE	0	ML	3923	Sp	CS
A1338	BE_50	Block2	Stim24	CSSE	0	ML	6355	Sp	CS
A1339	BE_50	Block2	Stim04	CSSE	0	ML	1636	Sp	CS
A134	BE_06	Block4	Stim30	CSSE	1	CS	558	Sp	CS
A1340	BE_50	Block2	Stim05	CSSE	0	ML	296	Sp	CS
A135	BE_06	Block4	Stim04	CSSE	1	CS	2352	Sp	CS
A136	BE_06	Block4	Stim06	CSSE	1	CS	302	Sp	CS
A137	BE_06	Block4	Stim13	CSSE	0	ML	638	Sp	CS
A1371	BE_50	Block3	Stim13	CSSE	1	CS	472	Sp	CS
A1372	BE_50	Block3	Stim18	CSSE	1	CS	635	Sp	CS
A1373	BE_50	Block3	Stim22	CSSE	1	CS	350	Sp	CS
A1374	BE_50	Block3	Stim24	CSSE	1	CS	472	Sp	CS
A1375	BE_50	Block3	Stim30	CSSE	1	CS	1677	Sp	CS
A1376	BE_50	Block3	Stim36	CSSE	1	CS	1150	Sp	CS
A1377	BE_50	Block3	Stim04	CSSE	1	CS	567	Sp	CS
A1378	BE_50	Block3	Stim05	CSSE	1	CS	2078	Sp	CS
A1379	BE_50	Block3	Stim23	CSSE	0	ML	494	Sp	CS
A138	BE_06	Block4	Stim22	CSSE	0	ML	676	Sp	CS
A1380	BE_50	Block3	Stim06	CSSE	0	ML	343	Sp	CS
A139	BE_06	Block4	Stim36	CSSE	0	ML	284	Sp	CS
A14	BE_06	Block1	Stim30	CSSE	1	CS	3021	Sp	CS
A140	BE_06	Block4	Stim05	CSSE	0	ML	5294	Sp	CS
A1411	BE_50	Block4	Stim13	CSSE	1	CS	1702	Sp	CS
A1412	BE_50	Block4	Stim18	CSSE	1	CS	876	Sp	CS
A1413	BE_50	Block4	Stim23	CSSE	1	CS	1254	Sp	CS
A1414	BE_50	Block4	Stim24	CSSE	1	CS	1468	Sp	CS
A1415	BE_50	Block4	Stim30	CSSE	1	CS	2465	Sp	CS
A1416	BE_50	Block4	Stim36	CSSE	1	CS	681	Sp	CS
A1417	BE_50	Block4	Stim04	CSSE	1	CS	2089	Sp	CS
A1418	BE_50	Block4	Stim06	CSSE	1	CS	1102	Sp	CS
A1419	BE_50	Block4	Stim22	CSSE	0	ML	952	Sp	CS
A1420	BE_50	Block4	Stim05	CSSE	0	ML	534	Sp	CS
A1451	BE_51	Block1	Stim22	CSSE	1	CS	1470	Sp	CS
A1452	BE_51	Block1	Stim23	CSSE	1	CS	1500	Sp	CS
A1453	BE_51	Block1	Stim36	CSSE	1	CS	5147	Sp	CS
A1454	BE_51	Block1	Stim04	CSSE	1	CS	948	Sp	CS
A1455	BE_51	Block1	Stim06	CSSE	1	CS	6830	Sp	CS
A1456	BE_51	Block1	Stim13	CSSE	0	ML	1790	Sp	CS
A1457	BE_51	Block1	Stim18	CSSE	0	ML	2928	Sp	CS
A1458	BE_51	Block1	Stim24	CSSE	0	ML	1867	Sp	CS
A1459	BE_51	Block1	Stim30	CSSE	0	ML	1586	Sp	CS
A1460	BE_51	Block1	Stim05	CSSE	0	ML	2600	Sp	CS
A1491	BE_51	Block2	Stim22	CSSE	1	CS	6190	Sp	CS
A1492	BE_51	Block2	Stim05	CSSE	1	CS	1572	Sp	CS
A1493	BE_51	Block2	Stim13	CSSE	0	ML	946	Sp	CS
A1494	BE_51	Block2	Stim18	CSSE	0	ML	1345	Sp	CS
A1495	BE_51	Block2	Stim23	CSSE	0	ML	324	Sp	CS
A1496	BE_51	Block2	Stim24	CSSE	0	ML	2923	Sp	CS
A1497	BE_51	Block2	Stim30	CSSE	0	ML	1105	Sp	CS
A1498	BE_51	Block2	Stim36	CSSE	0	ML	2664	Sp	CS
A1499	BE_51	Block2	Stim04	CSSE	0	ML	3034	Sp	CS
A15	BE_06	Block1	Stim36	CSSE	1	CS	711	Sp	CS
A1500	BE_51	Block2	Stim06	CSSE	0	ML	1663	Sp	CS
A1531	BE_51	Block3	Stim13	CSSE	1	CS	3841	Sp	CS
A1532	BE_51	Block3	Stim24	CSSE	1	CS	1196	Sp	CS
A1533	BE_51	Block3	Stim36	CSSE	1	CS	4412	Sp	CS
A1534	BE_51	Block3	Stim18	CSSE	0	ML	683	Sp	CS
A1535	BE_51	Block3	Stim22	CSSE	0	ML	879	Sp	CS
A1536	BE_51	Block3	Stim23	CSSE	0	ML	2248	Sp	CS
A1537	BE_51	Block3	Stim30	CSSE	0	ML	3842	Sp	CS
A1538	BE_51	Block3	Stim04	CSSE	0	ML	2371	Sp	CS
A1539	BE_51	Block3	Stim05	CSSE	0	ML	1024	Sp	CS
A1540	BE_51	Block3	Stim06	CSSE	0	ML	1630	Sp	CS
A1571	BE_51	Block4	Stim22	CSSE	1	CS	847	Sp	CS
A1572	BE_51	Block4	Stim30	CSSE	1	CS	2304	Sp	CS
A1573	BE_51	Block4	Stim04	CSSE	1	CS	2649	Sp	CS
A1574	BE_51	Block4	Stim06	CSSE	1	CS	2996	Sp	CS
A1575	BE_51	Block4	Stim13	CSSE	0	ML	2673	Sp	CS
A1576	BE_51	Block4	Stim18	CSSE	0	ML	1109	Sp	CS
A1577	BE_51	Block4	Stim23	CSSE	0	ML	1295	Sp	CS
A1578	BE_51	Block4	Stim24	CSSE	0	ML	570	Sp	CS
A1579	BE_51	Block4	Stim36	CSSE	0	ML	1183	Sp	CS
A1580	BE_51	Block4	Stim05	CSSE	0	ML	1421	Sp	CS
A16	BE_06	Block1	Stim05	CSSE	1	CS	7337	Sp	CS
A1611	BE_53	Block1	Stim13	CSSE	1	CS	1650	Sp	CS
A1612	BE_53	Block1	Stim24	CSSE	1	CS	1809	Sp	CS
A1613	BE_53	Block1	Stim04	CSSE	1	CS	1847	Sp	CS
A1614	BE_53	Block1	Stim05	CSSE	1	CS	1354	Sp	CS
A1615	BE_53	Block1	Stim18	CSSE	0	ML	1393	Sp	CS
A1616	BE_53	Block1	Stim22	CSSE	0	ML	921	Sp	CS
A1617	BE_53	Block1	Stim23	CSSE	0	ML	1115	Sp	CS
A1618	BE_53	Block1	Stim30	CSSE	0	ML	2144	Sp	CS
A1619	BE_53	Block1	Stim36	CSSE	0	ML	1088	Sp	CS
A1620	BE_53	Block1	Stim06	CSSE	0	ML	1546	Sp	CS
A1651	BE_53	Block2	Stim13	CSSE	1	CS	3079	Sp	CS
A1652	BE_53	Block2	Stim18	CSSE	1	CS	1326	Sp	CS
A1653	BE_53	Block2	Stim22	CSSE	1	CS	1804	Sp	CS
A1654	BE_53	Block2	Stim30	CSSE	1	CS	2008	Sp	CS
A1655	BE_53	Block2	Stim04	CSSE	1	CS	504	Sp	CS
A1656	BE_53	Block2	Stim23	CSSE	0	ML	1882	Sp	CS
A1657	BE_53	Block2	Stim24	CSSE	0	ML	852	Sp	CS
A1658	BE_53	Block2	Stim36	CSSE	0	ML	2129	Sp	CS
A1659	BE_53	Block2	Stim05	CSSE	0	ML	1457	Sp	CS
A1660	BE_53	Block2	Stim06	CSSE	0	ML	2429	Sp	CS
A1691	BE_53	Block3	Stim18	CSSE	1	CS	2036	Sp	CS
A1692	BE_53	Block3	Stim22	CSSE	1	CS	1631	Sp	CS
A1693	BE_53	Block3	Stim23	CSSE	1	CS	907	Sp	CS
A1694	BE_53	Block3	Stim36	CSSE	1	CS	1834	Sp	CS
A1695	BE_53	Block3	Stim05	CSSE	1	CS	512	Sp	CS
A1696	BE_53	Block3	Stim13	CSSE	0	ML	1134	Sp	CS
A1697	BE_53	Block3	Stim24	CSSE	0	ML	1948	Sp	CS
A1698	BE_53	Block3	Stim30	CSSE	0	ML	2470	Sp	CS
A1699	BE_53	Block3	Stim04	CSSE	0	ML	2190	Sp	CS
A17	BE_06	Block1	Stim06	CSSE	1	CS	602	Sp	CS
A1700	BE_53	Block3	Stim06	CSSE	0	ML	903	Sp	CS
A171	BE_07	Block1	Stim30	CSSE	1	CS	3682	Sp	CS
A172	BE_07	Block1	Stim36	CSSE	1	CS	1703	Sp	CS
A173	BE_07	Block1	Stim04	CSSE	1	CS	1457	Sp	CS
A1731	BE_53	Block4	Stim23	CSSE	1	CS	1008	Sp	CS
A1732	BE_53	Block4	Stim05	CSSE	1	CS	502	Sp	CS
A1733	BE_53	Block4	Stim06	CSSE	1	CS	440	Sp	CS
A1734	BE_53	Block4	Stim13	CSSE	0	ML	1476	Sp	CS
A1735	BE_53	Block4	Stim18	CSSE	0	ML	304	Sp	CS
A1736	BE_53	Block4	Stim22	CSSE	0	ML	739	Sp	CS
A1737	BE_53	Block4	Stim24	CSSE	0	ML	1102	Sp	CS
A1738	BE_53	Block4	Stim30	CSSE	0	ML	1096	Sp	CS
A1739	BE_53	Block4	Stim36	CSSE	0	ML	482	Sp	CS
A174	BE_07	Block1	Stim06	CSSE	1	CS	2732	Sp	CS
A1740	BE_53	Block4	Stim04	CSSE	0	ML	1393	Sp	CS
A175	BE_07	Block1	Stim13	CSSE	0	ML	2326	Sp	CS
A176	BE_07	Block1	Stim18	CSSE	0	ML	890	Sp	CS
A177	BE_07	Block1	Stim22	CSSE	0	ML	2099	Sp	CS
A1771	BE_63	Block1	Stim13	CSSE	1	CS	2794	Sp	CS
A1772	BE_63	Block1	Stim22	CSSE	1	CS	1690	Sp	CS
A1773	BE_63	Block1	Stim23	CSSE	1	CS	5637	Sp	CS
A1774	BE_63	Block1	Stim24	CSSE	1	CS	2078	Sp	CS
A1775	BE_63	Block1	Stim06	CSSE	1	CS	1907	Sp	CS
A1776	BE_63	Block1	Stim18	CSSE	0	ML	450	Sp	CS
A1777	BE_63	Block1	Stim30	CSSE	0	ML	1495	Sp	CS
A1778	BE_63	Block1	Stim36	CSSE	0	ML	2249	Sp	CS
A1779	BE_63	Block1	Stim04	CSSE	0	ML	1685	Sp	CS
A178	BE_07	Block1	Stim23	CSSE	0	ML	3542	Sp	CS
A1780	BE_63	Block1	Stim05	CSSE	0	ML	601	Sp	CS
A179	BE_07	Block1	Stim24	CSSE	0	ML	1351	Sp	CS
A18	BE_06	Block1	Stim23	CSSE	0	ML	2670	Sp	CS
A180	BE_07	Block1	Stim05	CSSE	0	ML	1229	Sp	CS
A1811	BE_63	Block2	Stim23	CSSE	1	CS	844	Sp	CS
A1812	BE_63	Block2	Stim04	CSSE	1	CS	1864	Sp	CS
A1813	BE_63	Block2	Stim06	CSSE	1	CS	3424	Sp	CS
A1814	BE_63	Block2	Stim13	CSSE	0	ML	2531	Sp	CS
A1815	BE_63	Block2	Stim18	CSSE	0	ML	287	Sp	CS
A1816	BE_63	Block2	Stim22	CSSE	0	ML	2222	Sp	CS
A1817	BE_63	Block2	Stim24	CSSE	0	ML	3499	Sp	CS
A1818	BE_63	Block2	Stim30	CSSE	0	ML	2103	Sp	CS
A1819	BE_63	Block2	Stim36	CSSE	0	ML	2034	Sp	CS
A1820	BE_63	Block2	Stim05	CSSE	0	ML	391	Sp	CS
A1851	BE_63	Block3	Stim22	CSSE	1	CS	4422	Sp	CS
A1852	BE_63	Block3	Stim06	CSSE	1	CS	3440	Sp	CS
A1853	BE_63	Block3	Stim13	CSSE	0	ML	1167	Sp	CS
A1854	BE_63	Block3	Stim18	CSSE	0	ML	461	Sp	CS
A1855	BE_63	Block3	Stim23	CSSE	0	ML	916	Sp	CS
A1856	BE_63	Block3	Stim24	CSSE	0	ML	1438	Sp	CS
A1857	BE_63	Block3	Stim30	CSSE	0	ML	3483	Sp	CS
A1858	BE_63	Block3	Stim36	CSSE	0	ML	989	Sp	CS
A1859	BE_63	Block3	Stim04	CSSE	0	ML	2314	Sp	CS
A1860	BE_63	Block3	Stim05	CSSE	0	ML	936	Sp	CS
A1891	BE_63	Block4	Stim13	CSSE	1	CS	589	Sp	CS
A1892	BE_63	Block4	Stim18	CSSE	1	CS	443	Sp	CS
A1893	BE_63	Block4	Stim24	CSSE	1	CS	620	Sp	CS
A1894	BE_63	Block4	Stim30	CSSE	1	CS	535	Sp	CS
A1895	BE_63	Block4	Stim05	CSSE	1	CS	668	Sp	CS
A1896	BE_63	Block4	Stim06	CSSE	1	CS	1233	Sp	CS
A1897	BE_63	Block4	Stim22	CSSE	0	ML	849	Sp	CS
A1898	BE_63	Block4	Stim23	CSSE	0	ML	882	Sp	CS
A1899	BE_63	Block4	Stim36	CSSE	0	ML	737	Sp	CS
A19	BE_06	Block1	Stim24	CSSE	0	ML	4409	Sp	CS
A1900	BE_63	Block4	Stim04	CSSE	0	ML	1135	Sp	CS
A1931	BE_68	Block1	Stim22	CSSE	1	CS	1956	Sp	CS
A1932	BE_68	Block1	Stim23	CSSE	1	CS	6255	Sp	CS
A1933	BE_68	Block1	Stim24	CSSE	1	CS	1535	Sp	CS
A1934	BE_68	Block1	Stim30	CSSE	1	CS	2714	Sp	CS
A1935	BE_68	Block1	Stim36	CSSE	1	CS	4211	Sp	CS
A1936	BE_68	Block1	Stim13	CSSE	0	ML	7574	Sp	CS
A1937	BE_68	Block1	Stim18	CSSE	0	ML	1394	Sp	CS
A1938	BE_68	Block1	Stim04	CSSE	0	ML	1638	Sp	CS
A1939	BE_68	Block1	Stim05	CSSE	0	ML	3624	Sp	CS
A1940	BE_68	Block1	Stim06	CSSE	0	ML	2060	Sp	CS
A1971	BE_68	Block2	Stim18	CSSE	1	CS	6814	Sp	CS
A1972	BE_68	Block2	Stim22	CSSE	1	CS	2677	Sp	CS
A1973	BE_68	Block2	Stim23	CSSE	1	CS	1477	Sp	CS
A1974	BE_68	Block2	Stim36	CSSE	1	CS	826	Sp	CS
A1975	BE_68	Block2	Stim04	CSSE	1	CS	2069	Sp	CS
A1976	BE_68	Block2	Stim13	CSSE	0	ML	2407	Sp	CS
A1977	BE_68	Block2	Stim24	CSSE	0	ML	916	Sp	CS
A1978	BE_68	Block2	Stim30	CSSE	0	ML	5749	Sp	CS
A1979	BE_68	Block2	Stim05	CSSE	0	ML	4106	Sp	CS
A1980	BE_68	Block2	Stim06	CSSE	0	ML	1063	Sp	CS
A20	BE_06	Block1	Stim04	CSSE	0	ML	3379	Sp	CS
A2011	BE_68	Block3	Stim13	CSSE	1	CS	4784	Sp	CS
A2012	BE_68	Block3	Stim18	CSSE	1	CS	3821	Sp	CS
A2013	BE_68	Block3	Stim23	CSSE	1	CS	1804	Sp	CS
A2014	BE_68	Block3	Stim36	CSSE	1	CS	887	Sp	CS
A2015	BE_68	Block3	Stim04	CSSE	1	CS	2480	Sp	CS
A2016	BE_68	Block3	Stim06	CSSE	1	CS	3374	Sp	CS
A2017	BE_68	Block3	Stim22	CSSE	0	ML	2445	Sp	CS
A2018	BE_68	Block3	Stim24	CSSE	0	ML	3754	Sp	CS
A2019	BE_68	Block3	Stim30	CSSE	0	ML	1941	Sp	CS
A2020	BE_68	Block3	Stim05	CSSE	0	ML	1906	Sp	CS
A2051	BE_68	Block4	Stim13	CSSE	1	CS	1877	Sp	CS
A2052	BE_68	Block4	Stim22	CSSE	1	CS	3906	Sp	CS
A2053	BE_68	Block4	Stim23	CSSE	1	CS	992	Sp	CS
A2054	BE_68	Block4	Stim30	CSSE	1	CS	2679	Sp	CS
A2055	BE_68	Block4	Stim04	CSSE	1	CS	3066	Sp	CS
A2056	BE_68	Block4	Stim18	CSSE	0	ML	2425	Sp	CS
A2057	BE_68	Block4	Stim24	CSSE	0	ML	562	Sp	CS
A2058	BE_68	Block4	Stim36	CSSE	0	ML	3081	Sp	CS
A2059	BE_68	Block4	Stim05	CSSE	0	ML	1362	Sp	CS
A2060	BE_68	Block4	Stim06	CSSE	0	ML	390	Sp	CS
A2091	BE_81	Block1	Stim18	CSSE	1	CS	2058	Sp	CS
A2092	BE_81	Block1	Stim36	CSSE	1	CS	3192	Sp	CS
A2093	BE_81	Block1	Stim06	CSSE	1	CS	2184	Sp	CS
A2094	BE_81	Block1	Stim13	CSSE	0	ML	30222	Sp	CS
A2095	BE_81	Block1	Stim22	CSSE	0	ML	10830	Sp	CS
A2096	BE_81	Block1	Stim23	CSSE	0	ML	1228	Sp	CS
A2097	BE_81	Block1	Stim24	CSSE	0	ML	2390	Sp	CS
A2098	BE_81	Block1	Stim30	CSSE	0	ML	3140	Sp	CS
A2099	BE_81	Block1	Stim04	CSSE	0	ML	34012	Sp	CS
A2100	BE_81	Block1	Stim05	CSSE	0	ML	1734	Sp	CS
A211	BE_07	Block2	Stim18	CSSE	1	CS	723	Sp	CS
A212	BE_07	Block2	Stim22	CSSE	1	CS	988	Sp	CS
A213	BE_07	Block2	Stim23	CSSE	1	CS	1520	Sp	CS
A2131	BE_81	Block2	Stim18	CSSE	1	CS	2774	Sp	CS
A2132	BE_81	Block2	Stim22	CSSE	1	CS	3521	Sp	CS
A2133	BE_81	Block2	Stim30	CSSE	1	CS	3577	Sp	CS
A2134	BE_81	Block2	Stim36	CSSE	1	CS	9056	Sp	CS
A2135	BE_81	Block2	Stim04	CSSE	1	CS	409	Sp	CS
A2136	BE_81	Block2	Stim13	CSSE	0	ML	2549	Sp	CS
A2137	BE_81	Block2	Stim23	CSSE	0	ML	1699	Sp	CS
A2138	BE_81	Block2	Stim24	CSSE	0	ML	693	Sp	CS
A2139	BE_81	Block2	Stim05	CSSE	0	ML	1243	Sp	CS
A214	BE_07	Block2	Stim24	CSSE	1	CS	1177	Sp	CS
A2140	BE_81	Block2	Stim06	CSSE	0	ML	1460	Sp	CS
A215	BE_07	Block2	Stim36	CSSE	1	CS	1314	Sp	CS
A216	BE_07	Block2	Stim04	CSSE	1	CS	4671	Sp	CS
A217	BE_07	Block2	Stim13	CSSE	0	ML	1568	Sp	CS
A2171	BE_81	Block3	Stim13	CSSE	1	CS	7813	Sp	CS
A2172	BE_81	Block3	Stim18	CSSE	1	CS	1795	Sp	CS
A2173	BE_81	Block3	Stim22	CSSE	1	CS	1531	Sp	CS
A2174	BE_81	Block3	Stim23	CSSE	1	CS	4033	Sp	CS
A2175	BE_81	Block3	Stim30	CSSE	1	CS	2249	Sp	CS
A2176	BE_81	Block3	Stim36	CSSE	1	CS	1778	Sp	CS
A2177	BE_81	Block3	Stim24	CSSE	0	ML	4333	Sp	CS
A2178	BE_81	Block3	Stim04	CSSE	0	ML	27498	Sp	CS
A2179	BE_81	Block3	Stim05	CSSE	0	ML	3601	Sp	CS
A218	BE_07	Block2	Stim30	CSSE	0	ML	1837	Sp	CS
A2180	BE_81	Block3	Stim06	CSSE	0	ML	6365	Sp	CS
A219	BE_07	Block2	Stim05	CSSE	0	ML	460	Sp	CS
A220	BE_07	Block2	Stim06	CSSE	0	ML	1030	Sp	CS
A2211	BE_81	Block4	Stim22	CSSE	1	CS	2106	Sp	CS
A2212	BE_81	Block4	Stim36	CSSE	1	CS	470	Sp	CS
A2213	BE_81	Block4	Stim04	CSSE	1	CS	1045	Sp	CS
A2214	BE_81	Block4	Stim06	CSSE	1	CS	3283	Sp	CS
A2215	BE_81	Block4	Stim13	CSSE	0	ML	2947	Sp	CS
A2216	BE_81	Block4	Stim18	CSSE	0	ML	5016	Sp	CS
A2217	BE_81	Block4	Stim23	CSSE	0	ML	2525	Sp	CS
A2218	BE_81	Block4	Stim24	CSSE	0	ML	22116	Sp	CS
A2219	BE_81	Block4	Stim30	CSSE	0	ML	781	Sp	CS
A2220	BE_81	Block4	Stim05	CSSE	0	ML	969	Sp	CS
A2251	BE_83	Block1	Stim30	CSSE	1	CS	861	Sp	CS
A2252	BE_83	Block1	Stim13	CSSE	0	ML	659	Sp	CS
A2253	BE_83	Block1	Stim18	CSSE	0	ML	764	Sp	CS
A2254	BE_83	Block1	Stim22	CSSE	0	ML	673	Sp	CS
A2255	BE_83	Block1	Stim23	CSSE	0	ML	875	Sp	CS
A2256	BE_83	Block1	Stim24	CSSE	0	ML	964	Sp	CS
A2257	BE_83	Block1	Stim36	CSSE	0	ML	1665	Sp	CS
A2258	BE_83	Block1	Stim04	CSSE	0	ML	370	Sp	CS
A2259	BE_83	Block1	Stim05	CSSE	0	ML	1722	Sp	CS
A2260	BE_83	Block1	Stim06	CSSE	0	ML	2832	Sp	CS
A2291	BE_83	Block2	Stim22	CSSE	1	CS	433	Sp	CS
A2292	BE_83	Block2	Stim24	CSSE	1	CS	680	Sp	CS
A2293	BE_83	Block2	Stim13	CSSE	0	ML	1398	Sp	CS
A2294	BE_83	Block2	Stim18	CSSE	0	ML	336	Sp	CS
A2295	BE_83	Block2	Stim23	CSSE	0	ML	799	Sp	CS
A2296	BE_83	Block2	Stim30	CSSE	0	ML	970	Sp	CS
A2297	BE_83	Block2	Stim36	CSSE	0	ML	1284	Sp	CS
A2298	BE_83	Block2	Stim04	CSSE	0	ML	362	Sp	CS
A2299	BE_83	Block2	Stim05	CSSE	0	ML	681	Sp	CS
A2300	BE_83	Block2	Stim06	CSSE	0	ML	575	Sp	CS
A2331	BE_83	Block3	Stim22	CSSE	1	CS	964	Sp	CS
A2332	BE_83	Block3	Stim23	CSSE	1	CS	871	Sp	CS
A2333	BE_83	Block3	Stim30	CSSE	1	CS	776	Sp	CS
A2334	BE_83	Block3	Stim36	CSSE	1	CS	101	Sp	CS
A2335	BE_83	Block3	Stim04	CSSE	1	CS	534	Sp	CS
A2336	BE_83	Block3	Stim06	CSSE	1	CS	703	Sp	CS
A2337	BE_83	Block3	Stim13	CSSE	0	ML	626	Sp	CS
A2338	BE_83	Block3	Stim18	CSSE	0	ML	543	Sp	CS
A2339	BE_83	Block3	Stim24	CSSE	0	ML	2794	Sp	CS
A2340	BE_83	Block3	Stim05	CSSE	0	ML	177	Sp	CS
A2371	BE_83	Block4	Stim13	CSSE	1	CS	483	Sp	CS
A2372	BE_83	Block4	Stim18	CSSE	1	CS	1924	Sp	CS
A2373	BE_83	Block4	Stim22	CSSE	1	CS	631	Sp	CS
A2374	BE_83	Block4	Stim30	CSSE	1	CS	659	Sp	CS
A2375	BE_83	Block4	Stim36	CSSE	1	CS	873	Sp	CS
A2376	BE_83	Block4	Stim04	CSSE	1	CS	222	Sp	CS
A2377	BE_83	Block4	Stim23	CSSE	0	ML	3074	Sp	CS
A2378	BE_83	Block4	Stim24	CSSE	0	ML	893	Sp	CS
A2379	BE_83	Block4	Stim05	CSSE	0	ML	2349	Sp	CS
A2380	BE_83	Block4	Stim06	CSSE	0	ML	1031	Sp	CS
A2411	BE_85	Block1	Stim18	CSSE	1	CS	898	Sp	CS
A2412	BE_85	Block1	Stim22	CSSE	1	CS	755	Sp	CS
A2413	BE_85	Block1	Stim04	CSSE	1	CS	1919	Sp	CS
A2414	BE_85	Block1	Stim06	CSSE	1	CS	2352	Sp	CS
A2415	BE_85	Block1	Stim13	CSSE	0	ML	488	Sp	CS
A2416	BE_85	Block1	Stim23	CSSE	0	ML	1045	Sp	CS
A2417	BE_85	Block1	Stim24	CSSE	0	ML	2905	Sp	CS
A2418	BE_85	Block1	Stim30	CSSE	0	ML	794	Sp	CS
